name, accident, accident_maxdev, max_dev, attack_start_from_init, aggr_start_from_init, accident_from_init, attack_start_from_init_time, aggr_start_from_init_time, accident_time, attack_duration, success_attack_duration, crash_x, crash_y, spoofed_gps_x, spoofed_gps_y, pos_diff
attack-lhs_474_524_0.7_1.1, 1, 1.115088, 1.117140, 41, 91, 8897, 0.4000, 0.9000, 88.9600, 88.0600, 88.0600, -228.9303, 60.6052, -228.8840, 58.7898, 1.8160
attack-lhs_475_524_0.7_1.1, 1, 1.115058, 1.117109, 42, 91, 8897, 0.4100, 0.9000, 88.9600, 88.0600, 88.0600, -228.9303, 60.6052, -228.8840, 58.7898, 1.8159
attack-lhs_476_524_0.7_1.1, 1, 1.116242, 1.117042, 43, 91, 8898, 0.4200, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5658, -228.8715, 58.7495, 1.8170
attack-lhs_477_524_0.7_1.1, 1, 1.116180, 1.116981, 44, 91, 8898, 0.4300, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8170
attack-lhs_478_524_0.7_1.1, 1, 1.116140, 1.116942, 45, 91, 8898, 0.4400, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_479_524_0.7_1.1, 1, 1.116087, 1.116889, 46, 91, 8898, 0.4500, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8169
attack-lhs_480_524_0.7_1.1, 1, 1.116078, 1.116881, 47, 91, 8898, 0.4600, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8169
attack-lhs_481_524_0.7_1.1, 1, 1.116060, 1.116866, 48, 91, 8898, 0.4700, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8168
attack-lhs_482_524_0.7_1.1, 1, 1.115967, 1.116771, 49, 91, 8898, 0.4800, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5655, -228.8715, 58.7495, 1.8167
attack-lhs_483_524_0.7_1.1, 1, 1.115938, 1.116721, 50, 91, 8898, 0.4900, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5655, -228.8715, 58.7495, 1.8167
attack-lhs_484_524_0.7_1.1, 1, 1.115920, 1.116724, 51, 91, 8898, 0.5000, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5655, -228.8715, 58.7495, 1.8167
attack-lhs_485_524_0.7_1.1, 1, 1.115921, 1.116725, 52, 91, 8898, 0.5100, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5655, -228.8715, 58.7495, 1.8167
attack-lhs_486_524_0.7_1.1, 1, 1.116085, 1.116888, 53, 91, 8898, 0.5200, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8169
attack-lhs_487_524_0.7_1.1, 1, 1.116071, 1.116909, 54, 91, 8898, 0.5300, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8168
attack-lhs_488_524_0.7_1.1, 1, 1.115081, 1.115883, 55, 91, 8898, 0.5400, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5646, -228.8715, 58.7495, 1.8159
attack-lhs_489_524_0.7_1.1, 1, 1.116163, 1.116965, 56, 91, 8898, 0.5500, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_490_524_0.7_1.1, 1, 1.115082, 1.117135, 57, 91, 8897, 0.5600, 0.9000, 88.9600, 88.0600, 88.0600, -228.9303, 60.6052, -228.8840, 58.7898, 1.8160
attack-lhs_491_524_0.7_1.1, 1, 1.115751, 1.116563, 58, 91, 8898, 0.5700, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5653, -228.8715, 58.7495, 1.8165
attack-lhs_492_524_0.7_1.1, 1, 1.115652, 1.116764, 59, 91, 8898, 0.5800, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5652, -228.8715, 58.7495, 1.8164
attack-lhs_493_524_0.7_1.1, 1, 1.115969, 1.116773, 60, 91, 8898, 0.5900, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5655, -228.8715, 58.7495, 1.8167
attack-lhs_494_524_0.7_1.1, 1, 1.116058, 1.116875, 61, 91, 8898, 0.6000, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8168
attack-lhs_495_524_0.7_1.1, 1, 1.116079, 1.116881, 62, 91, 8898, 0.6100, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5656, -228.8715, 58.7495, 1.8169
attack-lhs_496_524_0.7_1.1, 1, 1.116103, 1.116907, 63, 91, 8898, 0.6200, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_497_524_0.7_1.1, 1, 1.115076, 1.117118, 64, 91, 8897, 0.6300, 0.9000, 88.9600, 88.0600, 88.0600, -228.9303, 60.6052, -228.8840, 58.7898, 1.8160
attack-lhs_498_524_0.7_1.1, 1, 1.116172, 1.116973, 65, 91, 8898, 0.6400, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8170
attack-lhs_499_524_0.7_1.1, 1, 1.116150, 1.116951, 66, 91, 8898, 0.6500, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_500_524_0.7_1.1, 1, 1.115590, 1.116406, 67, 91, 8898, 0.6600, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5651, -228.8715, 58.7495, 1.8164
attack-lhs_501_524_0.7_1.1, 1, 1.116139, 1.116939, 68, 91, 8898, 0.6700, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_502_524_0.7_1.1, 1, 1.116170, 1.116970, 69, 91, 8898, 0.6800, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_503_524_0.7_1.1, 1, 1.116165, 1.116966, 70, 91, 8898, 0.6900, 0.9000, 88.9700, 88.0700, 88.0700, -228.9218, 60.5657, -228.8715, 58.7495, 1.8169
attack-lhs_504_524_0.7_1.1, 1, 1.115623, 1.117952, 71, 91, 8897, 0.7000, 0.9000, 88.9600, 88.0600, 88.0600, -228.9303, 60.6058, -228.8840, 58.7898, 1.8165
attack-lhs_505_524_0.7_1.1, 1, 1.115641, 1.117963, 72, 91, 8897, 0.7100, 0.9000, 88.9600, 88.0600, 88.0600, -228.9303, 60.6058, -228.8840, 58.7898, 1.8165
