353192,8.0423e-06,7.59966e-07,-0.102012,-8.57264e-07,-6.66241e-07,6.28318,-9.45635e-06,0.000133745,-1.21166,-0.000796545,-0.00061345,-4.06749e-05,
356524,8.01087e-06,1.2055e-06,-0.106087,-4.92069e-06,-3.77756e-06,6.28318,-9.35501e-06,0.000133613,-1.2419,-0.00192447,-0.00146763,-0.000129169,
359856,7.98006e-06,1.65022e-06,-0.110263,-1.27424e-05,-9.73502e-06,6.28318,-8.99076e-06,0.000133138,-1.27215,-0.00305239,-0.00232182,-0.000217663,
363188,7.95097e-06,2.0927e-06,-0.11454,-2.43223e-05,-1.85386e-05,6.28318,-8.18451e-06,0.000132081,-1.30239,-0.00418032,-0.003176,-0.000306158,
366520,7.9253e-06,2.5307e-06,-0.118917,-3.96604e-05,-3.01884e-05,6.28318,-6.75721e-06,0.000130207,-1.33263,-0.00530824,-0.00403018,-0.000394653,
369852,7.90534e-06,2.96119e-06,-0.123395,-5.86002e-05,-4.45319e-05,6.28317,-4.53063e-06,0.000127281,-1.3629,-0.00631085,-0.00476235,-0.000512646,
373184,7.89395e-06,3.38041e-06,-0.127974,-8.08545e-05,-6.13404e-05,6.28317,-1.34315e-06,0.000123082,-1.39317,-0.00725079,-0.00555553,-0.00061589,
376516,7.89455e-06,3.78383e-06,-0.132654,-0.00010611,-8.07664e-05,6.28317,2.96844e-06,0.000117407,-1.42349,-0.00812807,-0.00622668,-0.000704386,
379848,7.91107e-06,4.16632e-06,-0.137435,-0.000134289,-0.000102276,6.28317,8.55544e-06,0.000110069,-1.45382,-0.00897402,-0.00680631,-0.000800257,
383180,7.94793e-06,4.52211e-06,-0.142317,-0.000165156,-0.000125591,6.28317,1.55277e-05,0.00010091,-1.48403,-0.00978864,-0.00735544,-0.000903503,
386512,8.0098e-06,4.84501e-06,-0.147299,-0.000198789,-0.000150786,6.28316,2.39484e-05,8.98259e-05,-1.51379,-0.0105719,-0.00787406,-0.000969879,
389844,8.10158e-06,5.1285e-06,-0.152379,-0.000234953,-0.000177633,6.28316,3.38625e-05,7.6739e-05,-1.5428,-0.0113239,-0.00836217,-0.00104363,
393176,8.22835e-06,5.36575e-06,-0.157556,-0.000273597,-0.000206081,6.28316,4.53377e-05,6.15386e-05,-1.57112,-0.0120131,-0.00878927,-0.00114688,
