Time_us,accel_x,accel_y,accel_z,pos_x,pos_y,pos_z
19032561,0.637100744038961,-1.15389931323737,-2.31934501556368,2.394459,31.01073,4.501891
19427937,0.589412344098095,-0.425152562521415,-2.57264907088192,3.378241,30.90594,4.434867
19437165,0.673754082655745,-0.923118763215773,-2.55486684163486,3.40379,30.90611,4.434895
19457569,0.544917835984446,-0.581579679348762,-2.64188882368814,3.458055,30.90085,4.434829
19467772,0.843551173195286,-0.92332066139919,-2.52080575297636,3.485215,30.89843,4.434696
20831076,0.361006836105764,-1.47087223141899,-2.27864761176093,7.518927,31.00041,4.444595
33044559,0.139517495473729,0.0711465121066767,-2.72347564250421,27.72252,19.59511,4.489994
33054126,1.45523148368244,-0.0332721701461102,-2.31748477693893,27.72762,19.56589,4.491587
33074817,1.06438096855957,-0.332623486793972,-2.4918370799212,27.73778,19.50768,4.494417
33094482,0.656800157340354,-0.154442892778905,-2.58798239072126,27.74677,19.45061,4.495137
33128385,0.702872269022754,-0.167652090578222,-2.84194472110188,27.76283,19.35517,4.496817
35427156,0.736253367816059,0.512810646145535,-2.74203725164991,28.48085,12.8161,4.594711
35507008,0.864628117797029,0.309824781353027,-2.70091025322459,28.49292,12.59101,4.597323
36144993,0.624196214644452,0.3343125557398,-2.57824945006237,28.56804,10.8258,4.588365
36175549,1.10097023451462,0.125157305327243,-2.39638644336985,28.57108,10.74315,4.587334
36194858,0.739768695469212,0.382927285487778,-2.56665904374418,28.57254,10.6882,4.584798
36653161,1.36588972353201,0.307298299126277,-2.45113277627183,28.62057,9.428514,4.534346
36725134,0.754170454507075,-0.106329548022148,-2.55814174799142,28.62542,9.234757,4.528249
36735722,1.09079268068504,0.146328094283247,-2.73781860361117,28.626,9.207701,4.527518
36768896,0.769863406089804,-0.17303874698147,-2.55901729993116,28.62732,9.115693,4.525369
36778135,1.28832682508088,0.0500011279779064,-2.51222034213192,28.62718,9.088605,4.524052
37289036,0.813040415468393,-0.222100734237705,-2.68942778260787,28.6295,7.708202,4.537704
37299119,1.4056734614078,-0.156433016946636,-2.39705092375736,28.62957,7.680918,4.539175
37308120,0.977167088439188,-0.0741748765480509,-2.71848577482907,28.62888,7.653787,4.537577
37318405,1.27875219884882,-0.492505197306471,-2.46896791895542,28.62894,7.626519,4.538918
37328133,1.35744583922761,0.174996580999393,-2.72292436223512,28.6289,7.599242,4.540093
37338832,1.2715353719677,-0.220101907209691,-2.48109235745985,28.62887,7.571942,4.541173
37348768,1.09987850800517,-0.256918393513886,-2.5275658356,28.62878,7.544675,4.542118
37358585,1.72009957143347,0.0297310066386154,-2.48801928185728,28.62809,7.517504,4.540474
37378533,1.41614159009477,-0.161449563945869,-2.58749720651679,28.62779,7.462887,4.541937
37577052,1.09446890551016,0.340736431517647,-2.3332935651163,28.62609,6.917442,4.568643
37612033,0.575833878245502,0.159889808556624,-2.66550777927455,28.62537,6.826548,4.572984
37860818,0.480159228486488,0.208030670301607,-2.6102117309436,28.62829,6.13214,4.577855
37890510,0.879492295527147,-0.113530129279293,-2.44482115107847,28.62929,6.051116,4.578095
37923858,0.632163573183587,0.52508906737641,-2.72879919225183,28.63116,5.95879,4.580434
37933393,0.670514647191291,0.148783577352438,-2.65383555281096,28.63104,5.931179,4.578939
37953397,0.329813673891351,0.190240098837036,-2.60878220707426,28.63249,5.87531,4.580746
37973820,0.356501173461247,0.510807753531933,-2.61462207944493,28.63391,5.819589,4.581996
38003520,0.585987077477923,0.390455218371336,-2.7671929283502,28.63532,5.736335,4.581168
38017984,1.17046907538782,0.187720691685693,-2.38746237598284,28.636,5.705791,4.581168
38028921,1.12891932713593,-0.167155185520341,-2.41119464553725,28.6374,5.666959,4.580841
38038964,0.970574903174948,0.184406244965388,-2.47036142764789,28.63869,5.638952,4.581181
38048844,0.869033598989468,-0.0630809362464427,-2.73827676463702,28.63996,5.611034,4.581422
38058971,1.35465681905278,0.0507030580673945,-2.25341679966579,28.64119,5.583076,4.581566
38068825,0.820935000040433,-0.00246770728276466,-2.72397034076266,28.64128,5.555531,4.579811
38078803,1.32246113931449,-0.178531041898835,-2.38658060440757,28.64249,5.527618,4.579789
38088836,0.763976517240405,0.0461201087551636,-2.70295643708357,28.6437,5.499715,4.579709
38098986,1.18063345769083,-0.152289389554417,-2.48833518498628,28.64484,5.471809,4.579481
38226242,0.959945318179399,-0.175984273965147,-2.43909077375735,28.65499,5.126789,4.576499
38267522,1.09194666314728,0.211221816501644,-2.4317758650005,28.66085,5.006496,4.580881
38297100,1.15509974250232,0.337396859023765,-2.44958456643099,28.6638,4.923066,4.58052
38319895,1.22148055154578,0.25965710499165,-2.47853536906403,28.66618,4.867249,4.581676
38714543,1.14604112538478,-0.0280343968682116,-2.47242266912402,28.69168,3.762688,4.5717
38757245,0.568090044305433,-0.119489816849311,-2.70403764275519,28.69274,3.645043,4.573033
38767410,1.30328627379549,-0.210013478778642,-2.61230542623213,28.69309,3.617681,4.574103
38797322,1.40940874619684,0.0062928367581508,-2.2445412914519,28.6933,3.536749,4.573679
38829083,1.1260154040156,0.282282582085263,-2.32279747667666,28.69463,3.452081,4.576125
39234529,0.993696244540608,-0.184132050850306,-2.42718188840389,28.67064,2.408319,4.575997
39422241,0.999695884749628,0.139891486688776,-2.40426350892488,28.62545,1.973539,4.58152
39442244,0.619827475007094,-0.120320814741002,-2.516558165594,28.62022,1.928467,4.583419
39495899,0.84362485264887,-0.177542524184444,-2.62783825314009,28.60245,1.81151,4.584772
39609160,0.91247787217291,0.356962610797158,-2.4031147174034,28.55723,1.57699,4.596184
