time,max_dev
1514423755,0.00491200669233
1514423756,0.00459621320266
1514423757,4.27421214099e-05
1514423758,0.00414518213999
1514423759,0.00722257909946
1514423760,0.0115957365466
1514423761,0.00433088703878
1514423762,0.00416989768036
1514423763,0.00454677691065
1514423764,0.00522040461438
1514423765,0.000372280225772
1514423766,0.00239871571379
1514423767,0.00436030885347
1514423768,0.0040307139668
1514423769,0.00451936660032
1514423770,0.00620074923751
1514423771,0.0637577357966
1514423772,0.0655934371688
1514423773,-0.00123573833948
1514423774,-0.00136279791491
1514423775,-0.0039390045758
1514423776,0.0130609311161
1514423777,0.0948473457999
1514423778,0.0895435617128
1514423779,-0.0110500764366
1514423780,-0.170313642531
1514423781,-0.084018209109
1514423782,-0.0723455601927
1514423783,0.00780005702222
1514423784,0.0540541792455
1514423785,0.0755318623567
1514423786,0.0870837196126
1514423787,0.118803469327
1514423788,0.128344984541
1514423789,0.0798480886346
1514423790,0.0253956402838
1514423791,-0.016835656412
1514423792,0.0164517518658
1514423793,0.0107248130795
1514423794,-0.0591255672346
1514423795,-0.0598663269472
1514423796,0.0282048303255
1514423797,0.0717769704233
1514423798,0.119214123417
1514423799,0.040860689783
1514423800,-7.54168808705e-05
1514423801,-0.00354976920458
1514423802,0.0126780574798
1514423803,0.0326536071944
1514423804,0.0422902758843
1514423805,0.00649077973619
1514423806,0.0355239063429
1514423807,0.0850627635625
1514423808,0.112867258986
1514423809,0.0780471183832
1514423810,0.0661106193937
1514423811,0.0983552090997
1514423812,0.108697739789
1514423813,0.0866214114007
1514423814,0.0335198640137
1514423815,-0.0660655734198
1514423816,-0.0680872521706
1514423817,0.0060798007736
1514423818,0.025815921542
1514423819,-0.0154602319559
1514423820,-0.0242786262884
1514423821,0.126759878128
1514423822,0.443949122079
1514423823,0.768610571102
1514423824,1.15936400338
1514423825,1.66048303234
1514423826,2.50317646239
1514423827,3.76489966703
1514423828,5.48873844339
1514423829,7.38261649252
1514423830,9.44621775327
1514423831,11.0893597009
1514423832,10.4623237252
1514423833,5.30742883824
1514423834,1.45766771241
1514423835,-1.17686859522
1514423836,0.0480276279364
1514423837,0.189386921213
1514423838,0.340936604063
1514423839,0.355177765402
1514423840,0.113666811145
1514423841,-0.0225811905482
1514423842,-0.0384894987285
1514423843,0.0143995736923
1514423844,0.00969578712102
1514423845,0.00287734629592
1514423846,-0.00204451122428
1514423847,-0.0173217959203
1514423848,-0.0614681266512
1514423849,-0.0452353631323
1514423850,-0.0241872288274
1514423851,-0.0227997955611
1514423852,-0.0270958307752
1514423853,-0.0128249958379
1514423854,0.00183769523402
1514423855,0.0182992584289
1514423856,0.0295377265246
1514423857,0.0236361924248
1514423858,0.0210482580499
1514423859,0.0315387645932
1514423860,0.031819769416
1514423861,0.0220306100784
1514423862,0.0142332446703
1514423863,-0.0196308201634
1514423864,-0.0640223597463
1514423865,-0.00362890181971
1514423866,0.0251210132848
1514423867,0.0503436052988
1514423868,0.0544717463696
1514423869,0.0591947122275
1514423870,0.0472366129971
1514423871,0.0251079730856
1514423872,0.0330225707367
1514423873,0.029876373267
1514423874,0.0299746530943
1514423875,0.0153901585617
1514423876,0.0267326662585
1514423877,0.0236224282607
1514423878,0.00743084250559
1514423879,0.0026605156239
1514423880,0.00789579015295
1514423881,0.00243123902434
1514423882,0.0069789230227
1514423883,0.00270306662568
1514423884,-0.0120466285229
1514423885,-0.0154918152624
1514423886,-0.000647159723978
1514423887,-0.0302033118199
1514423888,-0.046292820468
1514423889,-0.0196787294767
1514423890,-0.00865454810511
1514423891,0.0115825557588
1514423892,-0.00376728038884
1514423893,-0.0210466214744
1514423894,-0.0570211225547
1514423895,-0.0551535031586
1514423896,-0.017811029246
1514423897,0.012988733597
1514423898,0.0178222952924
1514423899,0.0186756859155
1514423900,0.00567366777493
1514423901,-0.00105944470134
1514423902,-0.00572901242967
1514423903,-0.010833360708
1514423904,0.0975631472503
1514423905,0.220147596974
1514423906,0.21753141472
1514423907,0.0481409990957
1514423908,-0.0490672967941
1514423909,-0.0354440366789
