time,max_dev
1514423781,0.2088841021
1514423782,0.345376394329
1514423783,0.583816432518
1514423784,0.786323497521
1514423785,0.863623079128
1514423786,0.743484935193
1514423787,0.384502446726
1514423788,-0.0266258717434
1514423789,-0.183835159494
1514423790,-0.145313124331
1514423791,-0.0803748329103
1514423792,-0.0256979312818
1514423793,-0.00425220619677
1514423794,-0.0371390287743
1514423795,-0.0422913113187
1514423796,0.0174235193803
1514423797,0.0448687494666
1514423798,0.0633761760298
1514423799,0.0276208443438
1514423800,0.00153045588763
1514423801,-0.00463963847741
1514423802,-0.00127739938414
1514423803,0.00782102477653
1514423804,0.0117003751818
1514423805,-0.000547767129953
1514423806,0.00892409270291
1514423807,0.0419741417908
1514423808,0.0582799438149
1514423809,0.044982052894
1514423810,0.0365824088327
1514423811,0.0535029622163
1514423812,0.0572408222519
1514423813,0.0475120488855
1514423814,0.00204711330146
1514423815,-0.0587222300877
1514423816,-0.0717239078792
1514423817,-0.0402068460683
1514423818,-0.0250026584106
1514423819,-0.0365711241922
1514423820,-0.0362081350343
1514423821,-0.00773424691325
1514423822,0.0060947842813
1514423823,-0.0114272462187
1514423824,-0.0137144129634
1514423825,-0.0272166725709
1514423826,-0.0592551986015
1514423827,-0.0428023822993
1514423828,-0.050264964515
1514423829,-0.0477660634258
1514423830,-0.0479273048374
1514423831,-0.0517212246406
1514423832,-0.0486497871803
1514423833,-0.02930222362
1514423834,0.0110750725451
1514423835,0.0189250658152
1514423836,0.0179759644707
1514423837,0.0187948985073
1514423838,0.0163207225873
1514423839,-0.00246164983222
1514423840,-0.00108557965895
1514423841,-0.000750792230674
1514423842,0.00998730096103
1514423843,0.0527494525385
1514423844,0.00385155268124
1514423845,0.000842361628553
1514423846,-0.00121194795594
1514423847,-0.0108122331965
1514423848,-0.0556729712556
1514423849,-0.0339703447469
1514423850,-0.0185810055137
1514423851,-0.0203624523786
1514423852,-0.0248158735816
1514423853,-0.0120904061589
1514423854,0.00207667383306
1514423855,0.0186519372921
1514423856,0.0297129026661
1514423857,0.0244263984509
1514423858,0.0216027826066
1514423859,0.0324455238442
1514423860,0.0336373308578
1514423861,0.0239489037631
1514423862,0.0158894759555
1514423863,-0.0177901242855
1514423864,-0.0623692944013
1514423865,-0.00371246105686
1514423866,0.0250529740156
1514423867,0.0499056391937
1514423868,0.0546017264522
1514423869,0.0585011797128
1514423870,0.0462311787426
1514423871,0.0240689132435
1514423872,0.0317045281179
1514423873,0.0287163910821
1514423874,0.0291630098823
1514423875,0.0157200261841
1514423876,0.0269540993899
1514423877,0.0245309018238
1514423878,0.00911418148774
1514423879,0.0046639417145
1514423880,0.00951490646812
1514423881,0.00426573986147
1514423882,0.00868946947587
1514423883,0.00442192351811
1514423884,-0.0104853904161
1514423885,-0.0143533226632
1514423886,0.000319506199294
1514423887,-0.0291055053439
1514423888,-0.0453775208289
1514423889,-0.0197489841304
1514423890,-0.00876135441761
1514423891,0.0117071858119
1514423892,-0.00342080896513
1514423893,-0.0202500164082
1514423894,-0.0564912190758
1514423895,-0.0539724442016
1514423896,-0.0161103736098
1514423897,0.0144796298401
1514423898,0.0193749438873
1514423899,0.0201513671287
1514423900,0.00740972718595
1514423901,-0.000634276338741
1514423902,-0.00439643385658
1514423903,-0.0105555956817
1514423904,0.0948690198855
1514423905,0.218639773867
1514423906,0.212832501226
1514423907,0.0458151305874
1514423908,-0.000621829146657
1514423909,-0.00719546571463
