time,max_dev
1514423831,0.0101027118334
1514423832,-0.0462093854161
1514423833,-0.0448243044121
1514423834,0.0131106851012
1514423835,0.0231821455888
1514423836,0.0219146255523
1514423837,0.0167132230993
1514423838,0.0157628879967
1514423839,-0.000330237531157
1514423840,-0.00125060796224
1514423841,-0.000885432665944
1514423842,0.0158486930875
1514423843,0.0761547788744
1514423844,0.00192396825061
1514423845,-0.00334630159617
1514423846,-0.00205121292786
1514423847,-0.0108750491271
1514423848,-0.052507936116
1514423849,-0.0689187031217
1514423850,0.0127169584334
1514423851,0.00715970954402
1514423852,-0.00966323279576
1514423853,0.00255334380643
1514423854,0.0178992902531
1514423855,0.0521535458749
1514423856,0.0802036494609
1514423857,0.0863818953267
1514423858,0.0881466625809
1514423859,0.10302836639
1514423860,0.0927446074653
1514423861,0.0788554542766
1514423862,0.0949450742996
1514423863,0.0543692030813
1514423864,-0.0327203055904
1514423865,0.051166662145
1514423866,0.0733483843892
1514423867,0.0937221048876
1514423868,0.0691520491854
1514423869,0.0568230045421
1514423870,0.0574255097426
1514423871,0.055762289015
1514423872,0.0600752332495
1514423873,0.0661596236905
1514423874,0.0528520295562
1514423875,0.0398397820843
1514423876,0.0433416725989
1514423877,0.052738792167
1514423878,0.0268684469407
1514423879,0.0398289835939
1514423880,0.0534748172643
1514423881,0.0760183641625
1514423882,0.107093921674
1514423883,0.0570909257212
1514423884,0.0377555309037
1514423885,0.0365575642352
1514423886,0.0736629914167
1514423887,0.00412335022916
1514423888,-0.0382220342187
1514423889,-0.0115096392787
1514423890,-0.00386230375507
1514423891,0.0302097264007
1514423892,0.00952845948849
1514423893,-0.00518389091459
1514423894,-0.0481750798237
1514423895,-0.0517123437014
1514423896,-0.0171260196382
1514423897,0.0140533322887
1514423898,0.0202830534602
1514423899,0.0219946843059
1514423900,0.00836944264632
1514423901,-0.000590023188404
1514423902,-0.0043394423557
1514423903,-0.0101561371087
1514423904,0.0943516205643
1514423905,0.218488182576
1514423906,0.214152751168
1514423907,0.0446148556628
1514423908,0.0389674737723
1514423909,0.0325158934312
