time,sins_x,sins_y,x,y,z,ve,vn,vu,sins_pitch,sins_roll,sins_yaw,pitch,roll,yaw,gnss_mode,frame_type,measure_type,is_have_var,var_0,var_1,var_2,var_3,var_4,var_5,var_6,var_7,var_8,var_9,fb_0,fb_1,fb_2,wibb_0,wibb_1,wibb_2,type
1514423758.935488,-2.129498018324305,0.6529064748104005,-122.0112489314551,37.40878542340054,-29.31102427786844,0.0,0.0,0.0,0.0,0.0,-2.512599728329872,0.0,0.0,-143.9613600390189,0.0,2.0,4.0,1.0,0.0003738597423009675,0.0003922671633416661,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423759.135598,-2.129498020557214,0.6529064753805575,-122.0112490593914,37.40878545606813,-29.31064723755589,0.0,0.0,0.0,0.0,0.0,-2.512539984579989,0.0,0.0,-143.9579369742983,0.0,2.0,4.0,1.0,0.0007927697191866882,0.0002945274668205419,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423759.335701,-2.129498019528766,0.6529064754169027,-122.0112490004657,37.40878545815056,-29.3090296990965,0.0,0.0,0.0,0.0,0.0,-2.512896431903767,0.0,0.0,-143.9783599015695,0.0,2.0,4.0,1.0,0.001699338230691515,0.0004579204244566593,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423759.535803,-2.129498017779689,0.6529064750224272,-122.0112489002509,37.40878543554878,-29.3083117317889,0.0,0.0,0.0,0.0,0.0,-2.512583917706093,0.0,0.0,-143.9604541570049,0.0,2.0,4.0,1.0,0.001959111326185082,0.000606917479791946,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423759.735905,-2.129498018331712,0.6529064749127399,-122.0112489318795,37.40878542926416,-29.3080955242852,0.0,0.0,0.0,0.0,0.0,-2.513046330278378,0.0,0.0,-143.9869484457906,0.0,2.0,4.0,1.0,0.0008061350938171277,0.0003456896837727272,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423759.936007,-2.129498018987436,0.6529064743991687,-122.0112489694498,37.4087853998387,-29.30771974553667,0.0,0.0,0.0,0.0,0.0,-2.512803245236222,0.0,0.0,-143.9730206988123,0.0,2.0,4.0,1.0,0.0006435017860560599,0.0003059225247328615,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423760.136117,-2.129498018573347,0.6529064740913345,-122.0112489457242,37.4087853822011,-29.30718862282507,0.0,0.0,0.0,0.0,0.0,-2.51273646774353,0.0,0.0,-143.9691946303146,0.0,2.0,4.0,1.0,0.0009835298086500457,0.0002852265039317357,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423760.336219,-2.129498017457623,0.6529064737316813,-122.0112488817979,37.40878536159449,-29.305490284564,0.0,0.0,0.0,0.0,0.0,-2.51300980870708,0.0,0.0,-143.9848559138941,0.0,2.0,4.0,1.0,0.0004036567687890945,0.0001966847845373016,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423760.53632,-2.129498016871138,0.6529064735555548,-122.0112488481948,37.40878535150318,-29.30521769785695,0.0,0.0,0.0,0.0,0.0,-2.513288963444109,0.0,0.0,-144.0008503021569,0.0,2.0,4.0,1.0,0.0001056287012112432,7.676464331701927e-05,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423760.736423,-2.129498016244326,0.6529064732473705,-122.0112488122811,37.40878533384552,-29.30489735530447,0.0,0.0,0.0,0.0,0.0,-2.512982890685519,0.0,0.0,-143.9833136248657,0.0,2.0,4.0,1.0,1.666266560556764e-05,6.84728360442225e-05,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423760.936526,-2.129498014906081,0.6529064727344263,-122.0112487356053,37.40878530445598,-29.30424145746424,0.0,0.0,0.0,0.0,0.0,-2.512855077511654,0.0,0.0,-143.9759904694371,0.0,2.0,4.0,1.0,6.085214106196369e-06,5.134663573958216e-05,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423761.136765,-2.129498011711211,0.6529064721028288,-122.0112485525527,37.40878526826811,-29.30262952823313,0.0,0.0,0.0,0.0,0.0,-2.513013936615416,0.0,0.0,-143.9850924256199,0.0,2.0,4.0,1.0,1.509141821401312e-06,2.318680181199635e-05,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423761.336867,-2.129498007787716,0.6529064714767866,-122.011248327753,37.40878523239854,-29.30209346237009,0.0,0.0,0.0,0.0,0.0,-2.512944482899549,0.0,0.0,-143.9811130208292,0.0,2.0,4.0,1.0,3.676755280956043e-06,2.298908727730674e-05,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423761.536968,-2.129498004038233,0.6529064708011525,-122.0112481129235,37.40878519368756,-29.30203476522905,0.0,0.0,0.0,0.0,0.0,-2.512921497488001,0.0,0.0,-143.9797960537572,0.0,2.0,4.0,1.0,8.761674186032321e-05,5.49725733587722e-05,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423761.737072,-2.129498001692388,0.6529064702935177,-122.0112479785165,37.40878516460222,-29.26201578657896,0.0,0.0,0.0,0.0,0.0,-2.51293414683232,0.0,0.0,-143.9805208078002,0.0,2.0,4.0,1.0,0.0006829438255210026,0.0001107084823096247,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423761.937174,-2.12949800549835,0.6529064708674581,-122.011248196582,37.40878519748659,-29.30198545466216,0.0,0.0,0.0,0.0,0.0,-2.512424852097203,0.0,0.0,-143.9513403689498,0.0,2.0,4.0,1.0,0.003307965452107107,0.0005910369266231907,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
1514423762.137283,-2.129498005268588,0.6529064705994583,-122.0112481834176,37.40878518213133,-29.30202864014977,0.0,0.0,0.0,0.0,0.0,-2.513289434365121,0.0,0.0,-144.0008772839434,0.0,2.0,4.0,1.0,0.00195677217956876,0.0002813848203778162,0.0009,0.0,0.0,0.0,0.0,0.0,6.853891945200711e-06,0.0,,,,,,,lidar
