Time_us,accel_x,accel_y,accel_z
3002132,-0.031137900259303,-0.00538150016396685,-0.0517426801251632
4002565,0.015535688760562,-0.0564929944050626,-0.0952847993805023
5004664,-0.0211402787094824,-0.0514644895086571,0.013254002963659
6005097,-0.0602495889141502,0.0125480767325596,-0.0361907983763885
7007196,-0.0783623582958445,-0.0523601943310177,0.00600538272362893
8007629,-0.0567003385892764,-0.0849717016761059,-0.03389818475375
9009728,0.0265125813918596,-0.0388028788566182,-0.0042542728001505
10010161,-0.0574344877389057,-0.0693325566757689,0.0567910753095098
11012260,-0.0343029414174885,-0.0402601981735106,0.00820855660163523
12012693,-0.0871580468566457,-0.0197350024129646,0.00350488497824918
13014792,-0.0398188875079099,-0.0757058460313108,0.0500202643056151
14015225,0.00955634882813033,0.0158792237247438,-0.0196980673886705
15017324,-0.0316825607897538,-0.0668518505145136,0.0451592747454428
16017757,0.0175918369779866,-0.0924271612992037,0.0636587888905018
16205182,0.0304193963203312,-0.96477864633333,0.0386794994173437
16217677,0.089176975030266,-2.38952862900252,0.00793545708156729
16225174,0.0822016796476314,-2.90924911041201,0.034363234254497
16232671,0.0852762536670218,-3.27761079986436,0.0327048697010507
16237669,0.052326537986226,-3.46507415058315,0.0352989323136168
16242667,0.0482997704806784,-3.59017312800003,0.00795466591345566
16247665,0.0800652157470777,-3.62552472421224,-0.0372443775306256
16252663,0.064301863684436,-3.71253283798863,-0.0285676102163726
16257661,0.0701288570759308,-3.76143168549583,-0.0554595688547376
16262659,0.0785609827072239,-3.77252220140188,-0.0681494450273604
16267657,0.0921863508222564,-3.78409218321865,-0.0371001421847693
16272655,0.0723396765978753,-3.80920774520556,-0.0328697041609733
16277653,0.0829271489993519,-3.80614074816253,-0.0273991422410289
16282651,0.056119573780892,-3.81006691283254,-0.020228319173823
16287649,0.0772715951919821,-3.80824490189013,-0.027889573885114
16292647,0.0842213473173858,-3.78476084803095,-0.0347409438422485
16297645,0.0876444346969716,-3.79348425157922,-0.0240750790403382
16302643,0.0792039042943654,-3.77973577927111,-0.00679286816056269
16307641,0.110592432862184,-3.77223938013665,-0.00819467895030772
16312639,0.0857708080269167,-3.79045162511701,0.0052528197703657
16317637,0.0821429965584325,-3.8191430811564,-0.00169711194309153
16322635,0.0915330029231796,-3.81153577621143,-0.0208226666166033
16327633,0.0791465928657776,-3.82217051178204,-0.0287415519090632
16332631,0.0776194176314405,-3.83509190742226,-0.00519086341037964
16337629,0.0816207828692568,-3.78977273664655,-0.0187151410693549
16342627,0.0852586563544132,-3.78637593328919,0.0018131869076587
16347625,0.0501512578863399,-3.78404533602131,0.00950876269606993
16352623,0.0389639411687761,-3.76598628319557,-0.00662687869556701
16357621,0.0120228051855893,-3.80743703630017,-0.021640799731916
16362619,-0.0168331967081755,-3.81822489771111,0.0400934048740451
16367617,-0.0074173422381425,-3.81540085483081,0.0478880922803721
16372615,0.0275572845549747,-3.83200761825264,0.0541357983234282
16377613,0.0760407061953021,-3.85261093194,0.0787909880082673
16382611,0.0844378264563247,-3.82219134873616,0.0967143495511725
16387609,0.11730294543633,-3.8494642588687,0.0436452042369675
16392607,0.0975160871117551,-3.87469125804228,0.0221471617703668
16397605,0.0897367154358139,-3.88002994923519,0.0271064047596396
16402603,0.04871670098684,-3.8867590912958,0.0214675115650511
16407601,0.03797951535702,-3.85855570542305,0.0124583251634979
16412599,0.0373904220732554,-3.85276497720036,0.0112495290522117
16417597,0.0574355958252584,-3.82830008854979,0.00221144466008635
16422595,0.0602078771497938,-3.81405219516309,-0.00856061500581742
16427593,0.0933385854339686,-3.81381056196232,0.0163362283230914
16432591,0.0885059797676741,-3.84877275168838,0.0111163262673476
16437589,0.0914333685490159,-3.83352513016734,0.0199701721493287
16442587,0.0906076329670828,-3.84002245886249,-0.00614509146445526
16447585,0.118443532478271,-3.82083644725707,-0.0185523044156547
16452583,0.0955208723274428,-3.79814951400012,-0.0451469744928836
16457581,0.118166962871847,-3.78956505141777,-0.0406536458171493
16462579,0.130544541713417,-3.80005169156877,-0.0467053362867933
16467577,0.128656407663419,-3.82137074413103,-0.0218292004067547
