Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
999600,-0.01291917,0.01292354,-1.081245,-0.003535912,-0.00432528,0.003171067,0.00189318,-0.003038501,-1.867442,0.009564251,0.005303235,-3.623636e-05
1100393,-0.01099563,0.01089743,-1.273896,-0.002704467,-0.003752748,0.003145851,0.002165654,-3.661002e-05,-1.925065,0.007699172,0.006145574,0.0002006064
1200353,-0.009139759,0.009182628,-1.473699,-0.002394928,-0.0032856,0.00313351,0.00486925,-0.00131246,-1.965676,0.001952049,0.004218009,0.0003058611
1300313,-0.00699291,0.007082043,-1.677752,-0.002208951,-0.00282886,0.003136123,0.006790617,-0.004426043,-1.987493,0.003474584,0.00536769,0.0004250963
1400273,-0.004964615,0.005059544,-1.884024,-0.001768935,-0.002350261,0.003144607,0.006050501,-0.004463385,-1.989365,0.005106668,0.004604687,0.0005013612
1500233,-0.002941092,0.002866441,-2.090373,-0.001307673,-0.002105385,0.003155199,0.007123968,-0.008717494,-1.976077,0.0055409,0.002513615,0.0005331223
1600193,-0.000812452,0.0007975523,-2.295526,-0.0007089319,-0.001864414,0.003147127,0.006983712,-0.008030366,-1.947526,0.006145178,0.002772725,0.0002210126
1700153,0.001377488,-0.00113386,-2.497999,-0.000330966,-0.001680851,0.003144068,0.003009434,-0.005936665,-1.912104,0.003530351,0.001372222,0.0002344752
1800113,0.003156581,-0.003043629,-2.696397,-0.0002437524,-0.001846959,0.003134328,0.002894467,-0.006180741,-1.861007,-2.121349e-05,-0.002553367,0.0003371768
1900073,0.004895134,-0.005301505,-2.889609,-0.000243435,-0.002046885,6.281999,-0.001017953,-0.006293806,-1.800492,0.000983834,-0.001468344,0.0003911668
2000033,0.006690167,-0.007486996,-3.076354,-0.0001174328,-0.002279654,6.282059,-0.0005233571,-0.002550502,-1.728684,0.001295447,-0.00185508,0.0001107105
2099993,0.009048264,-0.009557205,-3.255752,-0.0001584664,-0.002207968,6.282068,-0.00048478,0.001489317,-1.652526,-0.001187901,0.002559523,-0.000249069
2199953,0.01133019,-0.01127794,-3.426107,-0.0003725815,-0.001939201,6.282036,0.00027906,0.003092411,-1.547878,-0.001618205,0.001782253,4.675833e-05
2299913,0.01386704,-0.01309153,-3.585708,-0.0004286618,-0.002659207,6.28202,0.0006169914,0.001575721,-1.43664,0.0009062918,-0.01510783,0.0003886331
2399873,0.0163674,-0.01489415,-3.73398,-9.084243e-05,-0.006180897,6.282033,0.0002939581,-0.0009125541,-1.323374,0.005448441,-0.04856953,0.0005821102
2499833,0.01952267,-0.01672902,-3.870635,0.0005948821,-0.01328973,6.282026,0.006796713,0.001546641,-1.20366,0.007462142,-0.08286265,0.000853232
2599793,0.02327403,-0.01817366,-3.994894,0.001101438,-0.02353164,6.282027,0.01903291,0.001742727,-1.084172,0.004244777,-0.1131609,0.0008913178
2699753,0.02884139,-0.01945532,-4.106879,0.001291669,-0.03627341,6.282015,0.04136375,0.003858682,-0.9631585,0.001460609,-0.1333834,0.0009315175
2799713,0.03704118,-0.02068141,-4.206842,0.001305307,-0.04976993,6.282007,0.07475694,0.006274312,-0.8567995,0.0001585199,-0.1327958,0.0007308212
2899673,0.04932379,-0.02228655,-4.295961,0.001219906,-0.06202144,6.281962,0.1203959,0.004539717,-0.7532774,0.0007865106,-0.1150874,0.001058801
2999633,0.06601174,-0.02367281,-4.374722,0.001408163,-0.07211056,6.281932,0.1719704,0.008922978,-0.6646236,0.002318341,-0.09347428,0.00147193
3099593,0.08775337,-0.02509766,-4.444531,0.001398498,-0.08044863,6.281845,0.2289539,0.009647303,-0.5831351,0.001101412,-0.07869058,0.001628778
3200386,0.1143549,-0.02623961,-4.505866,0.001484437,-0.08774033,6.281787,0.2870702,0.01262805,-0.5138025,0.001840784,-0.07100966,0.002178888
3300346,0.1461162,-0.02743158,-4.560184,0.001544187,-0.09469695,6.281674,0.3494375,0.01132314,-0.4520139,0.002399966,-0.06981352,0.002451843
3400306,0.1839035,-0.02848801,-4.607948,0.001840361,-0.1016062,6.281638,0.4149523,0.01311063,-0.3983178,0.004679647,-0.06904585,0.003207016
