Time_us,accel_x,accel_y,accel_z
812920,-0.0869102965535016,0.104184032032957,-0.302359526632441
823638,0.271266403165586,0.277745774506797,1.8947321926159
833470,0.317871274658088,0.353819906187051,1.84650616165779
842866,0.253972048543031,0.364218565426149,1.5585535410762
852925,0.0760388770000289,0.314241128009899,1.60192372040155
862872,-0.0441391008177971,0.274904806817731,1.71564370815591
873009,-0.048013301942195,0.162653680636986,1.70326852322363
883541,-0.00905628552608025,0.101942829042676,1.55655635489465
892811,0.0420352588866953,0.0735648508969033,1.34600402398865
902872,0.0491745769288976,0.0519920254596601,1.34789242145746
912950,0.0305234424368355,0.0564699232898134,1.38197502588712
923518,-0.100551141292479,0.0474976115007754,0.793569263285828
932995,-0.167973341078832,0.0397184798403158,0.748220065485608
943007,-0.159062701111386,0.0812929765816611,0.786297291937014
952865,-0.0499910358381093,0.131778418909254,0.637973526712671
962947,0.0466073583676741,0.178111238009216,0.431371191960093
973024,0.0498869391446308,0.298394405688344,0.333975401079135
983604,-0.0409702831533206,0.368693006444543,0.458331012970081
992808,-0.0829948375011165,0.409131777843768,0.72991816046164
1003079,-0.00189130905871431,0.496954250668827,0.887410601576344
1013692,0.0120204973595367,0.45480472892078,0.913095354925826
1024252,0.159172452116308,0.434211167672124,1.01679094653018
1033819,0.20885153342333,0.458073788083308,1.10653739480142
1044478,0.169563441401164,0.360683678933333,1.32592324952498
1053730,0.131664661865497,0.263762427146108,1.51424256235007
1063721,0.154744440178352,0.231654384185062,1.53887010916461
1073726,0.172750956415491,0.167657381517603,1.41544499326279
1083973,0.162957215829697,0.194960822896122,1.19806887392308
1093948,0.0635621551851048,0.235421465841544,1.04548163278306
1103641,-0.0373146592209074,0.222877172607284,0.978004709069849
1113831,0.0731331111563265,0.35417402403095,1.05099085984529
1123666,0.0245768267246313,0.396772156415555,1.05321043443346
1133929,-0.0160077979859404,0.39976634181345,1.14272626737908
1143879,-0.00627957657768671,0.448159044041879,1.19151084237521
1153834,0.0151507033240573,0.468548914205923,1.21948286687226
1163672,0.0074004599367917,0.440318776435173,1.1955432080778
1173719,-0.0896929300731754,0.434449236782819,1.19384232883745
1183891,-0.128932973770201,0.376287936698257,1.16200811152445
1194252,-0.150163215845945,0.309179393565449,1.07155946098379
1203859,-0.118091029134483,0.285461555997844,0.940523662749428
1214934,-0.20076239786737,0.244782174447928,1.20051017018493
1225051,-0.201231528027533,0.15971995220896,0.898039021523641
1235648,-0.100876494004522,0.0979075752870326,0.554444885704831
1245017,-0.0133180503508026,0.109444939477275,0.429920512330581
1255991,0.0174322506934441,0.214690927468744,0.555817729634695
1264913,0.060634888628085,0.300429228435593,0.977636454512108
1274951,0.182515995661709,0.376444703020674,1.23157080009883
1284930,0.201752988751273,0.413194241464077,1.35805992835528
1295617,0.157372954543689,0.404943710797614,1.38013224961366
1305663,0.0378809235813523,0.374646319010444,1.36253507068275
1315578,0.0663231120382851,0.330226628071531,0.91769985633948
1324916,0.110139303665456,0.436801768734174,1.15706937886707
1334886,0.0449124765032744,0.523729178907367,1.47624059870893
1345791,-0.0349062790081594,0.557830875318779,1.64073667154153
1357557,-0.0407026321101473,0.451700750082846,1.54158104648121
1367667,-0.297112867781535,0.391425309638223,0.461349711740645
1377780,-0.256773919640593,0.326538142022728,0.436287841417262
1387634,-0.0422836589783912,0.304639329272771,0.524001854640042
1398923,-0.0669021551752784,0.366607057688651,0.875747822994736
1408929,0.089358949666303,0.354818406537252,0.837362243574028
1418941,0.0197288394639425,0.353244217448113,0.952077495950324
1429541,-0.148194317291449,0.252809653285634,1.11527077634118
1439648,-0.146996226651694,0.0846386624007421,1.11279257631065
1449112,-0.0200369235595053,0.00950863106174368,0.786973552906204
1458899,-0.0055614218038705,0.103450611506564,0.541252363220436
1471891,0.0277104864298784,0.289738813767677,1.43346779738913
1481950,0.0505421219831976,0.275113621450189,1.29846065548238
1492587,-0.112211507947736,0.246618880302424,1.34613791409814
1502641,0.0470165544704807,0.189994021257556,1.17506316010715
1511889,0.0900362872878543,0.195362900374783,1.13998896559459
1521920,0.0659011907051611,0.232409484488223,0.940320136881327
1531937,-0.0589997617386778,0.247779820431527,0.755220088440614
1542581,-0.0748063046639946,0.343606962014343,0.638380356443853
1552694,-0.0174444342760654,0.408935340802922,0.69447808842227
1561949,0.0170333058643464,0.414792077532219,0.965167107233256
1575862,-0.00730531656698223,0.204081842389671,0.643376270007119
1584979,-0.0698685510646137,0.31892451956215,0.529181936834405
1594962,0.0705013506530355,0.362992325386485,0.609760337004104
1606692,0.0343283756922964,0.373912422711421,0.604501842924335
1616719,0.104463404245315,0.36824528562125,0.941168465001175
1626579,0.230399721538454,0.319902851913306,1.2361502260332
1636702,0.26920484430041,0.36517531103953,1.31303603418685
1646584,0.0969971603433611,0.416359025426259,1.26572016665197
1656657,-0.0325438595856776,0.389085536843598,1.27307469852013
1666581,0.0372978074288465,0.393433224067091,1.12509759129695
1681561,0.0792902794789514,0.377822785997997,1.12739852203081
1690566,0.0899478886957585,0.560850834470286,1.83161369336348
