Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
0,-0.2010367,0.01842096,-1.418348,-0.02025471,-0.01617672,0.4762714,-0.2306815,0.304774,-2.011485,-0.09635833,-0.07573336,0.2752985
1025562,-0.3142956,0.398715,-2.486202,-0.09430578,0.0006703357,0.3842844,-0.1651825,0.2306744,-1.463794,-0.1052635,0.04825611,-0.008667871
2067678,-0.02800167,0.5839109,-3.091999,-0.1549466,-0.0002854397,0.3914751,0.6223559,0.09502807,-1.012107,0.2015605,0.03272512,-0.03121659
3105824,0.9727436,0.3813957,-3.574815,-0.1169779,-0.04830685,0.2401597,1.144067,-0.2400414,-0.5680894,0.204622,-0.3144243,-0.5551814
4145505,2.34407,-0.1246596,-3.787409,-0.003389048,-0.1654957,6.021707,1.599623,-0.2297103,-0.2940307,0.06004087,-0.04219647,0.1932388
5187471,4.646136,-0.278599,-3.800379,-0.07958461,-0.1633492,0.05349991,2.684899,0.1813259,-0.3373499,-0.10044,0.1661994,0.1063968
6227032,7.906157,-0.1024447,-3.831469,-0.1355231,-0.0871744,0.08310408,3.071841,0.2004287,-0.2857325,-0.1012555,-0.04029503,0.01440972
7263828,11.44671,0.0980558,-4.062353,-0.1049505,-0.02221877,0.01459935,3.091283,-0.02080323,-0.04260219,0.04737485,-0.145727,-0.07025915
8306013,14.67876,0.2438732,-4.219641,-0.1153728,-0.05117832,0.006446891,2.989057,0.03680424,0.04956031,-0.0671936,0.07029337,0.105855
9342238,17.78141,0.4444956,-4.157187,-0.1364078,0.02712279,6.259934,2.775408,-0.1640435,0.02682403,-0.1864834,-0.07994413,-0.07376205
10383791,20.51231,0.4069312,-4.203238,-0.1128536,-0.03491476,6.167419,2.552615,-0.2842537,0.0694567,0.0669476,-0.1604756,-0.01059167
11423286,23.17573,0.3212413,-4.168819,-0.1227826,-0.05070657,6.215141,2.814031,-0.1680199,0.0383183,-0.04357664,-0.05327149,0.05008306
12464292,25.95899,0.2057135,-4.228337,-0.1076489,-0.04581881,6.211901,2.82417,-0.1569,0.07850296,-0.08801358,-0.03597058,0.0208016
13504437,28.81282,0.0107208,-4.187399,-0.08013389,-0.01014875,6.205142,2.832796,-0.2247634,0.07350853,-0.1400493,0.0494392,0.01715881
14544395,31.39501,-0.2492718,-4.259223,-0.05066955,0.08025346,6.180893,2.032887,-0.2344231,0.1263668,0.161005,0.02589975,-0.02099937
15587649,32.93116,-0.3552148,-4.247433,-0.03702191,0.1140997,6.194603,1.025726,-0.07059941,0.124608,0.1775534,0.1919494,0.06781869
16624792,33.33723,-0.129953,-4.114159,-0.04303012,0.1627347,6.224372,-0.0734478,0.2573671,0.03088272,0.1247986,0.1553738,-0.02748287
17664509,32.57322,0.3709387,-4.130547,-0.04997622,0.1537286,6.262874,-1.104665,0.4484631,-0.04079862,-0.1159462,0.1811917,0.2675346
18705237,30.94841,0.9715626,-4.048707,0.07889749,0.08717802,0.7850809,-1.596594,0.4350905,-0.06500101,0.1065681,0.3110363,0.990759
19743817,28.90905,1.883226,-4.13503,0.1419167,0.01469565,1.836398,-1.84805,1.013226,-0.03225498,0.01946774,0.08042446,1.054592
20786146,26.5778,3.212011,-4.35913,0.1368349,-0.07995579,2.586799,-1.942649,1.203437,0.2174064,-0.03821138,-0.1700706,0.1629859
21827339,23.91871,4.502097,-4.211363,0.1157543,-0.1237925,2.638105,-2.494392,1.252338,0.03784132,-0.1315878,0.02875768,0.07712635
22867136,20.87478,5.637802,-4.037238,0.08283704,-0.101271,2.710873,-2.709956,1.323113,-0.1097895,0.06541203,0.04981879,-0.05900379
23905309,17.79872,6.918339,-3.957191,0.1008397,-0.0236531,2.668625,-2.72232,1.390354,-0.1967461,-0.1113723,0.2242853,0.01063542
24946036,14.9203,8.27053,-3.996998,0.1117202,-0.06278961,2.602903,-2.426465,1.522682,-0.09526564,0.02972938,-0.04916279,-0.135942
25986306,12.33334,9.735909,-4.128726,0.1295007,-0.05888341,2.587634,-2.307184,1.308957,-0.008483404,0.002919198,-0.01598483,0.1056709
27023747,9.798659,11.00524,-4.207538,0.113594,-0.0792394,2.658211,-2.340655,1.214559,0.05239263,-0.1065357,-0.01279096,0.02731438
28065054,7.144982,12.26723,-4.146862,0.1157253,-0.06793696,2.672417,-2.417765,1.208894,0.002160124,0.0896487,-0.01759489,-0.003825276
29103922,4.631393,13.36094,-4.206771,0.09205119,0.1006455,2.695807,-1.776175,0.895453,0.03960938,0.1200956,0.09713791,-0.06164907
30149295,3.312978,13.97911,-4.29746,0.08198403,0.1584885,2.558082,-0.2867779,0.2628799,0.000271067,-0.003934102,0.03556317,-0.04166129
31190821,3.438324,13.93745,-4.26761,0.1535075,0.1187709,2.542406,0.8273005,-0.4187609,0.0128827,0.1838347,-0.3742373,0.02417062
32231918,4.373223,13.10905,-4.215371,0.2342063,0.1237555,2.864928,1.204744,-1.275712,0.2209849,-0.1777133,0.181767,0.915916
33270836,5.990357,11.38731,-4.317334,0.1574767,-0.169303,3.937669,1.795097,-1.953573,0.1204464,-0.2892868,0.09021917,1.046841
34312736,7.755081,9.062148,-4.134532,-0.07153785,-0.1485218,4.93891,1.322721,-2.485527,-0.1383536,-0.1389733,-0.2077718,0.7883898
35352272,8.896243,6.439759,-4.031672,-0.1563078,-0.1349604,5.113798,0.7200066,-2.501373,-0.08094499,-0.1595454,-0.03229323,-0.4562143
36394198,9.340625,3.733459,-4.036433,-0.02036757,-0.1870054,4.841533,0.3750107,-2.671528,-0.1271444,0.03231295,-0.06378648,-0.04768751
37435608,9.704692,0.9181784,-3.905531,0.06977285,-0.1624369,4.894407,0.6360792,-2.667377,-0.2311539,0.114399,0.1614149,0.1422972
