Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
1000433,-0.0171004,0.01621002,-1.050516,-0.008508394,-0.007915301,0.007330782,0.01324703,-0.0203524,-2.134161,0.03801458,0.02630853,-0.0009590716
2000033,0.02716733,-0.03024577,-3.161792,0.002978709,0.002395364,0.002876917,0.005490149,-0.006531071,-1.801243,0.005225401,0.007697938,0.0006524692
3000466,0.1184069,-0.05235582,-4.457735,0.0006321438,-0.09591331,0.002956711,0.272076,0.01441995,-0.6134155,-0.001768149,-0.08158715,0.0005085219
4000066,0.7820938,-0.07029394,-4.823341,-0.001617991,-0.1500422,0.002883299,1.051496,-0.0008327479,-0.1483077,-0.003708822,-0.02289631,-9.732702e-05
5000499,2.226146,-0.1143698,-4.927366,0.002355806,-0.2113989,6.261025,1.844437,-0.02811622,-0.0599216,0.00155381,-0.06898861,-0.0178657
6000099,4.537675,-0.1897541,-4.966171,0.0001591312,-0.2654826,6.263566,2.744451,-0.05724229,-0.02525805,0.00693206,-0.01800512,0.0008782685
7000532,7.685871,-0.2948527,-4.980446,0.001076209,-0.2788927,6.260744,3.426943,-0.07265937,-0.01679291,0.0007698762,-0.01380362,-8.677851e-05
8000132,11.39711,-0.4140587,-4.98625,0.002200936,-0.2881598,6.261845,3.875319,-0.09160072,-0.0125404,0.006540163,-0.006940856,-0.001030626
9000565,15.48834,-0.5382036,-4.99011,0.003652344,-0.2939385,6.26091,4.169115,-0.1028841,-0.009820374,0.001040185,0.002637018,-0.001100115
10000165,19.81351,-0.6609086,-4.990637,0.001940183,-0.2997462,6.260484,4.368424,-0.1042798,-0.008409141,0.00426052,-0.006497731,-0.002056809
11000598,24.21571,-0.7817385,-4.993961,0.003438651,-0.1890882,6.260601,4.106532,-0.09056035,-0.01762906,-0.003229344,0.05944216,0.002042686
12000198,27.94795,-0.8756647,-4.998847,0.003655928,-0.09665214,6.264722,3.164887,-0.05831201,-0.007488943,-0.007182063,0.105311,0.003153907
13000631,30.5878,-0.9281161,-4.993665,0.003964199,0.02673463,6.267408,1.913884,-0.03143864,0.004170195,0.0001945485,0.1782738,0.002138189
14000231,31.78298,-0.9437491,-4.985453,0.009868251,0.09645549,6.267062,0.4436969,0.01011195,-0.003620253,0.03778771,0.06547952,-0.000706129
14999831,31.68808,-0.8364028,-4.988948,0.04897881,0.1416935,6.267056,-0.6509462,0.2536761,-0.009045626,0.02460046,0.005037298,-0.00183256
16000264,30.63828,-0.4487708,-4.9873,0.09576473,0.1620201,0.3267159,-1.455534,0.4709134,0.001202658,0.09812717,0.002336464,1.239424
16999864,28.79757,0.2180772,-4.991601,0.205415,-0.1503676,1.668918,-2.212072,0.9982383,-0.006985244,0.05297149,-0.006149021,1.031414
18000297,26.23108,1.398751,-4.993443,0.02292152,-0.2766529,2.612266,-2.909917,1.375182,-0.005736337,-0.1284539,-0.03039224,1.002833
18999897,23.15796,3.031402,-4.993722,0.005465912,-0.2882624,2.71809,-3.25649,1.853483,-0.01144097,0.1373197,-0.04500741,-0.3971824
20000330,19.65695,4.812171,-4.996189,-0.003287058,-0.2969247,2.711516,-3.708137,1.765818,-0.005103669,-0.05130334,-0.009139385,0.1663
