Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
1000433,-0.01748827,0.01239672,-1.211043,-0.003707828,-0.005333787,0.02070871,0.005599283,-0.01019816,-2.041804,0.01794715,0.01760163,0.001916118
2000033,0.01798877,-0.01432646,-3.408772,0.001021852,0.001781703,0.001481794,0.00628401,-0.006794521,-1.53451,0.002909448,0.005077112,0.0008485902
3000466,0.06883946,-0.005793442,-4.650758,0.04392853,-0.05414512,0.0008234009,0.1245882,0.1277609,-0.339957,0.06132183,-0.08261731,0.006291679
4000066,0.4917676,0.2999319,-5.045167,0.06454171,-0.08286124,6.283168,0.7867531,0.6300464,0.06966747,-0.004936378,0.006740204,0.00947641
5000499,1.619435,1.185817,-5.164554,0.01399204,-0.09562543,0.5437042,1.494015,1.238313,0.1794363,-0.05554005,0.03409881,0.5947594
6000099,3.471097,2.671816,-5.191473,-0.01530345,-0.04260737,0.6513815,2.107655,1.567875,0.2003095,0.006115526,0.04922445,-0.05252758
7000532,5.791546,4.392593,-5.180781,-0.006555531,-0.003316476,0.6163739,2.36765,1.654451,0.1912759,0.007115889,0.03071519,-0.03021022
8000132,8.222591,6.097908,-5.161551,0.003265312,0.01036592,0.6038448,2.373082,1.635486,0.1715098,0.005527712,0.008073022,-0.004361296
9000565,10.61875,7.774703,-5.137396,0.008171877,0.01195425,0.6119545,2.296361,1.622166,0.1477361,0.001868952,-0.002098519,0.01001344
10000165,12.93026,9.428663,-5.109848,0.008792944,0.006240799,0.6278218,2.224961,1.628042,0.1206864,-0.002564195,-0.007032843,0.01494413
10999765,15.16867,11.07939,-5.080904,0.00644796,-0.000902937,0.6403192,2.206387,1.649834,0.09247923,-0.003225381,-0.005595376,0.008261344
12000198,17.4007,12.74044,-5.054348,0.005174271,-0.004675379,0.6435768,2.237261,1.677307,0.06562878,0.0004026312,-0.001966648,-0.001221893
12999798,19.61919,14.44108,-5.030151,0.1009021,0.03144378,0.6817967,2.021099,1.846177,0.04340238,0.1103383,0.02991345,0.1989889
14000231,21.24493,16.52705,-5.010626,0.1141209,0.001096145,1.039682,1.101706,2.405041,0.0204233,-0.02776715,0.0002234571,0.4011962
14999831,22.05669,19.11397,-4.993438,0.05973514,-0.02399178,1.367694,0.4260012,2.829393,0.004765523,-0.05204306,0.01500866,0.2275456
16000264,22.36454,22.04827,-4.977557,0.009795404,-0.009105667,1.495795,0.1940667,3.032062,-0.009030878,-0.03777073,0.01894175,0.0516112
16999864,22.53915,25.09338,-4.965385,-0.01468392,0.003588415,1.493995,0.263121,3.038439,-0.02061325,-0.0136051,0.00644812,-0.03533297
18000297,22.81634,28.0908,-4.957562,-0.01670705,0.004469707,1.440239,0.4315345,2.964006,-0.02865883,0.006416968,-0.003827301,-0.05595981
