Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
0,-0.1609589,-0.009002769,-2.418791,0.01976863,0.005151388,0.101885,0.009112179,0.007956595,-1.326438,-0.003931542,0.009563005,-0.02842646
1019393,-0.3008216,0.0430405,-2.595143,-0.008178987,-0.03708397,0.5471955,-0.1297592,0.08203197,-1.936883,0.05171235,-0.007514704,0.1405299
1121515,-0.3116992,0.05575053,-2.690451,-0.00871819,-0.02896866,0.5559874,-0.09989008,0.08222798,-1.905755,-0.02330811,0.07399032,0.05825209
1221310,-0.3194221,0.07104797,-2.777954,-0.01121446,-0.02256488,0.5642458,-0.06907754,0.1113355,-1.859109,-0.08185729,0.04289445,0.0200691
1322986,-0.3242034,0.08554574,-2.881018,-0.01448123,-0.01749398,0.4586652,-0.03856562,0.08839296,-1.831605,-0.01941637,0.06891315,-0.01835861
1428898,-0.3269763,0.1030789,-2.968554,-0.01524509,-0.01207627,0.4468649,-0.03603344,0.0787159,-1.762124,0.005936314,0.05143602,0.0258762
1530975,-0.3285128,0.1169528,-3.071186,-0.0182356,-0.01242312,0.4447881,-0.02009912,0.06820601,-1.691233,-0.03045415,-0.04180244,0.06420073
1635911,-0.331098,0.1289087,-3.161031,-0.02037815,-0.01557787,0.4478672,0.03035613,0.0662546,-1.646039,-0.01205374,-0.03144087,0.03497894
1737937,-0.3295429,0.1387476,-3.26124,-0.02352072,-0.01617871,0.448988,0.02645644,0.09041488,-1.598071,-0.07948068,-0.004452518,0.0002055985
1843767,-0.3166571,0.1502269,-3.344942,-0.03063743,-0.01883654,0.45225,0.06062188,0.04772513,-1.516571,-0.08692089,-0.04682832,-0.02693929
1948985,-0.3014683,0.1576049,-3.434909,-0.03362508,-0.02233059,0.4520455,0.1171752,0.03019637,-1.461977,-0.01408851,-0.02259304,-0.0338886
2051311,-0.2827459,0.1627995,-3.518803,-0.03143716,-0.02612171,0.4502556,0.1526017,0.01883494,-1.412654,0.02020637,-0.0259969,-0.04789073
2156862,-0.2593866,0.1663092,-3.596836,-0.02829253,-0.02953447,0.4484406,0.2294553,0.003761422,-1.374517,0.02037346,-0.03054315,-0.03901203
2259997,-0.2295523,0.1698322,-3.669543,-0.02741585,-0.03606937,0.4478661,0.258237,0.01572557,-1.313445,-0.01383475,-0.09023751,-0.0272506
2364324,-0.1947667,0.1714318,-3.745368,-0.02956775,-0.04338312,0.4456202,0.3161506,0.01044524,-1.26651,-0.02249728,-0.06161124,-0.03289263
2467794,-0.1538785,0.1695258,-3.804951,-0.0332007,-0.04913572,0.4434427,0.374353,-0.005532301,-1.227783,-0.00927635,-0.04001663,-0.01248542
