Time_us,accel_x,accel_y,accel_z,pos_x,pos_y,pos_z
1032087,-0.00385186320522916,-0.0852314731112651,0.342143312959077,0.01361435,-0.0141127,1.138662
1089564,-0.0192044328823902,0.065181032057791,0.170184235028297,0.01196466,-0.01269258,1.250497
1167033,-0.0666341586279209,0.107966558888677,-0.043606617831315,0.01005524,-0.01098606,1.402629
1309476,0.00109068487256782,-0.0380279297125469,-0.0656567652501277,0.006735749,-0.007645635,1.692417
1394442,-0.0526368347881452,0.13526520403653,-0.00531371170743335,0.004856879,-0.005789077,1.866289
1495235,-0.0362596161485345,0.0871215516092606,0.0471227565266615,0.002908227,-0.00369086,2.072402
1640177,-0.0236734089430601,-0.0135021323189418,-0.0773860220216358,0.0007536239,-0.0008694777,2.367774
1807610,0.00102171354121287,0.0522357247164079,-0.0790608498309024,-0.0025049,0.00281895,2.702384
1877582,-0.124594959721612,0.0780852365067479,-0.0107404310278717,-0.003760313,0.003970026,2.836941
2007530,0.0893534434071435,0.0263765347322486,-0.0116036721405165,-0.006845518,0.006861688,3.079192
2174963,-0.0676636938027886,0.047832645590654,0.00515737189519815,-0.01013704,0.01086184,3.369794
2322404,-0.0246999829533121,-0.00131070722460939,-0.0694889224531858,-0.01258824,0.01415576,3.60361
2507330,-0.0844569413640925,0.00764925443666286,-0.0116549066282695,-0.01483474,0.01837294,3.861562
2632280,0.0160523341708216,0.030790864709223,-0.0828655233505629,-0.01625753,0.02029157,4.012117
2752232,0.0385835686496927,0.0797801846342114,-0.0173598303226706,-0.01625629,0.02063355,4.138792
2867186,-0.00214566836642707,0.0230758234667911,-0.0846883573174018,-0.01673367,0.02199681,4.245976
2992136,0.0165278762664606,0.0814024121233431,-0.0133474777498487,-0.01721157,0.02300018,4.347246
3189557,0.00564191370945061,0.0531431428889659,-0.00423346056857782,-0.01812745,0.02469172,4.479593
3356990,0.017474759303589,-0.0636925210359222,-0.0446998023341032,-0.01841391,0.02614172,4.568856
3476942,-0.0683290656893434,-0.0326759352359966,-0.0444597307191358,-0.01875197,0.02675519,4.622064
3592729,0.0264131964670921,-0.0770723477867522,-0.0333635752959392,-0.01975207,0.02749554,4.666815
3732673,-0.0249329482224556,-0.0247766368969778,-0.0708715837832635,-0.02040198,0.02732498,4.712393
3890110,0.0314934297885325,0.0495065978568256,-0.0355276590193355,-0.02076488,0.02645082,4.754953
4052545,0.0498428028542439,-0.00559153351246985,-0.066991236353502,-0.02054295,0.02511215,4.791352
4174996,-0.0293357256562069,-0.0786467733458221,-0.0158883250841033,-0.01956945,0.02393148,4.814163
4309942,-0.00211996161401759,-0.0688910628499003,0.0312950609116637,-0.01772597,0.02243214,4.836056
4422397,0.0504799731143017,-0.0375672892540799,-0.0690990108984227,-0.01587236,0.0207449,4.852111
4572337,0.0427859214888702,-0.0067434011095453,-0.0521036953332619,-0.01300942,0.0174313,4.870626
4694788,0.0442336797339482,-0.0616217577600145,-0.0324962660809433,-0.01077975,0.01385634,4.88339
4832233,0.034245202430958,-0.0644534980094802,-0.0233160096086754,-0.0080703,0.009228008,4.895593
4957183,0.0280666390417053,-0.0386639848810638,0.0685806712731465,-0.005396499,0.004641678,4.905303
5107123,0.0298608204665927,-0.0675392184410223,-0.00997449803594731,-0.00233807,-0.0009880414,4.915267
5209582,-0.0973768841316299,0.0302350664361334,0.00853169055385118,0.0001614576,-0.00457295,4.921163
5369518,-0.0129983963184115,0.0670573505432642,-0.0372276150689228,0.004579633,-0.01002506,4.929396
5511961,0.0680929873450099,-0.00917305347211233,-0.0396345333447276,0.00864058,-0.01415791,4.935771
5620251,-0.0213879243324501,-0.0991254504048545,-0.0191373682804613,0.01126387,-0.01608488,4.939752
5787684,-0.0297655400130794,-0.0445599630362054,-0.0457198383828416,0.01497824,-0.01845755,4.945516
5917632,0.0255747237627409,-0.0485035443112818,-0.0825641354646765,0.01829459,-0.01954735,4.949006
6065073,0.0309816524618484,0.0661662532514572,-0.0382858754174024,0.02159476,-0.02061799,4.952437
6232506,-0.0107196170486565,-0.0536935645160211,-0.0450217471611366,0.02501255,-0.0213567,4.95601
6352458,-0.00649574884013847,0.0851488676858487,-0.0184874715205925,0.02712852,-0.02163406,4.958208
6452418,-0.00575590843671791,-0.115097638147177,0.00511811568866215,0.02917802,-0.0213996,4.959553
6619851,-0.0348184703362584,0.0535363769080485,0.00281447258413792,0.03152601,-0.0215478,4.961618
6722310,-0.0341789013743885,-0.0222797484574541,-0.0987525433898787,0.03280971,-0.02188842,4.962811
6859755,-0.00757824829964209,0.0671544247924876,-0.034326507196208,0.03445086,-0.02243394,4.964043
7019691,-0.0679095211867659,0.00557768422539969,0.00769242015011786,0.03638167,-0.02332962,4.965175
7154637,-0.0730526643144911,-0.00585984801881722,-0.0316386293385236,0.03748293,-0.02420117,4.965836
7307076,0.0121259506739014,0.0722126039542241,-0.0342870873498051,0.03798977,-0.02521415,4.966593
7464513,-0.0413670096174323,0.0370803781147557,0.0342208915153101,0.03809738,-0.02571666,4.967357
7644441,0.0146907410290237,0.0398084055469347,-0.0503402099850974,0.03747803,-0.02602766,4.968136
7860188,0.0209847620571886,-0.053163861563121,0.0420495228386352,0.03673141,-0.02621144,4.968911
8020124,0.0511781970296972,0.0232284174140847,0.0516954490444436,0.03573186,-0.02601082,4.969245
8172563,-0.00434057422541849,0.0249803164586195,-0.0767119948321064,0.03452208,-0.02541456,4.969702
8302511,-0.0208316296107037,0.0215436290375435,-0.0776616992077496,0.03325742,-0.02515275,4.970001
8439956,-0.0024046772016094,0.0500327664207963,0.0576193592301973,0.03216518,-0.02490053,4.970345
8549912,-0.0460272724193693,0.0220371915067614,0.0765710362792607,0.03152211,-0.02492422,4.970753
8692355,0.0117314475710352,0.03218533140461,-0.0725925533154135,0.03062627,-0.02473307,4.970807
8824802,0.0219141184988039,0.0765529920933728,0.00473950397658786,0.03031633,-0.02471838,4.9711
9002231,0.0248080325171307,-0.0472545462786642,-0.0350104438560997,0.02961448,-0.02459795,4.969381
9132179,-0.010005321921737,0.0170659177201297,0.0829970954751214,0.02617514,-0.02461959,4.931842
9314606,-0.0224278801915335,0.0464082725027714,0.0250968488657636,0.00470373,-0.02466875,4.696572
9409568,-0.0180019881567833,0.0912551746794154,-0.0538972155037985,-0.02042425,-0.02490851,4.497781
9482039,-0.0297604035981207,0.128060510970004,-0.0455819021919643,-0.05045388,-0.02522574,4.315037
9539516,0.0129691358009687,0.143060780241099,-0.10393196032033,-0.09117171,-0.02645925,4.157476
9584498,-0.0265703657486058,0.173252403352431,-0.187258993476974,-0.1358225,-0.02886538,4.040041
9619484,0.00664486061066231,0.254736881591063,-0.191796948489037,-0.1796294,-0.03228778,3.951895
9649472,0.0278621141839345,0.322913692830367,-0.0906821320695042,-0.22368,-0.03668898,3.878827
9679460,-0.0117119328554646,0.338403024561117,-0.0948815623772737,-0.2723996,-0.04218711,3.810388
9706949,0.0255899482545483,0.336414582082434,-0.17653125538132,-0.3201524,-0.0483286,3.751485
9735271,0.130671679359421,0.433956517406267,0.131529507416461,-0.3725582,-0.05556987,3.694093
9755263,0.137321463678185,0.552428756989075,0.081794537711559,-0.4089298,-0.06062946,3.655457
9777754,0.21923325930034,0.500323115331493,-0.0450593382218309,-0.4501097,-0.06655161,3.613684
9795247,0.167853146223172,0.550323403021548,-0.0206428523122125,-0.4821179,-0.07142765,3.585377
9812740,0.153711984349589,0.585843465703271,-0.00858250940553962,-0.514141,-0.0760842,3.556686
9832732,0.192981467430714,0.520210895134628,0.0243943121850633,-0.5521751,-0.08210574,3.528449
9852724,0.0915868103465821,0.601299232923117,0.0311772303570706,-0.5877771,-0.08745078,3.502409
9872716,0.0740796404832983,0.520487796787256,0.0886075527006499,-0.6244313,-0.0933924,3.479589
9892708,0.0368935658461933,0.523295578366177,0.0571545423688808,-0.6582434,-0.09852311,3.458624
9915199,0.176669250964112,0.433534407732768,0.0172432963039782,-0.6942906,-0.104017,3.437559
9940189,0.110974674728161,0.396566377525677,-0.00840396926054337,-0.7334005,-0.1099858,3.416692
9960181,0.0755731692094985,0.50568480798356,0.127377441647791,-0.7632363,-0.114649,3.40041
9982672,0.063179413476336,0.501995167349077,0.0672055067101067,-0.7937533,-0.1189144,3.381392
10010161,0.13428557693412,0.345042899908636,0.0345100336797644,-0.8265007,-0.1235011,3.36201
10035151,0.0517601450943029,0.391592077988639,0.0827967524037545,-0.8529682,-0.1269152,3.345658
10060141,0.057504462459112,0.392704223707417,0.133562829116714,-0.8756518,-0.12961,3.331336
10085131,0.0813824407291329,0.393294222046002,0.0930479249298138,-0.8944185,-0.1315032,3.319006
10110121,-0.0628647677574522,0.403415765096778,0.0349472426469255,-0.9091308,-0.1326242,3.308435
10137610,0.0421211113974925,0.371567951334989,-0.0234724428697612,-0.9202244,-0.1325174,3.297492
10195087,0.00108967586539661,0.187103106269747,-0.0356171687500071,-0.9399271,-0.1318035,3.283589
10242568,-0.0890031590353852,0.239172467122262,0.0199047928499914,-0.9410834,-0.1274322,3.279448
10290049,-0.0360185722186429,0.208836110089892,0.0386149160934019,-0.9286562,-0.1199426,3.284723
10330033,-0.0292673552376177,0.210275205326279,0.135931834962024,-0.9080607,-0.1111379,3.297187
10417498,-0.137961689237467,-0.0023242660426777,0.025463222771277,-0.8643681,-0.08894119,3.344701
10494967,-0.0741033183125022,0.0670639432644295,0.0880034385030825,-0.8092511,-0.06409168,3.40687
10542448,-0.161703089785446,0.120010774132092,0.135842224198535,-0.7709611,-0.04731568,3.451253
10624915,-0.103954878724851,-0.0548247436149085,0.0402466007403414,-0.730667,-0.02136765,3.529849
10714879,-0.035196624980672,0.11095654605245,0.0268978027116457,-0.6775393,0.007386979,3.625653
10802344,0.0590678823463035,0.0964057347612986,0.0382835184477736,-0.6438779,0.03259084,3.722407
10862320,0.0409961938915646,0.178556344184773,-0.0199749130555731,-0.6254798,0.04768164,3.789048
10939789,0.00695768166551797,0.145229905140341,0.0140686244590845,-0.597397,0.06452495,3.874299
11034751,0.0647436125855666,0.0702048383127176,0.0761529188960147,-0.5830569,0.08383401,3.976988
11107222,0.0650005773878848,0.124164523023893,0.00877494285531833,-0.5712748,0.09631585,4.050943
11209681,0.0977350477673301,0.0150364171324362,-0.0174893442087729,-0.5624258,0.1136156,4.151227
11279653,0.0437027989516207,0.147582247555941,-0.0260264888184161,-0.5603405,0.1247458,4.214955
11329633,0.105363488991243,0.173890983927099,-0.0268312698452211,-0.5531257,0.1316309,4.257741
11414599,0.114743153420666,0.0408239364378883,0.00444541616117896,-0.5597288,0.143786,4.327401
11484571,0.122111640116445,0.075520938927085,-0.0126959417786806,-0.5552174,0.1519425,4.379464
11537050,0.0851995763739986,0.184747366666635,-0.00249749397740376,-0.5551562,0.1574829,4.416186
11599525,0.161870070194487,0.00411210494315246,0.0101526244947772,-0.5656018,0.1646312,4.458632
11659501,0.178343913442704,0.0382082058555973,-0.0122005205602742,-0.5644594,0.1697076,4.495315
11729473,0.103934077237506,0.0965729665611906,0.0642225936157164,-0.5658754,0.1747591,4.535458
11779453,0.156344882872037,-0.124565496912291,-0.0334205087935073,-0.5744426,0.1782168,4.562498
11822769,0.183503240002586,-0.216100501379198,-0.0449076113505243,-0.5861955,0.1810538,4.584994
11895240,0.122705206836819,0.0532178657957865,-0.0398269097413049,-0.586578,0.183359,4.618511
11937723,0.159705472792264,0.192388535043871,-0.0139164518558301,-0.58945,0.1842984,4.63757
11995200,0.177169363895828,-0.038585388856947,-0.0395206543507539,-0.5999258,0.185194,4.661356
12055176,0.161345217898563,0.0809670756295201,-0.0493209212480287,-0.6112838,0.1853219,4.68481
12117651,0.150361294072412,0.0906086692910081,-0.0432432136322527,-0.6146441,0.1840021,4.707039
12172629,0.203472222304997,-0.0720380144052522,-0.00264081461989732,-0.6289682,0.1824706,4.725744
12230106,0.157518565043701,0.0562876570588241,-0.0691997194203441,-0.6363929,0.1799254,4.743256
12282585,0.177764844653159,0.0522540233418293,-0.0626670571826055,-0.6408098,0.1769046,4.758419
12332565,0.191809638262375,0.0891367015889966,-0.0217305204241009,-0.6423153,0.1734804,4.771832
12385044,0.180733105035465,0.0501821391316431,-0.0708813187995671,-0.6605652,0.1701658,4.785839
12450018,0.135816459806953,0.086439369954136,-0.0429274209003891,-0.6693689,0.1648558,4.801301
12497499,0.131379821136931,0.168952877618164,-0.0277872180942409,-0.6728159,0.1603401,4.811812
12534984,0.132125947567196,0.233696356705074,0.0113326190497063,-0.6721305,0.1564699,4.819251
12612453,0.0927261457435284,0.0957888227313225,-0.0355411288088943,-0.6871896,0.1476811,4.834524
12662433,0.103449495300558,0.157935638175285,-0.083100997967955,-0.6914517,0.1413508,4.843343
12717411,0.107311935702473,0.157846357926242,-0.00471325705374322,-0.6885938,0.1338348,4.852266
12782385,0.129965269609781,0.0595790821748826,-0.0735119697998123,-0.6939961,0.1243853,4.862248
12829866,0.150006699706034,0.16368220980521,-0.0301142420551565,-0.7016222,0.117242,4.869194
12872349,0.0941204139384157,0.2332220409859,-0.0276878903481958,-0.7060033,0.1104842,4.875093
12907335,0.0768333187293276,0.286036517931246,-0.0952959666104721,-0.699602,0.1047344,4.879336
12972309,0.112860732465606,0.138058356609527,0.0141510627405325,-0.7070364,0.09392367,4.887414
13024788,0.0887841844692078,0.171175922453289,-0.0586952893418229,-0.7095135,0.08505697,4.893348
13067271,0.0415687714605517,0.235310970934412,-0.000762470154171743,-0.7063195,0.0776825,4.897679
13112253,0.0133077242384978,0.239695932925501,-0.00766770062162103,-0.7037914,0.0695738,4.902145
13144740,0.00757522138998964,0.325777557708953,-0.0119786064591405,-0.6951817,0.06349862,4.905014
13204716,-0.00901302874753795,0.175224663143592,-0.01853033877246,-0.7022671,0.052337,4.910652
13249698,0.00584826379794982,0.23660946511533,-0.0112470729717762,-0.703463,0.04384752,4.914435
13284684,-0.00446149915202043,0.291040080897627,-0.0228766318129308,-0.7005412,0.0371336,4.917151
13319670,-0.0352625356308629,0.306141860540742,-0.0541386949286934,-0.6905439,0.03037015,4.9197
13364652,-0.0419951295379795,0.228842369741605,-0.0656103165709696,-0.6904778,0.02204973,4.922891
13412133,-0.0177568599318816,0.217477861034414,0.0377400772469263,-0.6926877,0.01352209,4.926196
13452117,-0.00952318627728446,0.254677873581787,-0.0282246339148911,-0.6881082,0.006134827,4.928494
13497099,-0.00856380154152616,0.237585523500921,-0.0265103885161174,-0.6829178,-0.002163641,4.930995
13529586,-0.0999096282065009,0.329714189949321,-0.00728218506502806,-0.672494,-0.008310936,4.932654
13572069,-0.0809122561017991,0.245130750217976,-0.0335200242423452,-0.6756217,-0.01537796,4.934855
13607055,-0.0838576699035944,0.27194451585695,-0.0453132414251208,-0.6688283,-0.02165821,4.936687
13644540,-0.145691069873505,0.227299440863352,0.0240441793190655,-0.664975,-0.0281626,4.93849
13677027,-0.111006155429886,0.29986072327437,0.0241549301926718,-0.6621594,-0.03362313,4.93987
13712013,-0.106720906256909,0.291925919400118,-0.0117158688954201,-0.6551976,-0.03972159,4.94131
13744500,-0.136010245265032,0.282767468244534,-0.0456191015026063,-0.6433796,-0.04562462,4.942554
13786983,-0.0839245294924887,0.237297240587623,0.0190460321649646,-0.6484534,-0.05091931,4.944391
13821969,-0.141760067593304,0.264442515088118,0.0361884002819853,-0.6466261,-0.05567943,4.945738
13856955,-0.115053767210122,0.264527966719165,-0.00397640233900658,-0.6367268,-0.061112,4.946924
13891941,-0.176636915747704,0.250298823893888,0.0193158713627735,-0.6307434,-0.06604671,4.948104
13925261,-0.183246737296371,0.245871000827226,-0.0202598958737731,-0.6237885,-0.07064497,4.949112
13972742,-0.137926388507163,0.159009852616561,-0.0345072920832991,-0.6216525,-0.07551003,4.950732
14007728,-0.20276310039369,0.212561531625243,0.020983007060502,-0.6206751,-0.07870341,4.951934
14040215,-0.213425238309313,0.223869023962987,-0.069379469926041,-0.6132389,-0.08249377,4.952847
14072702,-0.174590485200152,0.273516138771684,-0.025580923387734,-0.6093462,-0.08573166,4.953722
14107688,-0.166990273080285,0.294581272833873,0.0140641985738922,-0.602065,-0.08947866,4.95468
14135177,-0.229649867725433,0.290235212984868,-0.00499048687455729,-0.5938395,-0.09264705,4.955262
14185157,-0.161351465890474,0.134636046124407,-0.0263803087648118,-0.5939204,-0.09512812,4.956566
14220143,-0.202523846042725,0.238905208295231,0.0248669953814228,-0.5923839,-0.09689674,4.957325
14252630,-0.194054909668512,0.242263970882615,-0.00822886240496861,-0.5841436,-0.09982535,4.958008
14287616,-0.234317815522057,0.181397898363246,0.0316654940810429,-0.5787611,-0.1020856,4.958625
14322602,-0.186765841928492,0.233166434097716,-0.00201112667578706,-0.57141,-0.1045458,4.959163
14370083,-0.181273015528133,0.115370111364026,-0.0586756959379395,-0.5712143,-0.1048349,4.959864
14410067,-0.191919966125458,0.178203669678481,-0.0076003798570087,-0.5684574,-0.105437,4.960646
14450051,-0.211760619823565,0.14003777362383,-0.0264714343520358,-0.5633025,-0.106395,4.961177
