Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
0,1.105819,1.320843,-2.502493,0.01301369,-0.03189573,0.3633808,-0.486836,-0.03063286,-2.031401,-0.2354605,-0.4898303,0.2420139
181997,1.024243,1.335388,-2.617483,-0.01391392,-0.09231175,0.3832079,-0.3755949,0.0448851,-2.022432,-0.07873622,-0.1438708,0.2082763
283093,0.9888499,1.351199,-2.709361,-0.03115088,-0.09435237,0.3964381,-0.2971418,0.06465245,-2.02811,-0.1058932,0.02162092,0.1725712
383090,0.9594022,1.369597,-2.819908,-0.04202526,-0.08380756,0.409037,-0.2462606,0.07968838,-1.986442,-0.0929807,0.1247004,0.1177299
483946,0.9403954,1.387264,-2.938521,-0.04621116,-0.0696623,0.4148948,-0.1653884,0.07284229,-1.963976,-0.02376343,0.1258416,0.0546204
584605,0.9288383,1.402085,-3.063618,-0.04838433,-0.05641825,0.4177344,-0.1196309,0.04803917,-1.897056,-0.01402503,0.1114424,0.01183251
689151,0.9185855,1.411867,-3.184119,-0.05248297,-0.04786874,0.2820434,-0.08014893,0.01014813,-1.816679,0.04119809,0.05446155,0.02079191
791968,0.9097441,1.414413,-3.303779,-0.04824392,-0.04418015,0.2788239,-0.06070741,-0.05011369,-1.749349,0.09173261,-0.002193151,0.02933313
895597,0.9032464,1.414303,-3.427384,-0.03894473,-0.04383016,0.2802832,-0.01856555,-0.05431416,-1.673008,0.08102023,-0.003498204,0.03355954
999125,0.8990874,1.413645,-3.534108,-0.03097501,-0.04280717,0.2834891,-0.007651513,-0.0679871,-1.604867,0.07146882,-0.01176973,0.02056221
1104049,0.8978658,1.406945,-3.647077,-0.02610147,-0.0478268,0.2849919,0.02494942,-0.09211881,-1.543924,0.001120748,-0.0510497,-0.01083306
1207401,0.8993099,1.395828,-3.74769,-0.02561476,-0.05356805,0.2842698,0.01756319,-0.1140799,-1.454133,-0.003357428,-0.05826905,-0.01098582
1310992,0.9035793,1.384069,-3.855388,-0.02784163,-0.05902278,0.2827966,0.08224729,-0.1208512,-1.39588,-0.06167585,-0.03048381,-0.005663447
1414013,0.9110078,1.371555,-3.95856,-0.03414244,-0.06500441,0.2814038,0.08057748,-0.1111154,-1.328244,-0.08871816,-0.07139643,-0.007841134
1519682,0.922908,1.352108,-4.042735,-0.0434286,-0.07413982,0.2804937,0.1267366,-0.1361785,-1.245105,-0.05541266,-0.08632309,0.002930182
1622988,0.9391703,1.331581,-4.125689,-0.05204725,-0.08165168,0.280681,0.1876023,-0.1726635,-1.163088,-0.08687229,-0.0824654,0.005745459
1728087,0.95693,1.302789,-4.193689,-0.06222229,-0.08422294,0.2811997,0.2549034,-0.2036857,-1.092737,-0.07321031,-0.02790509,-0.0002768856
1831366,0.9796174,1.271148,-4.264493,-0.06673068,-0.08429873,0.2814366,0.261021,-0.2640966,-1.059179,-0.09228785,-0.009946899,0.007639077
1935929,1.013376,1.231578,-4.326477,-0.06804898,-0.08849042,0.2815225,0.3990309,-0.2774263,-1.000445,-0.002013185,-0.03187254,0.006442684
2039962,1.057363,1.188339,-4.382637,-0.06223702,-0.08218442,0.2824131,0.4558133,-0.3585707,-0.9552581,0.1642754,0.07520532,0.01344621
2143379,1.097739,1.137123,-4.432716,-0.04018927,-0.07369824,0.282187,0.5020251,-0.366355,-0.8835135,0.2215797,0.0490111,0.01276355
2248164,1.140876,1.084004,-4.473641,-0.01645709,-0.07149008,0.2832025,0.5469884,-0.4030433,-0.8391125,0.2253823,-0.01986301,0.02732302
2351164,1.182546,1.032714,-4.50813,0.003213334,-0.07611871,0.2839427,0.5676174,-0.3541496,-0.7703797,0.1715885,-0.05402996,0.02778785
2455086,1.229815,0.9845076,-4.546761,0.01407301,-0.08262914,0.2847938,0.5697556,-0.344364,-0.7455547,0.1443356,-0.1073242,0.02392864
2557928,1.276295,0.9331274,-4.5747,0.02523261,-0.09746455,0.2845042,0.5958503,-0.3066543,-0.7347983,0.1099036,-0.1657625,0.01225501
2663506,1.327582,0.8866416,-4.600838,0.03592364,-0.1123275,0.2846125,0.6174664,-0.268707,-0.6934032,0.08216306,-0.1126309,0.026049
2765895,1.384105,0.8407427,-4.627133,0.04542932,-0.1200965,0.2849897,0.676558,-0.2308311,-0.6655051,0.09426084,-0.0458786,0.01408393
2870056,1.446965,0.7999224,-4.647961,0.05265664,-0.1247073,0.2847731,0.7275728,-0.1508579,-0.6444379,0.08989096,-0.03517982,0.01801845
2972896,1.518831,0.7646192,-4.672771,0.06186241,-0.1250253,0.2850377,0.7921185,-0.0930846,-0.6262878,0.10774,0.000457862,0.01332526
3077016,1.599426,0.7389831,-4.697171,0.06928221,-0.1221849,0.2842454,0.8623742,-0.01027872,-0.6243071,0.04218455,0.01318406,0.007220886
3180828,1.686182,0.7143682,-4.708684,0.07321472,-0.1207189,0.283211,0.8917361,0.06745309,-0.6140776,0.05091777,0.02504734,0.007297908
3285615,1.784373,0.7023716,-4.725245,0.07633076,-0.1195692,0.2817687,0.9258353,0.1365886,-0.5905749,0.05228361,0.006122708,0.01661177
3388486,1.887328,0.6970018,-4.736351,0.07699116,-0.1191368,0.2802784,0.9945258,0.2334476,-0.5801709,0.03459104,0.002302604,0.02181312
3492388,2.003036,0.7035899,-4.754198,0.07875843,-0.116421,0.2708603,1.04223,0.3048355,-0.5620121,0.03210182,0.02873721,-0.08315467
3595178,2.128031,0.7189093,-4.768764,0.0864535,-0.1105765,0.263443,1.112983,0.3854817,-0.5551524,0.09887217,0.0855431,0.07682478
3699400,2.265765,0.7433852,-4.776027,0.08885543,-0.106456,0.273985,1.125813,0.4765029,-0.5544509,0.01801592,0.04603412,0.2153879
3802589,2.404087,0.7808366,-4.79002,0.08623011,-0.1059855,0.2986233,1.175454,0.5590339,-0.5625874,0.007487212,0.01903544,0.3464512
3907570,2.552625,0.8247847,-4.798403,0.08186938,-0.1089364,0.337121,1.243615,0.6521149,-0.5412214,0.007829441,0.01969532,0.4743289
4010804,2.701532,0.8792039,-4.801631,0.07844261,-0.1150496,0.3863989,1.260337,0.7373078,-0.5026029,0.05200251,-0.04246069,0.5374511
4114923,2.862501,0.9438737,-4.801326,0.07690929,-0.1215514,0.4327941,1.316413,0.8042539,-0.5091166,0.007333094,-0.02408336,0.4924048
4218256,3.031405,1.018609,-4.787742,0.07535513,-0.1230901,0.4754374,1.349783,0.9083863,-0.5068606,0.01544027,0.05651372,0.4807196
4322492,3.20586,1.106893,-4.790005,0.07003818,-0.1243905,0.5151581,1.425181,0.9729342,-0.5573635,-0.0042469,0.04590587,0.4390694
4425901,3.38744,1.205252,-4.78998,0.06627144,-0.1225412,0.5489972,1.509879,1.081559,-0.5484572,0.008569937,0.04660531,0.3692718
4530580,3.573381,1.314394,-4.801823,0.0618667,-0.1214263,0.5764784,1.536346,1.166669,-0.5401387,-0.0123577,0.01818223,0.3359153
4632338,3.75866,1.434013,-4.817244,0.05525027,-0.1210115,0.6013688,1.585352,1.257058,-0.5264717,-0.0001468582,0.02047546,0.3013262
4736990,3.96105,1.563648,-4.821772,0.04957343,-0.1165167,0.6243575,1.638069,1.316156,-0.4998593,-0.03806744,0.07267272,0.2662759
4840445,4.154967,1.701559,-4.838348,0.04341415,-0.1083877,0.6437036,1.664072,1.378716,-0.5100071,-0.009990076,0.06691571,0.2306728
4945026,4.364242,1.848746,-4.844561,0.03840372,-0.105336,0.6589925,1.699302,1.437522,-0.4971514,0.009998931,0.01397758,0.2025877
5048948,4.568199,2.003432,-4.857275,0.03372909,-0.1013928,0.6705326,1.73934,1.486151,-0.4874483,-0.07831974,0.0539149,0.1530527
5152647,4.782824,2.167079,-4.862058,0.02769516,-0.09645359,0.6810076,1.796143,1.557825,-0.4979362,-0.09400064,0.08379402,0.150526
5257254,4.993011,2.333851,-4.876194,0.02407343,-0.09116825,0.6900212,1.810768,1.584765,-0.4919247,-0.06251032,0.0713875,0.1282194
5360472,5.212964,2.507675,-4.891776,0.02034931,-0.0877018,0.6947699,1.863119,1.636092,-0.4798793,0.004391839,0.06775068,0.09146368
5465018,5.434305,2.686151,-4.895354,0.01925958,-0.08471531,0.6990597,1.901482,1.651072,-0.4661044,0.01454046,0.03615492,0.08747026
5568025,5.654798,2.868208,-4.90153,0.02189254,-0.07999052,0.7026717,1.935023,1.70078,-0.4525884,0.03686436,0.03672483,0.07846989
5673064,5.881067,3.059454,-4.905226,0.02039391,-0.07432821,0.7074106,1.968213,1.69724,-0.4382929,-0.005248638,0.0153125,0.06912836
5776117,6.100145,3.249287,-4.911355,0.02263159,-0.07043182,0.7122244,1.978949,1.740773,-0.4177429,0.05050305,0.05728271,0.07006767
5881117,6.323609,3.447328,-4.90542,0.01965483,-0.06596649,0.7186956,1.949929,1.761133,-0.3931973,-0.04285467,0.01871286,0.06653935
5983789,6.542113,3.645153,-4.905223,0.01732173,-0.06364863,0.725058,1.978762,1.806041,-0.3917161,-0.0480172,0.03409684,0.06570647
6089167,6.760833,3.851017,-4.90047,0.009218361,-0.0593167,0.7316683,1.948234,1.829933,-0.4047464,-0.05505671,0.03066041,0.07038593
6192357,6.971459,4.053713,-4.901056,-0.0001536435,-0.05848139,0.7409474,1.943664,1.866563,-0.4041436,-0.08816555,0.01012269,0.09038991
6297923,7.191848,4.266213,-4.905103,-0.006569257,-0.05659612,0.7483191,1.972117,1.870383,-0.4235718,-0.05305154,0.0008447686,0.05800093
6401073,7.404665,4.470473,-4.909435,-0.0125663,-0.05596975,0.7520847,1.983258,1.840829,-0.4050333,-0.008698481,0.01818578,0.02807908
6506093,7.619884,4.678052,-4.911685,-0.01706644,-0.05384436,0.7525201,1.998265,1.877433,-0.3981275,-0.04060341,0.007157851,-0.006623122
6609262,7.828588,4.878465,-4.917006,-0.01769299,-0.05178246,0.7521286,2.01281,1.852021,-0.4347652,-0.01555129,0.03677002,-0.02635661
6714410,8.04126,5.084379,-4.912989,-0.0192561,-0.05173104,0.7500154,2.012141,1.848919,-0.4142391,-0.02720425,-0.001865824,-0.03508704
6817174,8.251355,5.283958,-4.916645,-0.01883291,-0.0516355,0.7469345,2.002367,1.816265,-0.3932357,-0.01542638,0.01042258,-0.05856526
6922801,8.459766,5.484922,-4.916421,-0.02069099,-0.05283944,0.7422783,2.022919,1.816911,-0.3700134,-0.03267841,0.0061931,-0.056767
7025623,8.665914,5.68015,-4.918733,-0.02245148,-0.05234267,0.7375889,2.054389,1.773566,-0.4034132,0.002362188,-0.009885886,-0.05451091
7131500,8.874195,5.877589,-4.922928,-0.02246185,-0.05110155,0.7321275,2.039126,1.794311,-0.3917594,0.01168035,0.008885397,-0.0691692
7234256,9.079982,6.068184,-4.928061,-0.02344057,-0.05142376,0.7268539,2.069577,1.773192,-0.3834654,0.001706094,-0.02420126,-0.05752128
7339160,9.285341,6.264686,-4.939052,-0.02408002,-0.05260823,0.721651,2.053168,1.767913,-0.3760654,-0.009688642,-0.01232618,-0.05309214
7444584,9.487493,6.45385,-4.952268,-0.025881,-0.05627044,0.7166941,2.041538,1.763225,-0.3703859,0.006127387,-0.02948626,-0.03905135
7546381,9.691407,6.646069,-4.963974,-0.03191053,-0.05958511,0.7152853,2.076444,1.726758,-0.3496599,-0.01088649,-0.01718799,-0.01672621
7651365,9.891804,6.832822,-4.974122,-0.03198702,-0.05996244,0.7127592,2.058104,1.775944,-0.3214889,-0.03832912,0.001979467,-0.04129803
7753990,10.10246,7.030166,-4.996574,-0.03510186,-0.05643782,0.7098948,2.081972,1.771647,-0.3316078,-0.07089203,0.04633102,-0.009257252
7858933,10.3139,7.225417,-5.019602,-0.04055033,-0.05225342,0.7053829,2.125789,1.726001,-0.3375219,-0.07230993,0.05373781,-0.04820077
7962000,10.52194,7.416102,-5.042061,-0.0449248,-0.04833453,0.6993476,2.163878,1.721905,-0.3017529,-0.0218569,0.06054602,-0.04475702
8067031,10.73092,7.602609,-5.065812,-0.04466834,-0.04761531,0.6912376,2.152627,1.678056,-0.2816742,0.04700379,-0.040811,-0.07735491
8170362,10.93614,7.778404,-5.089394,-0.0414361,-0.05310892,0.6799302,2.184306,1.619855,-0.2534835,0.04297526,-0.06397449,-0.1312356
