Time_us,accel_x,accel_y,accel_z
1025423,-0.0511242262757875,0.0159572621412638,0.501238372536657
1045415,0.032329529918674,-0.00547874821263329,0.507798986118752
1075403,-0.0318574265301158,0.0684541622337735,0.331961402697558
1100393,0.00848802021340244,0.00700728878805969,0.438436140980894
1137878,-0.0589001514069608,0.04874862355235,0.264731946545287
1280321,0.0144841631640143,0.0126667042545655,-0.0783952079925806
1357790,0.0278613171858802,-0.0311300235980498,-0.147071879217452
1462748,-0.013283055632082,-0.000134183530455459,-0.0989776803502946
1640177,0.0440196591032071,0.0383785829349601,4.86652361867401e-06
1775123,0.0407712278254732,0.067413466254324,-0.0161772195782998
1935059,-0.0474493899416244,-0.0516493440213676,0.0228123282420909
2050013,0.00587218310473147,0.00416578567307707,-0.0905916591304754
2169965,0.0103509947840006,-0.0632057643751528,-0.0557288662924229
2347394,0.034417107260846,0.0582949981391334,-0.00581453253713944
2504831,0.00133713740023924,-0.0258160886310493,-0.0587503227348551
2638111,-0.0556862789589923,0.0125286704225781,-0.0584529831854792
2798047,0.0594261513084408,0.0110717540166854,-0.0192389885613906
2890510,-0.067720658122171,0.024692164756886,-0.093357962121506
3067939,-0.0316651366426411,0.00116353149926241,-0.0503825468789518
3160402,-0.0182831570910506,-0.0563624925681498,-0.0964246871631599
3317839,0.0626523908834013,-0.00101364626005171,-0.0318492792186105
3427795,-0.0785093621488102,0.0536395062471698,-0.0298622704678042
3537751,-0.00733342946803613,-0.0263733899379276,-0.0940992444720284
3707683,-0.050833812584834,-0.0511390612935185,-0.0554084438017154
3872617,-0.0666080539676028,0.0245832071957529,-0.0345105002236912
4007563,-0.0442373193516323,-0.0650551238334104,-0.0256386466107277
4112521,-0.0773648818365405,0.0284278532248108,-0.0578963093199664
4269958,-0.0218989711887943,0.0655647911825799,-0.00286734907562871
4449886,-0.073662026518174,-0.00472139833492161,0.02790211754139
4587331,-0.00766132476397402,0.0458552281342785,-0.0587912112348145
4740603,0.0257800602829412,-0.041090872832021,-0.0529034023062479
4840563,-0.100749900421055,-0.015465547706006,-0.00621514464634672
4970511,-0.0174948602755713,-0.0713267750182769,-0.03089229327167
5115453,-0.0629585630101033,0.0215733538831468,-0.0340258191869449
5192922,-0.114777449492381,0.00254161803375818,0.0736214266952772
5322870,-0.0853561957539593,0.0248112917699396,-0.0238687588395026
5455317,-0.0572997314869306,-0.00301495665690985,-0.0597040558318139
5582766,-0.0277978521464712,-0.0797961263361733,-0.0186969282821793
5682726,-0.0819788983689822,0.0600197896095877,0.0115984065126328
5820171,-0.0239749064464076,-0.0457534559247846,0.0578933004313859
5945121,-0.0893773057415359,-0.0133818043383752,-0.0042006597280117
6082566,-0.0650656134471626,0.0182932603496487,-0.0422538074175075
6215013,-0.0828112664817721,-0.0632782764302137,0.00895375954305818
6384945,-0.0352821098914094,0.0508057726416565,-0.029473813365515
6534885,-0.0675977438586405,-0.0106428556192732,-0.000756729468670834
6657336,0.0542498507858045,0.0224485091821258,0.0648393006007888
6810608,0.0347369726884113,-0.0626998045013429,-0.0275070890494746
6938057,-0.0454477238017218,-0.0631492311731999,0.0264095112287
7043015,-0.0934600524100624,-0.0281671624059859,0.0112709337437831
7177961,0.00357587452269716,-0.0559507109450429,-0.0500505110988712
7300412,-0.0396517845188274,-0.0779056017869535,-0.00130929142718191
