Time_us,angl_accel_x,angl_accel_y,angl_accel_z,pos_x,pos_y,pos_z
1087898,0.0200223600725616,0.0118922982844022,0.000790473602836477,0.01194689,-0.01169482,1.382069
1185359,-0.0198118594906189,-0.0140388128824223,-0.00537642971281914,0.01016258,-0.009387458,1.589628
1255331,0.00572809281324025,0.0298594072709801,0.00454883671757489,0.008446722,-0.007326209,1.739761
1317806,0.0365915015223159,0.0128802283029375,0.00191389725177115,0.007187667,-0.005867342,1.87252
1387778,-0.0236733334777422,-0.0260706765913765,-0.00082386863203478,0.005438274,-0.003832978,2.022038
1435259,0.00354536752640124,-0.0538974975750726,0.00238954344875167,0.00447818,-0.002694431,2.123302
1492736,0.0088082495417199,-0.0352222503932053,7.94246542899401e-05,0.003317614,-0.001082474,2.243324
1535219,-0.020101862360642,0.0463628629990599,0.0011128731538672,0.002796522,-0.0001521179,2.332851
1585199,-0.0504039100450835,0.00490104926222495,-0.00193749358824529,0.001509557,0.001405316,2.436064
1667666,0.0334198041659713,0.000783046353310218,-0.00175909755630712,-0.0007429103,0.003900575,2.60374
1730141,0.0196195530189708,-0.0242040159008716,-0.00923048194573044,-0.002048157,0.005279155,2.729252
1787618,-0.0145462205202641,-0.0365860519595481,-0.00443411129760456,-0.003841036,0.007464767,2.841275
1890077,0.00636537430958278,-0.0304721958012438,0.00537761726722822,-0.006341815,0.01058532,3.036966
1970045,-0.00745838777253909,-0.0240336670060319,-0.00615983216247574,-0.008064391,0.0127916,3.183125
2020025,-0.0214855639539302,-0.0439107345903337,-0.00966305853759119,-0.009453913,0.01447988,3.272185
2050013,0.0130689522030989,0.0690735250254703,8.28152558156224e-05,-0.01034208,0.01551585,3.325267
2094995,0.0369472257801473,0.0335442067813215,-0.00120383764521585,-0.01111707,0.01648259,3.399137
2134979,-0.0340246539709862,0.0538200852821867,0.00293316561456766,-0.0117487,0.01732168,3.465233
2182460,-0.0497728488848678,-0.0133745142417198,-0.00198680954278456,-0.01286861,0.0189832,3.542545
2209949,0.0118822154913798,0.0733207100071829,0.00305855689716134,-0.01340077,0.01982423,3.584635
2259929,-0.0258739940674081,0.0388779302268905,0.00516751250330223,-0.01430173,0.02128965,3.660743
2309909,-0.0100098133917676,0.048295185567468,-0.0055863497088613,-0.01501043,0.02253903,3.733341
2339897,0.00390098768999724,-0.0777658467428506,0.00237544724795989,-0.01542985,0.02337837,3.776263
2387378,0.00324766433221659,-0.0444439369993627,0.0070394237694899,-0.0163985,0.02526454,3.842119
2417366,-0.0160917190688304,0.0678804900880841,-0.00370438092384222,-0.01677879,0.02615076,3.881384
2442356,-0.0114613142008979,-0.0829015144248163,-0.000871093279912198,-0.01713147,0.02701681,3.913496
2492336,-0.0054571860184225,-0.0426821974509776,0.00357712949153598,-0.01763147,0.02881237,3.974855
2547314,0.033541702087778,-0.021350841410843,-0.00298423526900003,-0.01783228,0.03095494,4.038564
2617286,-0.0164481257316519,-0.0373627196748577,0.0028456134217998,-0.0193087,0.03593715,4.115996
2669765,-0.0138946182429261,0.0472319955594844,-0.000251530249316806,-0.01992223,0.03999152,4.168795
2697254,0.0310386613497544,-0.0719061656367468,-0.00217046403269153,-0.02008612,0.04240105,4.195519
2734739,0.0522584993183088,0.0128941571980998,0.00220277932890111,-0.02029652,0.04605267,4.23021
2779721,-0.0286116448946567,0.0346249838782932,6.12551240995653e-06,-0.021215,0.05148148,4.271031
2862188,-0.0226779135538865,-0.0184691261311039,-0.0043601814169299,-0.02272398,0.06347286,4.340248
2889677,0.0228785023532806,0.0700081300529576,0.00380947327995429,-0.02304864,0.06788865,4.360786
2927162,0.0447694686004812,0.0542327122534722,0.00127782696158248,-0.02343589,0.07464699,4.388979
2955484,0.0159282999747861,-0.082465468247998,0.00484291822472687,-0.02377009,0.08003147,4.408782
2982973,0.00175307753562318,0.0872355990993512,-0.00101715371966018,-0.024238,0.08558854,4.427377
3017959,-0.0479694150896616,-0.0368485682820267,-0.00991949350479843,-0.02492513,0.09338749,4.450949
3087931,0.0228549866832047,0.0248032975777305,-0.00890535532021652,-0.02599735,0.1108183,4.494483
3137911,-0.0353958404759627,-0.0215077968657162,0.00198000068692553,-0.02645246,0.1249306,4.523093
3187891,-0.0236169931093614,0.0360969853118397,0.012903255814487,-0.0274907,0.1403654,4.550204
3255364,-0.016285253671661,0.0260907035362106,0.00149167178403438,-0.02847626,0.16373,4.584036
3297847,0.0415583509311436,0.0293994293767228,0.00359756081507116,-0.0291486,0.1795117,4.603808
3335332,0.0179350855721464,-0.0595105776117239,0.0109759981555074,-0.02941838,0.194778,4.620448
3377815,0.0112240088856863,-0.0571099186269102,-0.00465900012715306,-0.03002828,0.2124325,4.637987
3407803,-0.0536947914359418,0.0431815561447915,-0.00313967276185956,-0.0303569,0.2257755,4.649827
3437791,-0.0065103036207478,-0.0733987335856955,0.0113486073432925,-0.03092767,0.2395622,4.661747
3477775,0.0275562400663008,-0.0429881479509442,-0.00436364017785057,-0.03128208,0.2590781,4.676322
3522757,0.00180314664098214,-0.0498346068361014,-0.00432155895500142,-0.03162265,0.2823042,4.692182
3572737,-0.0377843950630318,-0.0227804979992269,0.00339793761165896,-0.03253867,0.3097574,4.708614
3620218,-0.00219260804505137,-0.0469618540238147,-0.00152699539809341,-0.03314274,0.3378919,4.723174
3665200,-0.00874191125397902,-0.0474155373010022,-0.00569079751595804,-0.03399725,0.3655062,4.736467
3730174,-0.0365069224619046,0.00366511236801298,-3.23076990107127e-06,-0.03467977,0.4081272,4.754057
3772657,-0.0618353677530468,0.00742653376606262,0.0103500580326217,-0.03579085,0.43695,4.76499
3805144,0.0597174846812482,0.0242425605971618,-0.00519042123894319,-0.03622484,0.4607311,4.772873
3847627,-0.0398505591038412,0.0309322738018412,-0.0115361342100439,-0.03718726,0.4917157,4.782852
3910102,-0.00708382881262495,0.0394237338651483,-0.00667354891966777,-0.03796267,0.5407034,4.796619
3935092,0.0178335744529312,-0.0811494161627446,0.00351357063716037,-0.03817903,0.5609268,4.801798
3982573,-0.0193272730610332,-0.0435241759086809,0.00434269219584494,-0.03880172,0.6001038,4.811031
4010062,0.0350088464355773,0.0677386283556174,-0.0041813194329021,-0.03950871,0.6238813,4.816537
4035052,-0.0501650032670379,-0.0827914078954863,0.00396864612402687,-0.03980593,0.645717,4.821159
4065040,-0.00557977609842113,0.0699920490699016,-0.00398222995317582,-0.03997452,0.6725452,4.826456
4117519,-0.0284815579084378,-0.0280360429427144,-0.00383741139041562,-0.04028732,0.7203157,4.83532
4179994,0.00213482874955941,0.0451193762139216,0.0115734980608487,-0.04094619,0.7791261,4.845185
4227475,-0.0489810809527965,-0.0199731193302545,-0.0236829345477298,-0.04147079,0.8261998,4.852384
4247467,-0.0444970708087796,0.020863072664849,-0.0901640405356061,-0.04171156,0.8462052,4.855325
4262461,0.059781469084495,0.0143762571811464,-0.122949295024833,-0.04173525,0.8614914,4.857437
4282453,0.0418833436113157,-0.0457884508732045,-0.0931318699515375,-0.04168519,0.882157,4.860152
4307443,-0.021831075671853,0.0846084508018716,0.00120912058133272,-0.04176455,0.9081746,4.863491
4332433,0.0456926525553067,-0.0677421193521623,0.0487228305710913,-0.04178658,0.9346092,4.866764
4357423,-0.0443775172944837,0.0532371186083218,0.049680802598605,-0.04174101,0.9614854,4.869913
4379914,0.0662522653007116,-0.0453466914006341,0.0579244318288141,-0.04169244,0.9854434,4.872591
4407403,-0.0202060988926841,0.0550676644903551,0.0583302340340454,-0.04149447,1.016474,4.875914
4442389,0.0298410832352195,0.0406135249858465,0.0403302468756634,-0.0412369,1.055853,4.879925
4469878,-0.0343239250323384,-0.0746747814638939,0.0455528654315825,-0.04096602,1.086806,4.882882
4499866,-0.0008902065023385,0.0732204338016896,0.0222778049967326,-0.04066304,1.121631,4.88607
4537351,0.0443913289706303,-0.0331393735471887,0.00356337355466705,-0.04009312,1.166635,4.89002
4574836,-0.0107945457469141,-0.0556017687913032,-0.0042880753280653,-0.03954168,1.211458,4.893685
4649806,-0.021159881837367,-0.0185289218251564,-0.0194791706891823,-0.03806393,1.305021,4.900639
4689790,0.0255826130334887,-0.0427646825924029,-0.0130357080199939,-0.03711902,1.356496,4.904087
4712281,-0.0840092115317445,0.0333547975647952,-0.00400880997098614,-0.03656119,1.386571,4.905991
4772257,-0.0445908551208584,-0.0405235461699577,-0.002868638260147,-0.03515588,1.467219,4.910666
