Time_us,angl_accel_x,angl_accel_y,angl_accel_z
1047914,-0.0579762087549664,-0.00357640123832081,-0.00520880182284058
1120385,0.0197549354420328,0.0228447670479811,-0.000826515132194237
1227842,0.01231918407171,-0.0110783525986414,0.0101768125701568
1332800,0.00410290427232116,-0.0201471914857832,-0.000987042449579774
1420265,-0.0219487585916999,-0.02154098292945,-0.000884560730193509
1515227,-0.0011775261906914,-0.0230542388208558,-0.00880799230017881
1595195,0.00482792323796544,0.0302090265850122,-0.00572093581123167
1695155,-0.0204232904133597,0.00315481018775905,-0.0088538098666855
1762628,0.0304317589758615,0.00223943218072619,0.00571473098551471
1840097,0.026316390690672,-0.00811731405026953,0.00337218224041293
1900073,0.0180309688842365,0.0286614841449488,-0.00475136714517943
1982540,-0.0247399854464361,-0.0134685578963286,0.00173982720448446
2065007,0.0175213029061105,0.0172647411363111,0.00541307434429202
2114987,0.0036451201771595,0.0425509063562298,0.000242344382355702
2154971,-0.0167034843489846,0.0477369092438574,-0.00284568864967082
2193289,-0.00804013857073692,0.0600163482819023,-0.000853427402190998
2308243,-0.0149965134310056,0.0133501937689004,0.000323707453217652
2420698,0.00397719148373916,-0.0160874848755251,-0.00844959985966025
2503165,0.00120057815851128,-0.036399191245853,0.00389287495893384
2563141,0.0355968549361566,0.0158571524520916,0.00136885893262171
2613121,-0.00326877209006919,-0.051111629340305,-6.45270772510573e-05
2653105,-0.01559448526581,-0.0512917297103044,0.00341364642810984
2673097,0.00363986390547714,-0.102704684056502,0.000331344285033396
2718079,-0.0230284541561769,-0.0433187851923592,0.00246636356078951
2765560,-0.0460268399539445,0.00823267452025782,0.0033887926913367
2828035,-0.00805194194242938,-0.034279880690554,0.00953244436490602
2878015,0.0423575899165876,-0.00210677923776108,-0.00567969772560658
2945488,0.0136651430227056,0.0456921310717135,0.00205496658128743
3007963,0.018248068139885,0.0318103986577455,-0.00325897438502564
3082933,0.00927571033599678,0.0296461741362552,0.00261719323631819
3127915,0.0131428136975673,0.0459901412672231,-0.00160931970342871
3195388,0.030869885371754,0.00437420068180163,0.00339337371439539
3247867,-0.0211933514976704,0.0361378303385531,-0.00172738573700983
3317839,0.0375059383736648,-0.00352923926286287,0.00672344047090947
3350326,-0.00244051274622497,-0.0656296097791435,-0.000406747251374306
3382813,-0.0153339835294548,0.0640804163625797,-0.000988082770438967
3450286,-0.0278694248430236,-0.0192760175707243,0.00125216520158404
3505264,0.00142534284051506,0.03929722456651,0.00241872045300483
3565240,-0.0334691576959587,0.00830454410642084,-0.00700576201099323
3635212,-0.0210975755487937,0.0181928964088836,0.00723834825729728
3670198,0.00108936328066017,-0.065336219467208,0.0048221369073231
3742669,-0.00369700755330224,-0.0313591653058913,0.00494215533647651
3795148,0.0301604479532962,-0.0321139466746353,0.00354632657618087
3847627,-0.0418247336936788,-0.0194125639577708,-0.00359846474787243
3885112,0.0371821155596555,0.0393194340983739,0.00922780761031827
3925096,-0.0106120943850706,0.0494999569572896,0.00130323186235954
3970078,-0.00769095276111663,0.0501143336326939,0.00800514135684277
4012561,0.00693837649075525,0.0484044012012151,-0.0069903921618406
4090030,0.00445526428471362,0.0403165475944721,0.00240916865983133
4117519,0.0913972003161069,-0.0362957529244879,0.00101854376652756
4145008,-0.0660617005371215,0.00532103058511894,0.0380410379099481
4209982,-0.000462439718868617,-0.0293732187634591,0.0161605615871234
4260795,0.0334151770971138,-0.0248918138773696,-0.00141124239852241
4303278,0.00835251581662213,0.049896673902277,-0.00332856117536169
4333266,-0.00132936948528584,-0.0694337131152455,-0.0175291985644306
4375749,-0.0237591761073634,-0.0385516281674084,-0.019965850025025
4413234,0.0104425745661819,-0.0536287676626969,-0.00618225676331382
4453218,-0.0283761729424515,-0.0457614521929469,-0.00651380065011486
4503198,-0.0391588031970703,-0.0231027067523788,-0.00531907153284854
4570671,0.0214697613021862,0.0248034860421164,-0.00119974455733495
4635645,0.0339158094272474,0.011756410856216,-0.00209436292621947
4700619,-0.0128479935575509,0.0285933856518199,0.00213003467856152
4750599,-0.042830085978681,0.00476565834670103,0.000954456162414263
4820571,0.020405164671014,-0.0222050895493131,0.0015029734919602
4870551,-0.0107409441128255,0.0421002601486974,0.00784461941445312
4953018,-0.0350469453698596,0.00411496130316914,0.000763028591670505
5005497,-0.0457433872750135,-0.0004963587070063,-0.00598937313333311
5092962,-0.0199753835683529,-0.0132955568726032,0.00512103242911092
5132946,0.0506945158679148,0.0182956416748967,0.0124518574723826
5172930,-0.0462233267358216,-0.0294397848524621,-0.00244500136851709
5242902,0.0163147822145943,-0.0308169639274258,-0.00157100260933078
5312874,0.0365001882201814,0.0243011501258634,-0.00121173913428203
5402838,-0.0270723743319679,-0.0175032401124232,0.00109310956212845
5447820,0.0297323269601494,-0.0341935283530204,-0.00601866044423306
5492802,0.0450432117035983,0.0135945411491265,-0.00225345274747079
5532786,-0.00165369399965683,0.0539333373564847,0.00543098633078324
5582766,-0.0331522188175212,0.0273279304649119,0.00969771261062389
5642742,-0.030623549662806,-0.0153916258173625,-0.00376087451771829
5697720,-0.00663222193114076,0.0370209530986959,0.000504662399670926
5777688,-0.0269350124359493,0.00282232862258756,0.00861932232675801
5812674,0.052186658769473,-0.0277810563332211,-0.00911208084232447
5865153,-0.0265692129573141,0.0281764413743151,0.00809875265619469
5955117,0.0267023965269367,0.00885043457504283,-0.00075603744188094
6022590,0.0239220700251585,-0.0277790336724972,0.000615186917433454
6087564,0.0368949592078594,-0.0346301933821761,-0.00292533760555705
6117552,-0.0516730983794929,0.0591181689760384,-0.00459526594094467
6162534,0.0337360761070845,0.0328518540937315,-0.00568399259391698
6217512,-0.00263465164109389,-0.0395080112237058,-0.00113561388126763
6247500,0.000459956867875655,0.0674066779793916,-0.00464367837913105
6284985,0.0517188867966524,-0.0224930933044281,0.000541961722521062
6334965,0.02634673102979,-0.0350800269405726,0.00506295082640583
6388277,0.0284828542808844,-0.0262528751734654,-0.00127534501290851
6438257,0.0379615230500434,-0.0292151109750272,0.00414973402124738
6468245,-0.0547495520302497,0.0484677880285458,-0.00175673621665285
6535718,-0.0306577334315782,-0.0131865976558139,0.00327232726058556
6625682,-0.0179043748673563,0.0152055211475554,-0.00150353891697954
6658169,0.062025297631989,0.00374514489249833,0.000262567187446363
6750632,0.0174499170875718,0.0140650971948003,-0.00744279531773424
6833099,-0.0211194272744849,0.019617610261233,-0.00190987949270705
6888077,-0.0127981907899866,-0.0336595944445608,-0.00661145511423996
6928061,0.034592969671826,-0.0382685893608712,0.00951910810832311
6973043,-0.0521022618145952,-0.016355806472572,0.00309721740909189
7010528,0.0553570438887892,0.0192461399182698,-0.000783940590450558
7068005,0.03402049966966,0.00824781006988887,0.00371710743824717
7130480,0.016722252251511,0.0331359566431046,0.00257542592071216
7185458,0.036822643389337,-0.0108486782061373,0.010542637286507
7222943,-0.0499858121840587,-0.0225934661694312,-0.0048532456434279
7287917,-0.0228363211306511,-0.0224054396651786,0.00223148477403355
7342895,0.0523319021318859,0.00398161809532663,0.00349046554263977
7405370,0.0406445593734564,0.0018365837323882,-0.00429637815931646
7442855,-0.0490270580273028,0.0240989895022254,-0.00121082490790223
7487837,-0.017868412691972,-0.0433992516628455,0.00429970463556431
7540316,-0.0242942166591566,-0.0325898706755761,-0.00227811674948006
7590296,-0.0408085291056136,0.00761244352501539,-0.000475176183071035
7637777,0.0440511669208419,0.0198278202046556,0.00026565943968315
7702751,0.0300224888261725,0.0197830125739255,-0.00256410599992931
7745234,-0.0253888831844309,-0.043551669266111,-0.00240569831401547
7807709,-0.0183242300283808,0.0361478944932524,-0.000523716658089347
7857689,-0.0215419025727891,-0.0336511723228087,0.00500229488627579
7962647,0.0236310756264352,-0.0132800382278555,0.00071339500083692
8027621,-0.0350279288319764,-0.016136745405527,-0.00564336901763859
8087597,0.0364252835177582,-0.0144692638702594,-0.00355755662835299
8137577,0.0303941893373737,0.0260971849169257,0.00442307613786628
8182559,0.00478148893694959,0.049696688770975,-0.00700971946729096
8210048,0.0219820211698609,-0.0721111854901292,0.00513296429750163
8280020,-0.0212714628852611,0.022690766414126,-0.00528817630783979
8334998,-0.0287851028655126,0.0304848747557872,-0.00343965656945136
8414966,0.00381608739490053,0.0337343841176047,0.000238611631595068
8473276,-0.00249043768167212,-0.0370001658173712,0.00308231848216198
8500765,-0.0164323730055999,0.0732335269028181,-0.00843093954122509
8600725,-0.0112430282707184,0.0200475765525848,0.00667215292052651
8648206,-0.0326676587729757,0.0409770323969932,0.00890764167621414
8720677,0.0170871033193406,0.0283130926994386,0.00347762218718567
8793148,0.023648071746086,0.022020802184882,0.00800890006537502
8855623,-0.0285644259990132,-0.0152096070913304,0.00227485357162554
8913100,0.0342988674864771,0.011375150710324,3.86825187688306e-05
9003064,0.0149048244214865,-0.0194914871385206,-0.00174030257186568
9053044,-0.0334673564531149,0.0292852664828502,-0.00215558861203825
9108022,-0.0227494185246217,0.0324363764713419,0.00321280454706598
9158002,0.040812494230889,-0.00152500061615955,-0.00745224064055861
9280453,-0.0165954017983634,-0.0144596756198378,0.00558855108107747
9325435,0.0459792518225271,0.000741460614498409,0.0025923129782462
9362920,-0.0542130752030427,-0.00502800338197217,0.00467437284417822
9407902,0.0309459921075308,0.0381559296968064,-0.000831810447672659
9482872,0.0259219841950497,0.0199124895113304,0.00123339570440409
9535351,0.0304595211521664,0.0282565596754954,-0.00218688050777097
9585331,-0.0227273336160961,0.0370879142915952,0.00411586638454027
9645307,0.00389674629867045,-0.0362780403815835,0.00110097942445225
9720277,-0.0208646955367487,-0.0261228540235574,-0.00112488590354718
9795247,0.0199506465709982,0.0194802140947342,0.00236845540058547
9862720,-0.0149650767911789,-0.0238723988405599,0.0112633413615587
9932692,0.0208161218228306,0.0216730427578244,-0.00169934120767536
10000165,0.0238228482220824,0.0228046292475289,-0.00760933463429616
10040149,-0.044553929345972,-0.0307130763558544,0.00639388182442951
10115119,-0.0112398167417812,0.0254101877869038,0.00690767006096304
10172596,-0.00365618870884347,0.0371707585171884,0.00352580252246207
10205083,0.00150195986353012,-0.0708998357900162,0.000686894533585309
10230073,-0.0172105230066357,-0.0984384346887061,-0.00422484637958661
10240069,-0.0195806463774607,-0.202952124550046,-0.0118447758834733
10247566,-0.0232794033017754,-0.268107904624274,-0.00956226962491658
10255063,-0.0217905636383694,-0.294383809797398,-0.00106126622456396
10262560,-0.0143620619053081,-0.267570476577348,0.00478635135089322
10272556,0.00154211348800591,-0.217590739545471,0.00896802165436626
10287550,0.00703626532377247,-0.138051156499456,0.00300886815159302
10347526,0.0187871541205449,0.0350368365738742,0.00460189339416658
10372516,0.0100092062601937,0.0832961598637607,-0.00245789169733699
10395007,0.00515560488512758,0.103701977948666,-0.00305992154116467
10414999,-0.00943941408763341,0.100520726468889,0.00646839406063744
10432492,0.0367694603523665,0.111495043326472,-0.00400252450908879
10452484,-0.00508245280079467,0.109165886658246,0.00370318747113556
10472476,-0.0118959440150737,0.105917302829677,0.00183629318214105
10489969,-0.0220727449187883,0.128406293033538,-0.0114488598803399
10505796,0.0150665994676356,0.133668971735829,0.00376621678286417
10540782,-0.00981537375536217,0.066694952296951,0.00237429179516685
10560774,0.00983664798195009,0.106615836408388,0.00624205600810918
10630746,0.031136264308792,0.00938587084250275,0.00142743520558505
10708215,-0.0308697359458311,0.0122712516080983,0.00446639851915371
10763193,0.0129344752273008,-0.0382596062876005,-0.00209644992182144
10805676,-0.0350554734721162,-0.0349385876732827,-0.00436210782488807
10835664,0.0561325910104079,-0.0396659547309795,-0.00224783272810186
10868151,-0.00712275513521413,-0.0617707465052553,-0.0031340748208379
10940622,-0.000768623148304079,-0.033598333530031,-0.00283768611332417
10995600,-0.00645208359032412,-0.0417362338196964,0.00690492547283096
11038083,-0.00468317708216661,-0.0478041959189023,-0.00535647507349529
11078067,-0.0026491901961108,0.0589078144322176,-0.000237062800252581
11140542,-0.0272527942172239,0.0222779431305804,0.00458403884344026
11218011,0.0178983872954644,-0.0265527977571931,-0.00787829200678513
11262993,0.00696479730378048,-0.0527692100432744,0.00268625504536596
11320470,0.0100270421247255,0.0361311788081606,-0.000930500686353943
11367951,0.0389242470660651,0.0221418446810324,-0.00922339594545843
11450418,-0.027243271220624,-0.0108329507206208,0.00703012068743714
11527887,-0.00110251395223185,0.0271634086059674,-0.00926221459053888
11575368,0.0408288608680254,0.0124586654415665,0.00126875574209935
11637843,-0.0330345959020059,0.0213169176973451,0.0031980584962199
11672829,-0.0333546000639975,-0.0573506797648891,0.00278282711706353
11717811,0.0233889096605003,0.0422260076654609,-0.00552644675633564
11770290,-0.0276333386973473,0.030134044427759,0.00235082226557168
11810274,-0.057145126571525,0.0249071415225957,-0.0065644328519735
11870250,0.0293779682203477,0.0188196015170992,0.000983196317897514
11960214,0.0197286402062279,-0.0206412977952769,0.00468477847396505
12007695,-0.0435359476800449,-0.0122132290263539,0.00332826548873236
12085164,-0.0235605952518345,-0.0236319076254524,0.0032376319549147
12125148,-0.0476208404046108,0.0164417499979099,0.00168958227954282
12170130,-0.0308290328927395,0.0554224731249469,-0.000326845039976277
12202617,0.0150094095766451,-0.0626282278463861,0.00129080460137523
12272589,0.0225092751404565,-0.0178353522561514,0.00481361648125973
12317571,-0.0457631245282218,-0.00681755777502883,-0.00126932824282748
12350058,0.0670294111066001,-0.0229702585813901,0.000399658130623558
12380046,-0.048426935940507,0.0470178828328032,-0.0043668611586451
12412533,-0.00281385214661935,-0.065867372408507,-0.00397087742132758
12497499,0.0174243777708805,-0.0246505050517141,-0.00201405979581419
12564972,0.0229152720146544,-0.0253853853484363,0.000946444781109601
12605789,0.0309709668128621,-0.0441279204076974,0.00868821596399166
12640775,-0.0539044492859805,0.030075620835471,-0.000726390771180382
12690755,0.0174047236200452,0.0367344974564199,0.00635093854924347
12723242,-0.0526709820139651,-0.0392375647732364,0.00520963937328637
12768224,0.0141642006130801,-0.0476357739696106,-0.00919802469020559
12818204,0.0381332910379625,-0.0362038230359037,-0.000409863733436436
12885677,0.0148697377841283,0.0342520319346464,0.00577153617265117
12913166,0.0667346230241842,-0.0469419186325462,-0.00559788201449061
