Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
999600,-0.01079836,0.01070796,-1.12199,-0.005029211,-0.005321159,0.00217429,0.01084577,-0.01573528,-1.950837,0.02295338,0.01719522,0.0001859307
1002099,-0.01077635,0.0106771,-1.125892,-0.004984895,-0.005287912,0.002173556,0.01117081,-0.01512406,-1.951897,0.02294927,0.01719155,0.0001970679
1004598,-0.01074306,0.01063129,-1.13175,-0.004917828,-0.005238036,0.002173436,0.01101923,-0.01541936,-1.953315,0.02292247,0.01716909,0.0002158728
1007097,-0.0107216,0.0106007,-1.135658,-0.004873762,-0.005204872,0.002172645,0.01044122,-0.01516434,-1.954184,0.02289106,0.01714543,0.0002216013
1009596,-0.01050944,0.01035734,-1.141811,-0.004806471,-0.005153907,0.002171827,0.01044719,-0.01519465,-1.955096,0.02283292,0.01710407,0.0002061378
1012095,-0.01048881,0.01032666,-1.145722,-0.004760819,-0.005121436,0.002172098,0.0101752,-0.01548335,-1.956235,0.02281161,0.01707894,0.0001947984
1014594,-0.01045766,0.01028008,-1.151593,-0.004693919,-0.005069164,0.002172475,0.01059083,-0.01557016,-1.957326,0.02278884,0.01706114,0.000190309
1017093,-0.01043682,0.01024867,-1.155508,-0.004649347,-0.00503412,0.002172495,0.01025072,-0.01583937,-1.957903,0.02277739,0.01708437,0.0001977183
1019592,-0.01040581,0.01020125,-1.161384,-0.004582908,-0.004982822,0.00217267,0.01042071,-0.01577518,-1.959501,0.02276628,0.01714863,0.0002296232
1022091,-0.01006646,0.009829198,-1.165581,-0.004539396,-0.004948812,0.002172859,0.01061977,-0.01619332,-1.961282,0.02273812,0.01719405,0.000249344
1024590,-0.01003479,0.009781038,-1.171466,-0.004472599,-0.004899005,0.002171654,0.01049777,-0.01591236,-1.962154,0.02269668,0.01726642,0.000263351
1027089,-0.01001407,0.009749497,-1.175392,-0.004429739,-0.004865355,0.002170871,0.01022153,-0.01562828,-1.96318,0.0226706,0.01729381,0.0002525532
1029588,-0.009983393,0.009701674,-1.181284,-0.00436509,-0.004815749,0.002171951,0.01022632,-0.01625293,-1.964925,0.02262317,0.01731211,0.0002397524
1032087,-0.009963287,0.009669186,-1.185215,-0.004322825,-0.004783553,0.002172346,0.009879456,-0.01623477,-1.965883,0.02258185,0.01730601,0.0002390717
1034586,-0.009628681,0.009294283,-1.191379,-0.004257329,-0.004736408,0.002172485,0.009766953,-0.01631101,-1.967367,0.02250739,0.01725536,0.0002542246
1037085,-0.009609235,0.009261523,-1.195315,-0.004215586,-0.004705016,0.002172504,0.009678614,-0.0164472,-1.968545,0.02244827,0.01718122,0.000275385
1039584,-0.009580306,0.009212431,-1.201223,-0.00415048,-0.004657202,0.002172393,0.009606809,-0.01628052,-1.969683,0.02235508,0.01703097,0.0002971556
1042083,-0.009561406,0.009179824,-1.205163,-0.004107163,-0.004625166,0.002171483,0.009292971,-0.0163256,-1.970868,0.0223147,0.01692529,0.000293679
1044582,-0.009533738,0.009130808,-1.211078,-0.004041878,-0.00457708,0.00217066,0.009152019,-0.01635151,-1.971825,0.02227645,0.01679,0.0002660082
