Time_us,angl_accel_x,angl_accel_y,angl_accel_z
3158052,2.77712346925313,-0.804686661422238,-0.326253585128815
3201203,3.12252843032976,-0.874801082682362,-0.401178542419706
3241777,3.34535762851348,-1.00293843490964,-0.45746333127422
3285365,3.04318110330846,-1.17112132580519,-0.359513866535975
3325281,2.8079249960157,-1.54409305739353,-0.43849633043273
3379097,2.29927296515957,-1.6684221036288,-0.393721391345901
3417846,2.6385690329299,-1.67520122202943,-0.455084937357802
3459277,2.93736213499742,-1.55764839792366,-0.478069246463912
3502302,2.8356747866521,-1.13929751604618,-0.428260174632734
3552393,2.60404105000813,-1.21983557730149,-0.362643581018902
3595366,3.3551599769517,-1.35937526325626,-0.354003293532206
3636341,3.00537445828941,-1.12721241438715,-0.332622975509913
3679242,2.64488464154535,-1.38347929463795,-0.530235932551655
3719777,2.71117006919121,-1.89047872347439,-0.527076365191645
3759964,2.69200311076138,-1.93565391566231,-0.410845380431239
3802880,2.55632108844356,-1.96120353954953,-0.365029477767134
3843298,3.04266878773931,-1.80855323291239,-0.466799416695717
3883359,3.31510969102182,-1.5775946234493,-0.658713700797249
3927101,2.78082717310547,-1.21235002871089,-0.51441215357234
3976835,2.53812307275064,-1.02431436655367,-0.401437178468917
4019236,3.01182408241682,-1.38260972141855,-0.427087382930888
4061265,2.80632586067019,-1.97591223787572,-0.447530797852744
4105294,2.35808972863823,-1.88844694947865,-0.476608593488803
4154227,2.11746696129285,-1.74574956283657,-0.463603486240094
4205880,2.12262033787962,-1.79021780447764,-0.426068532335542
4249196,2.50585138946601,-1.42747983079419,-0.364351140920568
4288818,2.67181487984367,-1.41828287975415,-0.431973845568838
4332752,2.45797538104757,-1.58737839409538,-0.417500454868044
4372357,2.86134383602759,-1.5687015285763,-0.368060018147186
4413493,2.67863084103985,-1.17144398040509,-0.360948708522601
4457699,2.42734323515564,-1.14422068200397,-0.504480776083671
4497381,2.58116867180461,-1.48940818253899,-0.455491556927932
4550414,1.85073690783116,-1.19185984102802,-0.385059207519795
4600367,1.85630724436237,-1.71534216815038,-0.357448142782475
4646275,2.60918949438936,-1.96676792661714,-0.394087424374756
4695252,2.18691838929428,-1.12657464286847,-0.50977613800509
4738649,2.19198103501602,-1.8326033584631,-0.482016642462797
4779065,2.34791671835928,-2.09655320015451,-0.444858653033129
4820693,2.26004500402925,-1.71457950152346,-0.402509282734661
4873779,2.39586681330275,-1.01792063283208,-0.570557857965183
4923728,2.03221518053468,-1.41378654960724,-0.578157677259234
4977103,1.74612172545807,-1.39641947863641,-0.434953194768593
5016289,2.6016092450544,-1.80241792467,-0.506503425737762
5060388,2.34413366340237,-1.44323201046257,-0.580242408388197
5110500,2.4441752682285,-1.41225071915667,-0.519434262526249
5153887,2.37316356445341,-1.96381098800276,-0.415819364320091
5193327,2.29142309356451,-2.19644067221328,-0.519087702911037
5247767,2.23580836460873,-1.28491017855317,-0.517010004650403
