Time_us,angl_accel_x,angl_accel_y,angl_accel_z,pos_x,pos_y,pos_z
1047081,0.0460422297854189,-0.00387204129188698,0.00082396222059959,0.01149854,-0.01558259,1.223294
1124550,-0.0080160603463392,-0.0250366954041514,0.00337436534877135,0.01016119,-0.01409656,1.380645
1209516,0.0205891244278485,0.0129310639822914,-0.00319147680995335,0.008286584,-0.01190812,1.555621
1271991,-0.0123959093181448,0.0323212618548193,-0.00244564243068254,0.00702028,-0.01046308,1.685321
1366953,-0.0165346215772741,0.012484162571008,-0.00897261825048391,0.005494317,-0.00862426,1.883872
1419432,-0.0388670994709877,0.00138446187599589,-0.0042961119524586,0.004081045,-0.007075808,1.995248
1506897,-0.000999697147182368,0.0260288558773476,0.000712515153705435,0.002482863,-0.005326819,2.176109
1600193,-0.0224416769931762,-0.00274066661319901,-0.00651662273828579,0.001111121,-0.003473599,2.36737
1662668,-0.0176824751088213,-0.0317190499497978,0.00376633591701751,0.0002054361,-0.002064953,2.4955
1725143,-0.0290296995157705,-0.0240570108297161,-0.00328492532644526,-0.0004203298,-0.0009317634,2.619495
1805111,0.00553462399916937,-0.0310087805979491,0.0104137349491635,-0.001884016,0.0008567374,2.777657
1892576,0.0160605661059514,0.0272872019173535,0.00308119907401957,-0.003406305,0.002559576,2.946481
1945055,0.022486715019893,0.038088310381977,-0.000841608400839599,-0.004021653,0.003230622,3.043469
2000033,0.0418857898655464,0.0157059100857211,-0.00406095419975457,-0.005194284,0.004633852,3.143519
2035019,-0.0391978621875385,-0.0482652124337547,0.00625374598439399,-0.006121194,0.00574215,3.206749
2099993,-0.0276125821687141,0.0352389320280048,0.000680221442771865,-0.007449821,0.007275939,3.31994
2152472,-0.00302615606663433,0.0404263236579371,-0.00303098566565018,-0.008304003,0.00816863,3.408854
2199953,0.0335765878482948,0.0324207375107763,0.00871664446780726,-0.009553693,0.00957029,3.485719
2239937,0.0709398784916449,0.0108846065576864,-0.000506463922875017,-0.01047261,0.01058154,3.548959
2294915,0.0279251955683968,0.0246294582775044,0.0058465259568659,-0.01169696,0.0118955,3.633631
2322404,0.0487111716809416,0.0653524704972742,-0.000792686922433823,-0.0120891,0.0122457,3.674636
2359889,0.0505632068268544,0.0308243370843992,-0.00601288187428702,-0.01251699,0.01271695,3.727839
2392376,-0.0613633121685708,0.00854454803345805,-0.00155052746507972,-0.01332864,0.01392047,3.774652
2419865,0.0818944140362963,0.0139963047714429,0.00339785775197839,-0.01372585,0.01459215,3.811417
2482340,-0.0117601818209337,0.030702810134289,-0.000642211012432193,-0.0144766,0.01612772,3.894044
2547314,0.0337408249039263,0.00292863163637538,0.0041097412032944,-0.01491883,0.01734075,3.97356
2577302,-0.0547019887639022,-0.0423546882410699,-0.00519439382466089,-0.01519432,0.01803296,4.008282
2642276,-0.0304793150012125,0.00595314260011863,-0.00641339589408489,-0.01654495,0.02070425,4.082049
2707250,-0.031664659653009,0.00704925229703074,-0.00504662987397354,-0.01773367,0.0229866,4.148715
2759729,0.00483458585520621,-0.0397527848200774,0.00584246791075573,-0.01894415,0.02499573,4.198741
2799713,-0.0571894297956289,0.0135339471727068,-0.00526929169662134,-0.0207599,0.0272422,4.235518
2842196,-0.0532961057217371,0.00877941149139408,0.00390583302960781,-0.02316711,0.03009306,4.273199
2877182,0.0412776221462664,-0.048563960973995,-0.00136280162602344,-0.02501,0.03220756,4.301593
2922164,0.037874359361677,-0.0279327576681929,-0.00346777879353264,-0.02808337,0.03565299,4.3375
2969645,0.043993023970026,0.00872226229967751,-0.00347684581867817,-0.03188886,0.03994155,4.373634
2994635,-0.0462930946345435,-0.0752745113672062,0.00197596876604181,-0.0342821,0.04263829,4.391709
3017126,0.0126737954019755,0.0958884513686112,0.000203607713885373,-0.03658901,0.04522083,4.40742
3037118,0.00661423898690487,-0.111426775784931,-0.00314927149554586,-0.03858831,0.04742356,4.420606
3059609,0.00528926321074667,0.115745369459176,-0.0022035868914624,-0.04123079,0.05033774,4.436094
3082100,-0.00262911728593874,-0.105000270707945,0.0030418219054369,-0.04392443,0.05328136,4.450457
3102092,0.0393292903563906,0.0927296225819331,-0.00565509704988322,-0.04632243,0.05591158,4.462466
3129581,-0.0262022855030631,-0.0796168290137985,0.0106297714764076,-0.05019949,0.06019015,4.480068
3219545,0.0096291292197633,-0.0192962414585056,-0.00741693306355374,-0.0645244,0.07561058,4.530762
3254531,-0.00995064534491794,0.0628513852502908,0.0142247622493906,-0.07095493,0.08252122,4.549191
3294515,-0.00153483134820587,0.0560740287358292,-0.00419446917690402,-0.07876384,0.09089109,4.56871
3322004,0.00712820164784914,-0.073958518399839,0.0010005306445159,-0.08434034,0.09689029,4.581332
3351992,0.00773445161160102,0.0717758485423611,0.0036864362307419,-0.09081331,0.1038766,4.594777
3401972,0.0152736984960214,0.0466482017316516,-0.00583283547434031,-0.1024578,0.1161987,4.616556
3446954,-0.0233873625638823,-0.0414786695703342,0.00635024491709157,-0.1138349,0.1281196,4.63525
3529421,-0.0238187678644616,-0.0113152286671929,-2.49563011161132e-05,-0.1369745,0.1524005,4.666452
3591896,0.0266465324175892,-0.0187099819707887,0.00204985870388016,-0.1561039,0.1727251,4.687686
3627715,-0.00477872364742993,0.0741508553464889,-0.00685214397403467,-0.167979,0.1854338,4.69942
3650206,-0.0530756851272957,-0.0740490690458145,0.00138052967478092,-0.1755062,0.1935486,4.705962
3677695,0.0638437863967324,0.0376657771720854,-0.00614499505794868,-0.1853776,0.2041225,4.714636
