Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
3102172,-0.778904,0.7782143,-3.370347,0.0006163097,0.05140777,0.5650336,-0.1319593,0.1277974,-0.7589226,-0.02803449,0.01700241,-0.006837985
3205139,-0.7903284,0.7998941,-3.373993,-0.001911477,0.05274325,0.5662917,-0.1135453,0.09278395,-0.7172645,-0.001501999,0.002254986,-0.006691205
3309159,-0.8013579,0.8192542,-3.378307,-0.002954159,0.05596615,0.5651572,-0.132038,0.09507094,-0.6680282,-0.04493467,0.04734334,-0.01532973
3412920,-0.8128974,0.8376061,-3.376417,-0.008543065,0.06030802,0.5637591,-0.1607837,0.1267522,-0.5561501,-0.03221845,0.03192007,-0.009750255
3517065,-0.8273941,0.8543535,-3.379231,-0.01425248,0.06328771,0.5627626,-0.1628404,0.07025203,-0.5931402,-0.05871071,0.04713466,-0.0001498137
3620786,-0.8441592,0.8681369,-3.381018,-0.02238432,0.06402693,0.5629425,-0.1540575,0.05285753,-0.5419525,-0.05076643,0.002368586,-0.001226576
3725159,-0.8647483,0.880659,-3.385046,-0.02972132,0.06176787,0.5609198,-0.1785679,0.05614219,-0.4534408,-0.03871457,-0.02936095,-0.0002538321
3828181,-0.8856078,0.8884306,-3.390962,-0.03213632,0.05455178,0.5607916,-0.1873466,-0.02033112,-0.4676579,-0.01677778,-0.07553535,-0.009615113
3932921,-0.9096159,0.8952799,-3.383233,-0.03340653,0.04775395,0.5577617,-0.1633235,-0.02557263,-0.4208594,0.006402291,-0.1043836,-7.208505e-05
4036071,-0.9307664,0.8990759,-3.379615,-0.03712836,0.04298414,0.5565057,-0.1504277,-0.003214978,-0.3206954,-0.04778731,-0.04157019,0.02527893
4140595,-0.956559,0.90107,-3.371824,-0.03766836,0.03870007,0.555268,-0.1502728,-0.0499949,-0.352759,-0.04045019,-0.03748757,0.03698976
4245153,-0.9815249,0.9006613,-3.361229,-0.03878958,0.03544793,0.5568638,-0.125037,-0.05664802,-0.2427672,-0.0004633518,-0.02266681,0.05037026
4348479,-1.005372,0.8956521,-3.348804,-0.0339376,0.0342825,0.5580739,-0.08934119,-0.0961587,-0.1871293,0.004832485,-0.01838014,0.04038763
