Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
0,0.2867144,-0.05483304,-0.90141,0.01185438,-0.006953444,0.2716575,-0.01228492,0.02781994,-0.482038,-0.003430324,0.000238095,-0.00817009
102102,0.2813878,-0.05133605,-0.7793117,0.01131392,-0.007682463,0.2708206,-0.0169099,0.04072562,-0.4685687,0.00347612,-0.0132799,0.01732954
207097,0.2744679,-0.04633325,-0.6424481,0.01221494,-0.005636217,0.2659349,-0.02318421,0.01982582,-0.5308022,0.08506521,0.09264455,-0.0638796
310099,0.2673458,-0.04124191,-0.5106986,0.01726946,0.005094611,0.2594523,-0.05223731,0.05768533,-0.649193,0.04113436,0.1610476,-0.07795642
414865,0.256905,-0.03475951,-0.3566214,0.006834344,0.003369528,0.2590974,-0.07421511,0.006354082,-0.8587219,0.07119875,-0.07293719,0.01101836
517672,0.2455478,-0.03092431,-0.2326526,0.01358949,-0.001561794,0.2615722,-0.09510577,0.01546229,-0.9681561,0.09036032,-0.0758762,0.01257501
622674,0.2318097,-0.02121041,-0.08221883,0.01630061,-0.01352947,0.2594699,-0.09040717,0.0329303,-1.091034,-0.0005641712,-0.139421,-0.001344263
727309,0.2194482,-0.01090062,-0.01587907,0.01117264,-0.02888038,0.2613967,-0.096855,0.07142592,-1.192902,-0.09173485,-0.1387909,0.02802828
829908,0.2069447,0.002212515,0.04324457,0.005035933,-0.03963458,0.2586982,-0.0643869,0.09510743,-1.246385,-0.03588833,-0.05193894,-0.007001545
933003,0.1998289,0.01621377,0.03350796,-0.006686296,-0.03968235,0.2591088,-0.02624274,0.1127988,-1.30255,-0.1150054,0.002960558,0.02126997
1037862,0.1927431,0.03086727,-7.176772e-05,-0.02345539,-0.03796078,0.2602561,0.01211113,0.1205148,-1.30789,-0.1490802,-0.01606092,0.02060382
1142429,0.1912675,0.04209241,-0.07779993,-0.03259921,-0.0307658,0.260395,0.0291868,0.09811401,-1.336309,-0.02149872,0.06503209,0.0249096
1245858,0.1969603,0.04806131,-0.1681969,-0.03329312,-0.02720832,0.2606688,0.04383356,0.0723971,-1.247788,-0.01981414,-0.009897861,0.005271206
1350004,0.2038528,0.05281432,-0.2736001,-0.03235402,-0.02650001,0.2631207,0.06448333,0.07738452,-1.210361,0.03737054,-0.01452575,-0.007573802
1452958,0.2111415,0.05622475,-0.3850511,-0.03179494,-0.029763,0.2638353,0.08905082,0.05707428,-1.142014,0.02626378,-0.03685528,-0.02666791
1556987,0.2226396,0.05679874,-0.5002306,-0.03115898,-0.03041306,0.2644007,0.1002583,0.01960909,-1.01048,0.00282684,-0.01219643,-0.02408194
1660112,0.2392626,0.05163435,-0.6144391,-0.02590408,-0.02730676,0.2631779,0.138383,0.007591807,-0.9472445,0.05863572,0.03997932,-0.02487982
1765154,0.2602949,0.04264968,-0.7273187,-0.02289338,-0.02328837,0.2635029,0.1893212,0.0003050826,-0.8481028,-0.0021397,0.05811368,-0.006598384
1867991,0.2855841,0.02997517,-0.8351769,-0.02095269,-0.01558288,0.2633506,0.199534,-0.004626206,-0.7861823,0.02853363,0.06567334,-0.01513696
1972754,0.3131884,0.01443912,-0.9419881,-0.01336099,-0.007944253,0.2622665,0.1966712,-0.009135203,-0.6725219,0.07290172,0.07806137,-0.02777046
2076171,0.3399499,-0.001989556,-1.036349,-0.01034696,-0.0005478021,0.2631914,0.1934865,-0.00931941,-0.5801705,0.03237365,0.08150508,0.01051585
2181770,0.3676537,-0.02311699,-1.132318,-0.01129798,0.007054241,0.2638134,0.1857515,-0.05350562,-0.5512658,-0.03309611,0.06101563,-0.00748072
2284694,0.3923583,-0.04306321,-1.215931,-0.01157625,0.007315048,0.2638295,0.1364702,-0.07773039,-0.4320813,-0.01843747,-0.01448536,-0.01667683
2389445,0.4215274,-0.06793133,-1.291127,-0.0119004,0.0001844796,0.2643246,0.1415364,-0.06953077,-0.3138165,0.05219878,-0.08772057,-0.01129067
2492419,0.4497007,-0.08985031,-1.350311,-0.001213387,-0.006676806,0.2642452,0.1812511,-0.08608484,-0.2351079,0.124642,-0.03603258,-0.02058213
2597450,0.483956,-0.1151697,-1.409432,0.007312534,-0.007623203,0.2646414,0.1913349,-0.08153127,-0.1698712,0.08986033,-0.01466696,-0.01663401
2700220,0.5163512,-0.1348094,-1.455006,0.01333869,-0.001728303,0.266454,0.1961631,-0.05178704,-0.0997647,0.02579392,0.1031074,0.001889948
2805748,0.5518716,-0.1558738,-1.502129,0.01426891,0.01315348,0.2688572,0.1857919,-0.02883518,-0.07170584,0.01219236,0.1626451,0.004101044
2908790,0.5789357,-0.1695977,-1.539595,0.00945925,0.02562733,0.2705283,0.1408587,-0.005218703,-0.04659691,-0.02946082,0.08373378,-0.0129832
3013426,0.6055623,-0.1891867,-1.580899,0.009203998,0.02652881,0.2701183,0.08932092,-0.01056673,0.05155651,0.004709711,-0.04227605,-0.01502571
3116453,0.6237109,-0.2033894,-1.607577,0.01321996,0.02043156,0.2695906,0.05339639,-0.01647774,0.03301878,0.009644321,-0.06116342,-0.0161363
3221421,0.6444827,-0.2188794,-1.632023,0.01584595,0.01151531,0.2673081,0.04764294,-0.01607008,0.09957632,-0.01343666,-0.07577601,-0.0211379
3326115,0.6590464,-0.2289033,-1.647614,0.01474689,0.006878915,0.265518,0.03506249,-0.005243283,0.1240675,-0.02422265,-0.016595,-0.01041292
3427960,0.6735281,-0.2377091,-1.655162,0.01033521,0.006019382,0.2643319,-0.004290187,0.00300745,0.1141604,-0.05582679,-0.01403031,-0.007973071
3533402,0.685472,-0.244223,-1.663631,0.004648876,0.00993498,0.2634027,-0.01125694,0.003592509,0.08729756,-0.08818367,0.0503537,-0.004025336
3635786,0.6982865,-0.2497939,-1.665337,0.002863752,0.01616595,0.2610504,-0.02326175,-0.007797972,0.1338963,0.002715944,0.07853562,0.004898
3741195,0.7074782,-0.2549316,-1.668892,0.00628352,0.01736263,0.2603268,-0.01877332,-0.009509289,0.1184652,0.04525256,-0.002740723,0.01352086
3843979,0.7134047,-0.2582663,-1.666892,0.007798322,0.0126699,0.2597421,-0.04841458,-0.01087393,0.1495186,-0.009129819,-0.08056349,0.01352021
3949419,0.716697,-0.2605757,-1.664716,0.01560809,0.008449186,0.2597019,-0.08043642,0.004516321,0.1767711,0.04285996,-0.01304021,0.01370256
4052164,0.7163403,-0.2608407,-1.661657,0.02050421,0.004142223,0.2609088,-0.09166928,0.02651789,0.1556514,0.03519981,-0.02802432,0.007324345
4157946,0.7146292,-0.2586827,-1.657484,0.02564728,0.001894361,0.2613422,-0.09894399,0.03528701,0.09209147,0.03730646,0.01381934,0.001920213
4261797,0.7116729,-0.2535501,-1.650112,0.02242041,0.001707363,0.2607002,-0.08413924,0.08031592,0.05733814,-0.01791995,0.01416679,-0.01025218
4366200,0.7071406,-0.2447586,-1.642524,0.01552598,0.000220031,0.2587391,-0.1191464,0.1204633,0.07526935,-0.05187688,-0.01767419,0.0040288
4469817,0.7013263,-0.2343173,-1.63845,0.006412498,-0.001121561,0.2587869,-0.1143276,0.1222981,0.1042272,-0.08451221,-0.03388371,0.0127855
4575065,0.6956091,-0.220892,-1.634168,-0.003150492,0.001643259,0.2590322,-0.09618631,0.1521664,0.06476252,-0.09194675,0.02408299,0.009445636
4678304,0.6896482,-0.205419,-1.630511,-0.007552132,0.001832729,0.2590877,-0.110205,0.1466463,0.09611157,-0.09606537,0.01785746,0.01058213
4782094,0.6846231,-0.1897517,-1.627598,-0.01002446,0.001470914,0.2594622,-0.09427567,0.1348209,0.08374043,-0.007544753,0.0004939186,0.01762202
4885945,0.679502,-0.1735926,-1.625056,-0.01090451,0.002220863,0.2602891,-0.09472869,0.1598654,-0.00419393,0.003580629,0.01304555,0.01104074
4989928,0.6741604,-0.1574574,-1.625354,-0.01187135,0.002620852,0.2612384,-0.0791736,0.1574766,0.04319242,0.005004962,0.01752321,0.01881622
5093442,0.6685239,-0.1423833,-1.622604,-0.01372864,0.004952918,0.2637054,-0.08366109,0.137438,0.0553707,0.01712561,0.02144827,0.006652656
5198107,0.6647474,-0.1281424,-1.616555,-0.01565749,0.005670775,0.2642441,-0.06003458,0.1412475,0.05000029,-0.01188501,-0.02297355,0.004346478
5300836,0.6624812,-0.1138745,-1.607952,-0.01912935,0.008718919,0.2642555,-0.05052665,0.1369742,0.06867093,-0.03826,0.0481497,-0.01211588
5405742,0.6594332,-0.1006398,-1.604676,-0.02131773,0.01026963,0.2646282,-0.06040525,0.1281869,0.03606712,-0.001689883,0.0145736,-0.009868554
5508759,0.6557223,-0.08892526,-1.605701,-0.01856782,0.0124733,0.26465,-0.04107154,0.1102578,0.03290264,0.0161174,0.0211868,-0.02100374
5612459,0.6511075,-0.07934475,-1.607361,-0.01741476,0.01357443,0.2646623,-0.04011535,0.1037701,-0.01400571,0.01669878,-0.002117169,-0.02122176
5715687,0.6466898,-0.06991885,-1.607386,-0.01635678,0.01275773,0.2639294,-0.03547562,0.09718637,0.1071978,-0.0155873,-0.02170098,-0.02086839
5819839,0.6432081,-0.06495792,-1.605882,-0.01785929,0.008910891,0.2643801,-0.0407631,0.07767335,0.04414921,-0.01512483,-0.04290368,-0.0107763
5922743,0.6406324,-0.0608107,-1.60303,-0.01631193,0.006086003,0.2630257,-0.01500572,0.05866805,0.04460397,0.01933886,-0.02263854,-0.02766398
6027385,0.6390547,-0.05928646,-1.600876,-0.01134713,0.008592704,0.26236,-0.008986843,0.05831162,0.02186552,0.07963718,0.0524066,-0.02558022
6130751,0.6378564,-0.05722085,-1.599086,-0.008197729,0.01081238,0.2613104,0.001853209,0.03391797,0.03243872,0.03730606,0.01244598,-0.0218783
