Time_us,x,y,z,roll,pitch,yaw,V_x,V_y,V_z,Gyro_x,Gyro_y,Gyro_z
1000433,0.01257246,0.01321403,-0.9845889,-0.006540292,0.01681401,0.006234261,0.1110447,-0.01072495,-2.014163,0.02241528,0.09634848,-0.0003284852
2000033,0.177142,-0.02325176,-3.030782,0.003185552,0.08146919,0.006182851,0.1527858,-0.003119778,-1.822323,0.002622296,0.05887069,0.000603434
3000466,0.3685662,-0.03935836,-4.39766,0.000266236,0.02514539,0.00296588,0.3243856,0.01522821,-0.6979146,-0.0115587,-0.08487651,0.0007405493
4000066,1.035884,-0.05497348,-4.803438,-0.002722917,-0.03546026,0.002825131,1.032558,-0.007379365,-0.1577631,0.003539006,-0.0287334,0.0002717941
5000499,2.449691,-0.09837764,-4.908956,-0.001368437,-0.09616482,6.255946,1.810378,-0.03347299,-0.06515743,0.0069291,-0.0655897,-0.04466707
6000099,4.716508,-0.1726522,-4.953304,-0.003892381,-0.1524317,6.260747,2.705436,-0.05759409,-0.0394187,-0.004754408,-0.01581479,0.01420386
7000532,7.817828,-0.2778267,-4.973034,-0.001987715,-0.1689289,6.257512,3.390229,-0.07936602,-0.02342071,-0.002603844,-0.008483802,-0.003322603
8000132,11.49436,-0.3978489,-4.980241,-0.003380201,-0.1772539,6.259971,3.840966,-0.09185708,-0.01612956,0.0009352202,-0.007108578,0.002244486
9000565,15.54722,-0.5276052,-4.984358,-0.001306619,-0.1835704,6.25966,4.139534,-0.09843728,-0.01534822,-0.0005516433,0.001143772,-0.0011186
10000165,19.8397,-0.6607364,-4.988186,-0.0004078671,-0.191188,6.260003,4.341621,-0.108537,-0.00840231,0.00285549,-0.001447862,-0.0009196576
11000598,24.21723,-0.7916535,-4.993445,0.0005484759,-0.07613326,6.261705,4.108392,-0.09359083,-0.01257399,-0.001581764,0.06607306,0.003851241
12000198,27.95082,-0.8904008,-4.991574,9.980327e-05,0.01788979,6.267616,3.169351,-0.05788454,0.00164236,0.004858604,0.1004702,0.00608637
12999798,30.59129,-0.9452528,-4.987243,0.001968344,0.1401536,6.27863,1.925043,-0.0187957,-0.0004151511,0.002053075,0.1652143,0.01150251
14000231,31.79641,-0.9582753,-4.987958,0.009783214,0.2080888,6.276979,0.4514502,0.01717773,-0.006290779,0.04094992,0.06070777,-0.005398979
14999831,31.71383,-0.8494927,-4.990473,0.0473378,0.2543461,6.277922,-0.6428787,0.2690336,-0.002929149,0.02261422,0.01098813,-0.0003237892
16000264,30.66272,-0.4903951,-4.989323,0.111322,0.2693675,0.350443,-1.458336,0.3763209,0.002539891,0.1487526,-0.02978585,1.228025
16999864,28.81745,0.09977887,-4.993449,0.3044455,-0.178235,1.686875,-2.215993,0.9973049,-0.003501274,0.04438527,-0.001822897,1.104559
18000297,26.25424,1.301018,-4.997585,0.05922548,-0.3703602,2.640409,-2.894288,1.41546,-0.001563583,-0.1917745,-0.06024518,0.9182243
18999897,23.18867,3.027058,-4.996873,0.06580208,-0.3804589,2.700377,-3.261519,1.954587,-0.002527678,0.1626481,-0.02671396,-0.3477882
20000330,19.67839,4.843802,-4.999763,0.0346728,-0.3916728,2.721875,-3.712882,1.778109,0.0004423845,-0.05342336,-0.01803641,0.148794
20999930,15.86988,6.715071,-4.999569,0.05519189,-0.3945889,2.708738,-3.929915,1.896498,0.001220434,0.01778256,0.001167183,-0.05022005
22000363,11.84587,8.618629,-4.998875,0.04160679,-0.383109,2.720258,-4.093266,1.899503,0.0001519257,-0.001183624,0.1836469,0.01463272
22999963,8.006301,10.41336,-5.008347,0.05162824,-0.2606903,2.716764,-3.472163,1.593774,-0.005975376,0.001038532,0.09782969,-0.0002452637
24000396,4.95179,11.81142,-5.009833,0.04901776,-0.164335,2.728969,-2.514279,1.131696,0.003063429,0.007102901,0.109814,0.003997753
