Time_us,x,y,yaw,V_x,V_y,Gyro_z
1000036,0,0,3.312553,-1.019847,-0.2380326,0.4661388
1100006,-0.108798999999999,-0.031264,3.361062,-1.008555,-0.3348443,0.4734645
1200000,-0.213126,-0.0662940000000001,3.409402,-0.9690854,-0.3552059,0.4841622
1299994,-0.313239,-0.109243,3.459646,-0.9862107,-0.412377,0.4916603
1400017,-0.409397999999999,-0.159523,3.508329,-0.9147905,-0.4922582,0.4917059
1500001,-0.500524,-0.212951,3.554453,-0.9248574,-0.4721426,0.4441564
1600013,-0.58699,-0.270439,3.602726,-0.8830824,-0.5489573,0.4581724
1700004,-0.671122,-0.335826,3.645297,-0.8444259,-0.6181662,0.4219451
1800006,-0.753062,-0.405687,3.686414,-0.7996913,-0.7014195,0.4071974
1900009,-0.835718,-0.481407,3.72606,-0.7955071,-0.7017559,0.3803094
2000002,-0.915397,-0.561008,3.75893,-0.7712867,-0.7636574,0.3273059
2099990,-0.988755,-0.641316,3.78851,-0.7542908,-0.7678201,0.2973134
2200026,-1.058815,-0.723541,3.812186,-0.7366439,-0.7954884,0.2389452
2299991,-1.130368,-0.8067,3.835565,-0.6706841,-0.8423597,0.2266245
2400022,-1.199182,-0.889843,3.857707,-0.6700511,-0.8471158,0.2205593
2500004,-1.264011,-0.968982,3.87297,-0.6566518,-0.8685011,0.1468016
2600000,-1.326874,-1.049934,3.882837,-0.6469698,-0.8498501,0.1010717
2700055,-1.392015,-1.128402,3.890504,-0.6287513,-0.8709464,0.07090382
2800021,-1.454326,-1.209002,3.902294,-0.6140724,-0.8886015,0.1130151
2900009,-1.519872,-1.287373,3.91079,-0.5930606,-0.8909824,0.09085466
3000007,-1.58326,-1.368196,3.921103,-0.5832249,-0.909408,0.09942786
3099993,-1.652281,-1.447171,3.926703,-0.600416,-0.8896081,0.06049797
3200006,-1.719042,-1.529469,3.924237,-0.5766925,-0.9111364,-0.02277129
3299993,-1.789813,-1.605581,3.923999,-0.5852492,-0.8954823,-0.01166063
3400034,-1.85656,-1.685674,3.921094,-0.5623704,-0.917028,-0.02790591
3499986,-1.92362,-1.76013,3.919825,-0.5764999,-0.8968781,-0.0330978
3599996,-1.987475,-1.836433,3.918547,-0.5525927,-0.9057156,-0.0238097
3699995,-2.054092,-1.907596,3.919876,-0.5738598,-0.8767604,0.0007913855
3800007,-2.11658,-1.981602,3.917525,-0.5469353,-0.8811043,-0.0318902
3900014,-2.184351,-2.048186,3.915897,-0.5565035,-0.8539873,-0.03745855
4000007,-2.249792,-2.117815,3.914917,-0.5477331,-0.8674634,-0.02310767
4099994,-2.31873,-2.179778,3.914651,-0.5569732,-0.8413279,-0.01832483
4200005,-2.384818,-2.246117,3.91206,-0.560412,-0.8303695,-0.03807291
4300002,-2.451789,-2.30712,3.910659,-0.5652494,-0.8003393,-0.02744539
4400020,-2.516078,-2.372186,3.907349,-0.574153,-0.8091311,-0.04533562
4499987,-2.586379,-2.435901,3.905803,-0.5793208,-0.8194781,-0.02697137
4600038,-2.655192,-2.506102,3.903453,-0.59986,-0.8336676,-0.02814748
4699997,-2.72874,-2.569916,3.898369,-0.608075,-0.8130748,-0.05656511
4800010,-2.799237,-2.636382,3.895286,-0.6134481,-0.7983522,-0.04231369
4900007,-2.878469,-2.699685,3.892603,-0.6461193,-0.7815478,-0.03666349
5000005,-2.954141,-2.767074,3.8923,-0.6298175,-0.79511,-0.01189558
5100000,-3.039149,-2.840454,3.890226,-0.6404275,-0.7792122,-0.02722789
5200007,-3.118822,-2.913918,3.889364,-0.6433612,-0.7908458,-0.01774739
5299997,-3.201964,-2.987479,3.88905,-0.6396238,-0.7875981,-0.01125902
