Time_us,x,y,yaw,V_x,V_y,Gyro_z
1000049,0,0,1.394949,0.1471281,1.133449,0.1154698
1099966,-0.00730000000000075,0.10934,1.406679,0.1026484,1.128838,0.104714
1199984,-0.0116000000000014,0.216519999999999,1.418275,0.1057461,1.098511,0.1099529
1299971,-0.0233300000000014,0.324590000000001,1.428827,0.05704146,1.07889,0.1106367
1399996,-0.0336700000000008,0.430219999999998,1.43668,0.04755077,1.048122,0.07347246
1500004,-0.0520700000000005,0.532709999999998,1.443507,0.005179279,1.035407,0.06540582
1599988,-0.0674700000000001,0.632079999999998,1.450722,-0.004515173,1.009685,0.07116207
1699969,-0.0930199999999992,0.732230000000001,1.454374,-0.02584671,1.041526,0.03963871
1799988,-0.114149999999999,0.836279999999999,1.45319,-0.03316092,1.062312,-0.009500458
1899968,-0.136330000000001,0.935389999999998,1.448842,-0.04195473,1.090226,-0.04946745
2000024,-0.155270000000002,1.03818,1.446894,-0.03556921,1.099337,-0.01726495
2099970,-0.177029999999998,1.13996,1.439429,-0.06265749,1.071213,-0.06492338
2200012,-0.194980000000001,1.2375,1.428039,-0.05483188,1.015006,-0.1061082
2299973,-0.20879,1.32977,1.416948,-0.05707902,0.9905327,-0.1080226
2399995,-0.21997,1.42444,1.40423,-0.06030333,1.020293,-0.1197334
2500005,-0.228999999999999,1.52197,1.390995,-0.058853,1.058339,-0.1335844
2599991,-0.234819999999999,1.62391,1.376367,-0.04372304,1.066433,-0.1397025
2699982,-0.23808,1.72365,1.361695,-0.009732001,1.043985,-0.1416983
2799994,-0.23986,1.82214,1.347078,0.007688393,1.018596,-0.146801
2899993,-0.245650000000001,1.91617,1.331674,-0.02745161,0.983936,-0.147654
3000021,-0.248930000000001,2.00965,1.316363,0.008940835,1.023934,-0.1497471
3099973,-0.24719,2.10339,1.302093,0.02032534,1.024432,-0.1420831
3199991,-0.243210000000001,2.20036,1.286781,0.03916224,1.043589,-0.1540598
3299981,-0.235060000000001,2.30137,1.270556,0.04823243,1.01473,-0.1546372
3400025,-0.226220000000001,2.40021,1.256268,0.05930649,0.9958013,-0.1463407
3500014,-0.21931,2.49747,1.241657,0.09132187,1.038416,-0.1454831
3599995,-0.209900000000001,2.59849,1.228202,0.1048017,1.045218,-0.1340056
3699976,-0.199559999999998,2.69835,1.215582,0.1376435,1.044045,-0.1338852
3799998,-0.188199999999998,2.79769,1.203612,0.1278627,1.015756,-0.1219727
3899989,-0.175879999999999,2.89139,1.191805,0.117094,0.9756904,-0.120057
4000027,-0.16339,2.98387,1.179932,0.1227257,0.9571081,-0.1183094
4099980,-0.148900000000001,3.073,1.168435,0.09797975,0.9737558,-0.1264835
4199999,-0.136140000000001,3.16673,1.155386,0.1812239,1.015728,-0.1318777
4299978,-0.117349999999998,3.26144,1.147204,0.1961426,1.020314,-0.08151422
4400001,-0.0959900000000005,3.35915,1.143326,0.2209527,1.033136,-0.04544955
4500004,-0.0679000000000016,3.46324,1.142549,0.228636,1.063661,-0.008882863
4600012,-0.0391399999999997,3.56915,1.142902,0.2399163,1.059772,0.00320945
4699961,-0.0124600000000008,3.67275,1.143669,0.2222596,1.020904,0.001841508
4799975,0.0131499999999996,3.77441,1.146002,0.2387901,0.9904201,0.0207434
4899956,0.0328400000000002,3.879,1.151851,0.1921454,0.9834909,0.05539674
5000010,0.0506999999999991,3.9793,1.158168,0.1940538,0.9479875,0.06235183
5099975,0.06982,4.07721,1.163169,0.2073573,0.9967238,0.0501819
