Time_us,angl_accel_z
1119981,-1.3828068731423
1239880,-1.39187954303824
1359875,-1.40798667776083
1479905,-1.3224079545837
1579884,-1.58432758593502
1659873,-2.16442309533819
1739914,-2.32699124280635
1819913,-2.01142094362395
1899891,-1.79676334171093
1979928,-1.86991006082706
2059880,-2.14795370654967
2139953,-2.19208837969529
2219947,-2.12174907572352
2299885,-2.12009772470317
2359872,-2.51935796933234
2419927,-2.87095219179322
2479918,-3.08393096609717
2539904,-2.88265750101682
2599996,-2.55367941504686
2659861,-2.42958955784678
2739891,-2.16803698545573
2819912,-2.38329657904571
2879896,-3.06256402685513
2919926,-3.62961778961334
2959909,-4.16486641939785
3000014,-4.54950697565674
3039887,-4.76720842517082
3079897,-4.78385902343016
3119901,-4.80561962307478
3159881,-4.7983475368425
3200066,-4.75467201065085
3239890,-4.80947545140096
3279887,-4.92104164357837
3319901,-5.09954710283773
3359871,-5.34395964454606
3400007,-5.54461390457068
3439928,-5.58640238916191
3479918,-5.63668210924718
3519947,-5.62940354136365
3559867,-5.68678419689404
3600027,-5.86191382490115
3639897,-6.14665456873574
3679893,-6.32133037003455
3719901,-6.34260946640256
3759873,-6.18236378309638
3800070,-6.0560267319723
3839895,-5.99202820811684
3879895,-5.97565916478386
3919915,-6.01177445350971
3959891,-6.08087050054911
4000003,-5.96307615838126
4039883,-5.7134868204693
4079893,-5.53291756528644
4119937,-5.46638717368909
4159889,-5.46354550969047
4199994,-5.60009901948731
4239888,-5.76046107036852
4279883,-5.89807066521014
4319900,-5.95201819797118
4359874,-6.0647365044309
4400071,-6.15428948506787
4439917,-6.16041009741514
4479917,-6.17056614404008
4519925,-6.22863686365949
4559866,-6.24788006462156
4600001,-6.34980562542907
4639951,-6.5511818098777
4679882,-6.66309986783459
4719947,-6.64987390781861
4759880,-6.57425706646082
4799998,-6.43678347165607
4839885,-6.20734423883985
4879911,-5.92303533051474
4919901,-5.77298609127633
4959891,-5.6565314061902
5000072,-5.45007096579569
5039903,-5.20462611321559
5079882,-4.94183284539573
5119912,-4.69829034979654
5159870,-4.50534138678901
5200006,-4.43175195750007
5239892,-4.42859618229949
5279928,-4.5715676795181
5319907,-4.68936824587568
5359877,-4.75071482642828
5400044,-4.69358805665169
5439920,-4.8067039676243
5479896,-4.96372713027872
5519933,-5.12351847444672
5559890,-5.27231100244946
5600076,-5.37525619608406
5639945,-5.44156327945979
5679868,-5.51125743580717
5719919,-5.56772627440224
5759896,-5.50184024924961
5800004,-5.44396800320167
5839913,-5.14574109176037
5879878,-4.561411633682
5919926,-3.8956065465151
5979903,-3.2067884497524
6039914,-3.21142913220416
6079885,-3.69311005528394
6119896,-4.5134132717401
6159872,-5.37799350617998
6200038,-6.06044991908683
6239899,-6.41476969098919
6279866,-6.27632080472375
6319913,-5.65911011432134
6359887,-4.9905659040806
6400032,-4.49384924816382
6439958,-4.32678691454876
6479960,-4.57841491166458
6519930,-5.07498187459923
6559894,-5.56846528973043
6600032,-5.93481658953165
6639907,-6.19204236259165
