Time_us,angl_accel_z
1040056,6.53939934023613
1060033,7.37058592920997
1080012,7.86210342721932
1100006,8.12435102879749
1120031,8.41633482139803
1140038,8.68431514469304
1160045,8.90299075199731
1180013,9.0571242009479
1200000,10.0922688157678
1220027,10.0978844350228
1240195,10.091427525225
1260104,10.1294645867574
1280061,10.2041859748674
1299994,10.4008091256678
1320026,10.468434079563
1340043,10.5074101924036
1360032,10.6070853617908
1380056,10.73493886821
1400017,10.8578352263275
1420032,11.0374425031877
1440165,11.2168721714977
1460044,11.2668287947614
1480046,11.284117640861
1500001,11.1855637067407
1520038,11.1619339540555
1540049,11.1194335186509
1560091,11.0348254839623
1580060,10.9481076312961
1600013,10.9507143820617
1620142,11.027561392234
1640049,11.0889314987799
1660031,11.217314483743
1680068,11.2541401089594
1700004,11.2619016204783
1720056,11.277590191749
1740070,11.2855949352224
1760068,11.2981517043022
1780020,11.2778254892007
1800006,11.1573148680846
1820139,10.9264810609061
1840059,10.7758822107974
1860100,10.5758421602244
1880100,10.4577794444887
1900009,10.4042087408408
1920067,10.3694701279867
1940066,10.3266735140353
1960082,10.1434052458079
1980037,9.93982368128633
2000002,9.73481576295739
2020127,9.50851421944388
2040053,9.22513492298059
2060032,8.98765268708037
2080021,8.76562177360344
2099990,8.51311262967252
2120035,8.22857746464157
2140042,7.88476311634223
2160094,7.58955638278838
2180071,7.3450751254592
2220148,6.86709751272947
2260042,6.42425828055513
2299991,6.02516314232026
2340043,5.74973164681764
2380071,5.74355747463251
2420127,5.74322326327254
2460129,5.58899865087879
2500004,5.18163468346329
2540060,4.65827583221377
2580031,3.86695760052429
2640048,2.68847276985406
2760114,1.31275267385818
2860073,1.8597255157851
2940061,2.39122905841116
3000007,2.50923623446742
3060076,2.3846477100498
3140038,1.99322717761056
3299993,-1.30814193197438
3380085,-1.85369746787313
3460028,-1.86136367045455
3540041,-2.10770228903729
3620134,-2.08248470640782
3740054,-1.21412135328657
3860047,-1.24093589192888
3960129,-1.84412782350637
4060010,-1.74479938159125
4160028,-1.62732478404788
4240053,-1.94639961302978
4320028,-2.19310684793694
4380077,-2.51399395265985
4440056,-2.69567926517867
4499987,-2.88968643092329
4560079,-2.85746557175709
4620154,-2.71754388360461
4680035,-2.96459037643976
4740021,-3.32466484841313
4800010,-3.64906246856395
4840056,-3.77618979642297
4880102,-3.77304624020108
4920029,-3.63569566353835
4980060,-3.23744034458243
5040034,-3.00093801336561
5100000,-2.92684593610201
5160086,-3.15692199103644
5220132,-3.34687761136042
5280032,-3.27694456191598
5340103,-3.17508352020181
5400152,-3.34540204998736
5440076,-3.63550663971689
5480078,-3.90174867443327
5520034,-4.11756041272354
5560062,-4.0803882243623
5600002,-3.89745137035875
5660021,-3.35105723023316
5720026,-2.72731441355127
5780070,-2.83341907226666
5840050,-3.32686847423208
5880089,-3.68305295886337
5920033,-4.00374012614431
5960059,-3.92814948526979
6020124,-3.11374515811486
6080078,-3.10555871796492
6140029,-3.19826610595808
6200001,-3.3231156647307
6260040,-2.81616045741179
6340026,-2.15739783828684
6420126,-1.83016450599902
6540038,-1.23797201304114
6660077,-1.31677900753122
6760080,-1.5179383243655
6900011,-1.06625748150853
7020135,-1.37381778198664
7260100,-0.621009086819513
7780031,0.275070136412557
8300001,0.327493615159167
8660028,0.505179772746668
8940041,0.636582686216115
9060069,1.30032367341092
9320023,0.663107755044192
9420034,1.46027136963214
9560032,1.03919290695477
9680033,1.32104996765524
9780027,1.72424312522268
9860076,2.19134585929278
9940079,2.14975126511229
10140032,0.727811100933235
10600048,-0.379395708285295
10840105,0.656852154060916
11100016,0.565001424497882
11200037,2.0202396724227
11240036,4.26289356815071
11280028,6.02305633972145
11320063,6.54221899545816
11360051,5.68662735006974
11440041,-4.26002830629334
11460022,-7.69504078825987
11480035,-11.0704997945529
11500013,-14.1755434541247
11520038,-16.8765107280166
11540029,-19.1923582305291
11560042,-20.996725501018
11580046,-22.2460623190731
11600026,-22.9612592521518
11620146,-23.0252093778037
11640036,-22.7084019926694
11660008,-22.1927295054054
11680036,-21.4204179812772
11700054,-20.6367553955888
11720069,-19.9382501219613
11740030,-19.3173895813981
11760033,-18.7389240451111
11780028,-18.3241961457764
11800047,-18.1221830953223
11820143,-18.0654929918803
11840038,-18.0024800004881
11860041,-17.8898129735643
11880092,-17.8358823818263
11900038,-17.7489766595777
11920062,-17.618118181731
11940034,-17.3988937038115
11960108,-17.2195792725562
11980050,-16.995453226049
12000076,-16.7142202742701
12020175,-16.5257009527234
12040072,-16.4032081200959
12060021,-16.3598736275715
12080030,-16.3558797548524
12100006,-16.3600694458761
12120041,-16.314401563078
12140022,-16.3042353706003
12160022,-16.334159535565
12180035,-16.39049416541
12200021,-16.412388881537
12220130,-16.3942391318775
12240040,-16.3346436257696
12260026,-16.2644676001245
12280095,-16.1505033995174
12300062,-16.0079364311531
12320035,-15.9247563011027
12340032,-15.8796532167305
12360017,-15.7525129487802
12380079,-15.5742409866424
12400043,-15.3720075213287
12420128,-15.2259304238388
12440036,-15.0506259685413
12460022,-14.8493623929139
12480033,-14.62545310985
12500012,-14.4358477111568
12520056,-14.3256083387064
12540039,-14.272590344312
12560019,-14.2642524734675
12580082,-14.1875719157702
12600082,-14.1125594292814
12620190,-14.0443140229878
12640039,-14.0544016168892
12660009,-14.1145526038231
12680032,-14.2059166900363
12700008,-14.3280825137287
12720028,-14.3443766042909
12740029,-14.2795834114784
12760062,-14.1894182643714
12780040,-14.1568838526034
12800027,-14.1382724522069
12820133,-14.0905686054515
12840053,-14.0111427947922
12860040,-13.9023883267496
12880108,-13.8184946356835
12900068,-13.6831029222704
12920077,-13.6417359477148
12940042,-13.594553487667
12960100,-13.5572633119239
12980040,-13.5575749462623
13000065,-13.5915770706222
13020137,-13.6056495405364
13040032,-13.6156020244426
13060007,-13.6266691044554
