Time_us,accel_x,accel_y
1099978,-0.324666380804521,0.059892231099408
1159956,-0.515245928374792,0.311807845313394
1219983,-0.611962336781235,0.341692592395488
1279944,-0.536777691145568,-0.0208202109047185
1319963,-0.855530623071802,0.111044517422391
1380038,-0.793503324740648,-0.03221964474639
1440094,-0.576832197761496,-0.545598281414221
1499983,-0.586005931924603,-0.780522172760342
1579992,-0.356879048560295,-1.59353270118405
1659961,-0.499273464420114,-1.50519521903715
1740004,-0.594572326065762,-1.51553791139975
1840107,-0.471808309664874,-1.6205397872825
1919965,-0.382200420316337,-1.4493687061596
1999987,-0.429690538223395,-1.6737193012247
2080035,-0.438304742332927,-2.55727328712567
2179952,-0.334123727606125,-3.24847262000915
2280020,-0.294812145558312,-3.6082674103086
2479975,0.203809335597221,-4.72278035393816
2679945,-0.278621260363798,-5.75123104333172
2880025,0.140699067664886,-5.86728948882655
3080018,0.151803914977121,-7.46031714126296
3180034,0.318238888931495,-8.24857828987424
3260001,0.477344110749106,-9.07753688927455
3319991,0.481431107042957,-9.1804939606419
3419986,0.306427312367495,-8.99486109567388
3539987,0.262452349264895,-8.800682300689
3819982,0.136802912886075,-8.04934662048492
3999968,0.165390247159502,-8.0998907631635
4339970,0.128319775556549,-8.15685287373463
4499990,-0.256400410339897,-7.08204932393827
4599955,-0.285945471014064,-6.73802091015341
4740000,0.846695178833682,-7.75258688076355
4759963,1.51081003616465,-8.49036390366935
4779964,1.86734983902078,-8.91631565888778
4799937,2.39936788769224,-9.44135795245439
4820090,2.87823304619545,-10.0249341698426
4839971,3.41282325650123,-10.4817186344671
4859974,3.76936053110479,-11.017279954471
4879957,4.04409459284246,-11.5822559443008
4899929,4.31142142059652,-12.4863249326613
4919962,3.9437036382036,-12.5053977116663
4940024,3.48864721429326,-12.3011755513176
4959982,2.94649602640279,-12.1267177875402
4980030,2.56079616573664,-12.0444880216245
4999994,1.82040305877217,-11.9076434499688
5020110,1.36152143025078,-11.7274913106165
5119966,-0.360366854597842,-10.2378580044514
5179970,-0.694914258640763,-9.74554692898404
5259974,-0.372891524612634,-8.98932851603729
5379943,-0.2435312251413,-8.58614129634813
5459987,-0.480746346452369,-8.01934967810518
5520012,-0.776586152050163,-7.57777819858542
5559975,-0.830955752087275,-7.03618762931242
5599980,-0.996624087474117,-6.39666473833108
5640085,-1.04991201348942,-6.12112066761058
