Time_us,x,y,yaw,V_x,V_y,Gyro_z
1000008,0,0,1.40366,0.1698127,1.149697,-0.007885501
1099885,-0.00262000000000029,0.120149999999999,1.405339,0.1606098,1.117826,0.01019633
1199997,-0.00394000000000005,0.235039999999998,1.40581,0.1400928,1.113103,0.00760643
1299889,-0.010110000000001,0.343989999999998,1.405185,0.1348919,1.145309,-0.005600935
1400008,-0.0133600000000023,0.452299999999997,1.406185,0.1170466,1.086763,0.0001495233
1499907,-0.0188500000000005,0.550979999999999,1.404568,0.1043809,1.064589,-0.01888283
1599999,-0.0232600000000005,0.64799,1.400461,0.07284236,1.043106,-0.04057479
1699890,-0.0310200000000016,0.739439999999998,1.397448,0.08701845,1.002273,-0.03350956
1799994,-0.0362100000000005,0.827109999999998,1.395271,0.07742336,0.9646164,-0.02385981
1899891,-0.0418900000000022,0.91046,1.391541,0.06325816,0.9848713,-0.04199661
2000007,-0.0460400000000014,0.998469999999998,1.386961,0.06538758,1.010663,-0.04399227
2099888,-0.0537899999999993,1.09114,1.382964,0.07426519,1.015841,-0.04740627
2199989,-0.0579300000000025,1.18458,1.378715,0.06496122,1.02746,-0.04232994
2299885,-0.0613300000000017,1.27538,1.371781,0.06760263,1.049828,-0.06778966
2400062,-0.0610800000000005,1.37066,1.365452,0.09402879,1.046247,-0.06685354
2499907,-0.0611099999999993,1.46953,1.358571,0.06779301,1.052259,-0.06693549
2599996,-0.0594400000000022,1.57059,1.353746,0.07523036,1.016506,-0.05387659
2699903,-0.0572900000000018,1.66944,1.348764,0.05260496,1.005993,-0.05015595
2799990,-0.0527300000000004,1.76684,1.341285,0.08381085,1.033504,-0.07354692
2899952,-0.0475999999999992,1.85926,1.329429,0.0899268,1.038327,-0.1077423
3000014,-0.0401699999999998,1.95716,1.318478,0.123561,1.026161,-0.09979317
3099891,-0.0320099999999996,2.05473,1.309239,0.1217643,0.9762,-0.09389126
3200066,-0.0237700000000025,2.15081,1.300341,0.1001702,0.9634246,-0.08405486
3299887,-0.0153199999999991,2.25149,1.288656,0.1171144,1.013994,-0.1081506
3400007,-0.00487000000000037,2.35545,1.279811,0.1205256,1.027881,-0.09346554
3499972,0.00526999999999944,2.4638,1.268932,0.1408697,1.049072,-0.09430927
3600027,0.0178799999999981,2.57222,1.257612,0.154413,1.059589,-0.1085949
3699888,0.032309999999999,2.68005,1.249274,0.1712967,1.044513,-0.08701417
3800070,0.0483499999999992,2.78998,1.2409,0.1741388,1.069124,-0.08043557
3899912,0.0631400000000006,2.89978,1.233102,0.1795044,1.032328,-0.07705013
4000003,0.0781199999999984,3.00538,1.228174,0.17555,1.002177,-0.05139123
4100002,0.0949500000000008,3.10746,1.221413,0.1636613,0.998928,-0.06326025
4199994,0.112089999999998,3.20678,1.21567,0.168229,0.9616953,-0.05948808
4299888,0.128689999999999,3.30842,1.210212,0.2138894,0.9877195,-0.06134087
4400071,0.148319999999998,3.41154,1.204321,0.2096965,1.026071,-0.05650324
4499922,0.171609999999998,3.5142,1.199228,0.2218584,1.041067,-0.04929244
4600001,0.193809999999999,3.62055,1.193374,0.2322231,1.016245,-0.05978155
4699965,0.2135,3.72768,1.190659,0.2162644,0.9805239,-0.03822939
4799998,0.231079999999999,3.83036,1.186161,0.2077269,0.9991969,-0.03597451
4899894,0.245979999999999,3.93187,1.18685,0.1884957,1.001084,-0.008828916
5000072,0.260949999999998,4.03321,1.186724,0.1749036,0.9778416,-0.005138396
5099923,0.2759,4.1343,1.188012,0.1693504,0.9764192,0.01092961
5200006,0.292059999999999,4.23379,1.188563,0.1736045,0.962182,-0.003284188
5299921,0.311129999999999,4.32595,1.188901,0.1852907,0.9516878,-0.001312966
5400044,0.331,4.41789,1.189576,0.1605245,0.9541985,0.005882218
5499916,0.353680000000001,4.50559,1.188664,0.1581134,0.8903211,-0.01198749
5600076,0.371959999999998,4.58871,1.189004,0.1177354,0.8314996,0.001659821
5699927,0.383589999999998,4.671,1.186798,0.1104849,0.755979,-0.02169172
5800004,0.392959999999999,4.74439,1.187616,0.08703923,0.7251754,0.0002178898
5899983,0.404149999999998,4.81092,1.191483,0.07857139,0.6950837,0.03040942
6000019,0.41375,4.87541,1.192229,0.06794327,0.6558287,0.005699517
6099907,0.424519999999998,4.93442,1.189283,0.06467874,0.6190227,-0.03415618
6200038,0.434979999999999,4.99304,1.187143,0.04963806,0.6264947,-0.02884337
6299929,0.44821,5.05556,1.18964,0.0942457,0.6916594,0.01930474
6400032,0.462769999999999,5.12213,1.189076,0.09657754,0.6772869,0.001390711
6499939,0.476219999999998,5.1825,1.188051,0.09404544,0.6481468,-0.01652007
6600032,0.49015,5.24416,1.185954,0.1161865,0.7216824,-0.01618021
6699978,0.50713,5.3093,1.185177,0.1757509,0.844062,-0.007813207
6800053,0.53023,5.39021,1.186945,0.2041935,0.9115085,0.02708534
6899910,0.55443,5.48129,1.192948,0.1884072,0.9390081,0.06116943
7000043,0.576180000000001,5.57169,1.199979,0.1660838,0.894628,0.07588309
7099932,0.595949999999998,5.65281,1.205919,0.1437673,0.8187715,0.0662624
7200060,0.613530000000001,5.72849,1.213966,0.1492594,0.8482218,0.08038063
7299970,0.631679999999999,5.80303,1.224411,0.1699656,0.9376705,0.103126
7400042,0.652139999999999,5.88929,1.239121,0.2107643,1.039257,0.1399887
7499951,0.677659999999999,5.98605,1.256573,0.2044909,1.07925,0.1744968
7600042,0.702199999999998,6.08741,1.273494,0.1578916,1.085464,0.1790671
7699968,0.72833,6.19114,1.294052,0.1598096,1.101905,0.1929405
7800036,0.751279999999998,6.29786,1.311182,0.1363291,1.11973,0.1782351
7899908,0.768840000000001,6.40505,1.331704,0.1162462,1.128911,0.2049624
8000047,0.784209999999998,6.51474,1.34807,0.1282339,1.144663,0.1720411
8099902,0.795579999999998,6.61868,1.364679,0.07091009,1.11919,0.1640448
8200046,0.802399999999999,6.72011,1.379895,0.04877516,1.077015,0.1513346
8299914,0.80442,6.81311,1.403974,0.03490501,1.045879,0.2269327
8400032,0.802630000000001,6.90341,1.437257,-0.02496351,0.9890761,0.333383
8499928,0.800169999999998,6.98408,1.456682,-0.0815571,0.9492353,0.2140322
8600030,0.793959999999998,7.06751,1.469689,-0.07084429,0.9742282,0.1335658
8699992,0.782019999999999,7.15501,1.479966,-0.08664922,0.9874875,0.09856319
8800017,0.76999,7.24679,1.487576,-0.09117126,1.017518,0.0714761
8899908,0.757929999999998,7.34086,1.4974,-0.1070382,1.026548,0.09306937
9000031,0.74549,7.43717,1.505664,-0.13757,1.01096,0.09008826
9099907,0.73292,7.53292,1.509117,-0.1271624,0.9969354,0.03673508
9200046,0.719379999999997,7.62948,1.509538,-0.1304862,0.9831973,0.008918691
9299902,0.70261,7.72366,1.508355,-0.1480308,0.9507141,-0.01229436
9400022,0.688269999999999,7.81407,1.504874,-0.1470317,0.9093528,-0.03297881
9499921,0.679790000000001,7.89838,1.497257,-0.1539315,0.8675824,-0.07422379
9600032,0.671559999999999,7.97944,1.490571,-0.1354633,0.8773662,-0.06741264
9699959,0.665129999999998,8.0563,1.484226,-0.1235273,0.9088357,-0.06024513
9799994,0.660019999999999,8.13958,1.475163,-0.1322405,0.950423,-0.08908451
9899920,0.6555,8.22934,1.465212,-0.08998654,0.9922931,-0.1083999
10000010,0.651779999999999,8.32645,1.456099,-0.1239848,1.04752,-0.09542178
10099894,0.646929999999998,8.42313,1.450629,-0.09136941,0.9974539,-0.05338183
10200011,0.640969999999999,8.51539,1.447451,-0.1020266,0.9239258,-0.01774299
10299900,0.632400000000001,8.60346,1.444074,-0.09305388,0.8654606,-0.03117064
10400035,0.625260000000001,8.68745,1.439138,-0.07865493,0.8382164,-0.03897323
10499907,0.618690000000001,8.76856,1.433447,-0.09632298,0.9028066,-0.05196608
10600007,0.611689999999999,8.86212,1.426404,-0.05907271,0.9873117,-0.05778706
10699958,0.605969999999999,8.96753,1.414596,-0.05167516,1.056783,-0.1124342
10800004,0.60239,9.07842,1.401114,-0.04918464,1.100786,-0.1341431
10899908,0.600939999999998,9.19625,1.388584,-0.03987509,1.138631,-0.1246249
11000005,0.601509999999998,9.31673,1.379727,0.004944643,1.170445,-0.09369092
11099914,0.604509999999998,9.4383,1.371014,0.005852773,1.18339,-0.08473089
11199994,0.605589999999999,9.55947,1.361485,0.007926908,1.193385,-0.09249285
11299948,0.60436,9.67903,1.354239,-0.002946312,1.17835,-0.07458309
11400030,0.604019999999998,9.79707,1.356703,0.00169521,1.15523,0.01403549
11499902,0.60446,9.90978,1.362249,-0.02233239,1.078899,0.0608533
11600022,0.604559999999999,10.0163,1.3637,-0.03449916,1.036529,0.02451844
11699891,0.608509999999999,10.12144,1.353924,0.02904283,1.043065,-0.09586519
11799990,0.614149999999999,10.22824,1.337336,0.02285355,1.091596,-0.1665722
11899912,0.620139999999999,10.33508,1.320301,0.02477444,1.102819,-0.1767408
12000008,0.626149999999999,10.44262,1.311805,0.05349426,1.073865,-0.08995572
12099898,0.631789999999999,10.55106,1.304187,0.05858049,1.060636,-0.07444265
12199998,0.638249999999999,10.65721,1.294139,0.08342409,1.008816,-0.1002786
12299913,0.64687,10.75432,1.284117,0.0457161,0.9434227,-0.1035644
12400033,0.654789999999998,10.84244,1.268554,0.04551307,0.8041567,-0.1567378
12499912,0.66816,10.9273,1.254446,0.03286783,0.7216311,-0.1500354
12599895,0.680309999999999,11.00607,1.242375,0.06025388,0.7452285,-0.1355173
12699891,0.700189999999999,11.09098,1.230316,0.1292733,0.8616725,-0.1202987
12800015,0.72578,11.18699,1.213439,0.1705104,0.9703486,-0.1687416
