name, accident, accident_maxdev, max_dev, attack_start_from_init, aggr_start_from_init, accident_from_init, attack_start_from_init_time, aggr_start_from_init_time, accident_time, attack_duration, success_attack_duration, crash_x, crash_y, spoofed_gps_x, spoofed_gps_y, pos_diff, start_time_x, start_time_y
attack-rhs_1773_1886_0.3_1.2, 1, 2.405544, 74.457722, 955, 1068, 108059, 9.5400, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 954.9900, 954.9900
attack-rhs_1774_1886_0.3_1.2, 1, 2.405544, 74.455116, 956, 1068, 108059, 9.5500, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 955.9900, 955.9900
attack-rhs_1775_1886_0.3_1.2, 1, 2.405544, 74.457978, 957, 1068, 108059, 9.5600, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 956.9900, 956.9800
attack-rhs_1776_1886_0.3_1.2, 1, 2.406494, 67.866194, 958, 1068, 108059, 9.5700, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5077, 1339.2276, 2382.2514, 1333.3103, 5.9639, 957.9900, 957.9800
attack-rhs_1777_1886_0.3_1.2, 1, 2.405505, 75.219387, 959, 1068, 108059, 9.5800, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 958.9900, 958.9900
attack-rhs_1778_1886_0.3_1.2, 1, 2.405513, 74.023330, 960, 1068, 108059, 9.5900, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 959.9800, 959.9900
attack-rhs_1779_1886_0.3_1.2, 1, 2.405515, 74.802782, 961, 1068, 108059, 9.6000, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 960.9900, 960.9900
attack-rhs_1780_1886_0.3_1.2, 1, 2.405383, 76.169627, 962, 1068, 108059, 9.6100, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2265, 2382.2514, 1333.3103, 5.9628, 961.9900, 961.9900
attack-rhs_1781_1886_0.3_1.2, 1, 2.405544, 74.443805, 963, 1068, 108059, 9.6200, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 962.9900, 962.9900
attack-rhs_1782_1886_0.3_1.2, 1, 2.405376, 75.663353, 964, 1068, 108059, 9.6300, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2265, 2382.2514, 1333.3103, 5.9627, 963.9900, 963.9900
attack-rhs_1783_1886_0.3_1.2, 1, 2.405544, 74.441221, 965, 1068, 108059, 9.6400, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 964.9900, 964.9900
attack-rhs_1784_1886_0.3_1.2, 1, 2.405543, 74.474353, 966, 1068, 108059, 9.6500, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 965.9900, 965.9900
attack-rhs_1785_1886_0.3_1.2, 1, 2.405542, 74.526397, 967, 1068, 108059, 9.6600, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 966.9900, 966.9900
attack-rhs_1786_1886_0.3_1.2, 1, 2.405461, 75.777838, 968, 1068, 108059, 9.6700, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9628, 967.9900, 967.9800
attack-rhs_1787_1886_0.3_1.2, 1, 2.405543, 74.500212, 969, 1068, 108059, 9.6800, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 968.9900, 968.9900
attack-rhs_1788_1886_0.3_1.2, 1, 2.405543, 74.521811, 970, 1068, 108059, 9.6900, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 969.9900, 969.9800
attack-rhs_1789_1886_0.3_1.2, 1, 2.405521, 75.235892, 971, 1068, 108059, 9.7000, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 970.9900, 970.9800
attack-rhs_1790_1886_0.3_1.2, 1, 2.405781, 63.979158, 972, 1068, 108059, 9.7100, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5077, 1339.2269, 2382.2514, 1333.3103, 5.9632, 971.9900, 971.9900
attack-rhs_1791_1886_0.3_1.2, 1, 2.405531, 74.583784, 973, 1068, 108059, 9.7200, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2266, 2382.2514, 1333.3103, 5.9629, 972.9900, 973.0000
attack-rhs_1792_1886_0.3_1.2, 1, 2.405553, 74.873217, 974, 1068, 108059, 9.7300, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9629, 973.9900, 974.0100
attack-rhs_1793_1886_0.3_1.2, 1, 2.405568, 74.293326, 975, 1068, 108059, 9.7400, 10.6700, 1080.5800, 1069.9100, 1069.9100, 2381.5078, 1339.2267, 2382.2514, 1333.3103, 5.9629, 974.9800, 975.0000
