Time_us,x,y,yaw,V_x,V_y,Gyro_z
1000433,0.5734141,0.01175001,6.281952,1.384683,0.01284291,-0.01533822
1100393,0.7176743,0.01093592,6.280493,1.579783,0.009862174,-0.01434331
1200353,0.8804527,0.01014063,6.27926,1.777853,0.007040619,-0.01227728
1300313,1.064413,0.008684606,6.278299,1.980107,0.003954434,-0.009201882
1400273,1.269386,0.007256882,6.277656,2.18823,0.001285042,-0.005925067
1500233,1.494752,0.005165766,6.27703,2.399212,-0.002045595,-0.00498222
1600193,1.741835,0.003116484,6.276851,2.611578,-0.004120928,-0.001317366
1700153,2.009676,0.0004990867,6.276748,2.824479,-0.00626851,0.000515001
1800113,2.299448,-0.001967124,6.276672,3.036859,-0.008066966,0.0003862821
1900073,2.610525,-0.004951905,6.276549,3.252008,-0.01034124,0.000316339
2000033,2.943665,-0.007923754,6.276444,3.466374,-0.0123791,0.0002307461
2099993,3.298203,-0.01176101,6.276307,3.681008,-0.01497252,0.0003206003
2200786,3.678586,-0.01547466,6.276193,3.895126,-0.01714162,0.0003137813
2300746,4.076956,-0.01982605,6.276041,4.108133,-0.01984538,0.0003275091
2400706,4.496989,-0.02406493,6.27592,4.320535,-0.02222138,0.0003176105
2500666,4.938272,-0.02899974,6.275752,4.526223,-0.02502226,0.0002195321
2600626,5.398832,-0.03385689,6.275622,4.699923,-0.02726864,0.0002403379
2700586,5.87553,-0.03955786,6.275455,4.844934,-0.02966566,0.0002462397
2800546,6.365862,-0.04498105,6.27533,4.964592,-0.03147509,0.0002650482
2900506,6.867737,-0.05090934,6.275166,5.059206,-0.03350377,0.0002393025
3000466,7.378564,-0.0566031,6.275051,5.1369,-0.03492206,0.0003067356
3100426,7.897563,-0.06290471,6.2749,5.195395,-0.03655897,0.0002380358
3200386,8.421877,-0.06887642,6.274789,5.240334,-0.03763005,0.0002506334
3300346,8.946632,-0.0752831,6.274666,5.273857,-0.03894927,0.0002982552
3400306,9.479427,-0.08140697,6.274575,5.296177,-0.03984049,0.0002825225
3500266,10.01609,-0.08806115,6.274476,5.310244,-0.04082097,0.0002694764
3600226,10.55334,-0.09424223,6.274405,5.317054,-0.04134886,0.0002777741
3700186,11.0931,-0.1005891,6.27433,5.315462,-0.04190112,0.0002288557
3800146,11.63181,-0.1065561,6.274288,5.309732,-0.04204541,0.0003057636
3900106,12.17164,-0.1128274,6.274242,5.300866,-0.04248532,0.0002550172
4000066,12.70926,-0.1187611,6.274222,5.286761,-0.04247051,0.0002967215
4100026,13.24693,-0.1251068,6.274207,5.272169,-0.042856,0.0003386702
4199986,13.78162,-0.1310637,6.274201,5.253965,-0.04290107,0.0002756155
4300779,14.3211,-0.1373399,6.274446,5.234297,-0.04169575,0.001461038
4400739,14.85206,-0.1429883,6.274713,5.216551,-0.0402486,0.003325522
4500699,15.38284,-0.1489419,6.274982,5.202378,-0.03911963,0.002588133
4600659,15.91047,-0.1544479,6.275497,5.185142,-0.03648841,0.004229193
4700619,16.43675,-0.1601498,6.275774,5.165534,-0.03537658,0.003452872
4800579,16.9597,-0.1652526,6.276547,5.147531,-0.03150842,0.007766585
4900539,17.48179,-0.1705516,6.276826,5.132464,-0.03057341,0.002341381
5000499,18.00093,-0.1751414,6.277365,5.116529,-0.02809838,0.005353097
5100459,18.51944,-0.1799822,6.277915,5.105343,-0.0259229,0.003999277
5200419,19.03557,-0.1841211,6.278216,5.095039,-0.0246949,0.003784358
5300379,19.55156,-0.1884863,6.278767,5.086649,-0.02242378,0.003779116
5400339,20.0604,-0.1920726,6.279072,5.078952,-0.0211535,0.003903663
5500299,20.57395,-0.1956841,6.279382,5.065055,-0.01996817,0.001226863
5600259,21.08479,-0.1987958,6.279688,5.052368,-0.01855884,0.003142928
5700219,21.59494,-0.2022191,6.279994,5.043512,-0.01748672,0.00129678
5800179,22.10316,-0.2051291,6.280304,5.036036,-0.01614787,0.00412772
5900139,22.61114,-0.2081524,6.280616,5.029167,-0.01501398,0.00169369
6000099,23.11735,-0.2108579,6.280681,5.022489,-0.01492087,0.001310819
6100059,23.62346,-0.2139465,6.281233,5.018868,-0.0126617,0.005367138
6200019,24.12833,-0.2166111,6.281301,5.017301,-0.0126156,0.00121928
6299979,24.63317,-0.219721,6.28138,5.014551,-0.0128325,0.0001159813
6400772,25.14201,-0.2223826,6.281921,5.011798,-0.0103498,0.00543538
6500732,25.6459,-0.2251333,6.281991,5.006914,-0.01049354,0.001187177
6600692,26.14886,-0.2275155,6.282063,5.005529,-0.01028119,0.0001330865
6700652,26.65225,-0.2300257,6.282609,5.007819,-0.007953769,0.003949078
6800612,27.15491,-0.231988,6.282671,5.00604,-0.007785286,0.002044764
6900572,27.65767,-0.2340443,6.282752,5.004517,-0.00787502,0.0001212586
7000532,28.15981,-0.2359096,6.282815,5.002826,-0.00765039,0.0003041666
7100492,28.66199,-0.2382277,6.282887,5.002157,-0.007631639,0.000292396
7200452,29.16359,-0.2402334,6.282955,5.002682,-0.0075275,0.000342736
7300412,29.66515,-0.2425043,6.283031,5.003332,-0.007640758,0.0003731586
7400372,30.1662,-0.2444576,6.283099,5.001767,-0.007498031,0.0003902891
7500332,30.66214,-0.246528,0.000219445,5.000622,-0.006158884,0.002796924
7600292,31.16267,-0.2483195,0.00027767,4.998446,-0.005907283,0.000929364
7700252,31.66352,-0.2506029,0.0003482496,5.000991,-0.005930022,0.0002503494
7800212,32.16424,-0.2525685,0.0004078496,4.998842,-0.005750249,0.0003143406
7900172,32.66555,-0.254869,0.0004774715,4.998606,-0.0058146,0.0003657948
8000132,33.16658,-0.2568814,0.0005376721,5.001235,-0.005570508,0.000359665
8100092,33.66799,-0.2593098,0.0006143571,5.00055,-0.00557132,0.0004396962
8200052,34.16903,-0.2613719,0.0006758662,5.000864,-0.00535186,0.000404224
8300012,34.67002,-0.2637174,0.0007372609,5.001306,-0.005329663,0.0003214228
8400805,35.17567,-0.2657471,0.000794342,5.001613,-0.005032631,0.0003699101
8500765,35.67622,-0.2681666,0.0008504394,4.997867,-0.005084381,0.0003109376
8600725,36.17645,-0.2702082,0.0009038472,4.996402,-0.004802527,0.0003329924
8700685,36.67721,-0.2725196,0.00096355,4.999106,-0.004751045,0.0003480627
8800645,37.17797,-0.2745083,0.001019768,5.001386,-0.004538376,0.0003911606
8900605,37.67915,-0.2768959,0.001074242,5.001599,-0.004523018,0.0003323993
9000565,38.18004,-0.2788982,0.001126969,5.00161,-0.004247946,0.0003650002
9100525,38.68112,-0.2811828,0.001188631,5.001733,-0.004271573,0.000409073
9200485,39.18186,-0.2830774,0.001239328,5.001664,-0.003851137,0.0003903446
9300445,39.68266,-0.2851765,0.001291847,5.001634,-0.003775343,0.0003602889
9400405,40.18301,-0.2869018,0.001339956,4.997223,-0.003496541,0.0003654729
9500365,40.68341,-0.2887885,0.001388574,4.999359,-0.003276647,0.0003403585
9600325,41.17884,-0.2904356,0.001432022,5.000903,-0.00291095,0.0003670563
9700285,41.67957,-0.2925993,0.00148049,5.000519,-0.00276929,0.0003499306
9800245,42.18017,-0.2944172,0.00151868,5.000004,-0.002456198,0.0003478071
9900205,42.68106,-0.29659,0.001562306,5.001655,-0.00239668,0.0003265664
10000165,43.18184,-0.2983863,0.001603545,5.001106,-0.002212051,0.0003411313
10100125,43.68314,-0.3004631,0.001649503,5.000827,-0.002188616,0.0003812485
10200085,44.18414,-0.3021591,0.001695075,5.000401,-0.001845184,0.0003968677
10300045,44.68535,-0.3040673,0.001736944,4.999877,-0.001808255,0.0003845361
10400005,45.18633,-0.3056113,0.001778941,4.999295,-0.001428077,0.0003885429
10500798,45.69257,-0.3073228,0.001820792,5.000862,-0.00129608,0.0003810349
10600758,46.19363,-0.308813,0.001858046,5.000231,-0.0009752488,0.0003971955
10700718,46.69511,-0.3108302,0.001898058,4.999788,-0.0008825074,0.0003462078
10800678,47.19635,-0.3125005,0.001936879,5.001049,-0.0005363344,0.0004027999
10900638,47.69792,-0.3145442,0.001974208,5.000629,-0.000477812,0.0003927434
11000598,48.19916,-0.3162654,0.002016168,4.999949,-0.0002026905,0.0004127087
11100558,48.70056,-0.3184615,0.002061015,4.998257,-0.0001922236,0.0004473062
11200518,49.20139,-0.3202658,0.002091103,4.995536,-4.807458e-05,0.0003732454
11300478,49.70228,-0.3224294,0.002132002,4.997225,-0.0001586952,0.0003969067
11400438,50.20297,-0.3241857,0.002170554,4.994729,8.686e-05,0.000446546
11500398,50.70242,-0.3262237,0.002205932,4.967715,-5.288847e-05,0.0004018817
11600358,51.19757,-0.3278692,0.002247689,4.911285,6.34148e-05,0.0004798678
11700318,51.68142,-0.3297524,0.002279835,4.831499,-9.35287e-05,0.0004121099
11800278,52.16084,-0.3313146,0.002532289,4.727674,0.0009993287,0.002537438
11900238,52.62983,-0.3334407,0.00256937,4.603721,0.0005786433,0.0004830782
12000198,53.08549,-0.3352209,0.002601394,4.462923,0.000384731,0.0003469363
12100158,53.5277,-0.3374382,0.002634512,4.30663,-7.728551e-05,0.0003521672
12200118,53.95341,-0.3392646,0.002670225,4.136821,-0.0002503374,0.0003996713
12300078,54.36349,-0.3413901,0.002711915,3.959128,-0.0008268818,0.0003985668
12400038,54.75478,-0.3431206,0.002758777,3.770298,-0.001004968,0.0004241747
12499998,55.12836,-0.3450227,0.002807914,3.575174,-0.001480365,0.0004270498
12600791,55.48475,-0.3466812,0.002858886,3.372838,-0.001599094,0.0004135242
12700751,55.81881,-0.3488255,0.002922615,3.167668,-0.001900858,0.0004386807
12800711,56.13091,-0.3506025,0.00297765,2.95246,-0.002122168,0.000434216
12900671,56.42307,-0.3526552,0.003044845,2.741524,-0.002397305,0.0004098361
13000631,56.69281,-0.3543331,0.003109406,2.524858,-0.002487384,0.0004823163
13100591,56.94212,-0.3561871,0.003181214,2.306824,-0.002739809,0.0004512421
13200551,57.16864,-0.3577303,0.003245097,2.091409,-0.002654234,0.0004469455
13300511,57.37469,-0.3595264,0.003319713,1.874537,-0.00265192,0.0004848193
13400471,57.55825,-0.3609525,0.003381666,1.665803,-0.002361942,0.0004338674
13500431,57.72175,-0.3624864,0.003445983,1.456287,-0.002274989,0.0004255487
13600391,57.86279,-0.3636712,0.003500446,1.243538,-0.001825969,0.000393981
13700351,57.98215,-0.3649224,0.003563445,1.035357,-0.001566598,0.0004406895
13800311,58.08039,-0.3658395,0.003629846,0.8209906,-0.001081094,0.0005196423
13900271,58.15776,-0.3667729,0.003691692,0.6101841,-0.0006174641,0.0004737694
14000231,58.21378,-0.3673978,0.003746507,0.4200194,6.704606e-05,0.0004632842
14100191,58.25256,-0.3679769,0.00379932,0.2607767,0.0009968315,0.0004150178
14200151,58.2756,-0.3682502,0.003847288,0.127868,0.002179072,0.0004302491
