Time_us,angl_accel_z
1039584,-0.145689166049355
1079568,-0.166240947276441
1119552,-0.163969136421195
1159536,-0.171233408414049
1199520,-0.182928536458009
1239504,-0.170558828955585
1279488,-0.158654844342489
1319472,-0.147918413838952
1359456,-0.127694817081996
1399440,-0.126775568445404
1439424,-0.112838119013436
1479408,-0.0992253204802332
1519392,-0.0999530994484422
1560209,-0.092033933558078
1620185,-0.0679761309642767
1700153,-0.0527629030266625
1780121,-0.0478288612207711
1860089,-0.0468042127535833
1960049,-0.0412285982633627
2080001,-0.0356497946608129
2199953,-0.0310516805530611
2359889,-0.0248335790276632
2559809,-0.019625873873371
2799713,-0.0156850334995407
3119585,-0.0116593807098335
3599393,-0.0076833654746428
4040050,0.0126937300793543
4259962,-0.0213003578671494
4679794,0.0109290809677006
5279554,0.00735022805474749
5559442,0.0142336271408038
5820171,0.0146304090846204
6100059,0.0138609786175261
6439923,0.0235432745484411
6779787,0.0154229971036703
6959715,0.0208570068734979
7179627,0.0177324729974891
7379547,0.0191237284653622
7579467,0.0201417625841375
7759395,0.0209830733136863
7940156,0.020275477006386
8120084,0.0207823945222817
8300012,0.0219948928512376
8479940,0.0230758486938852
8639876,0.0242870780735263
8799812,0.0250161799829361
8959748,0.0261327757005108
9119684,0.0260310220090105
9259628,0.0267511418638849
9399572,0.0285413058788162
9539516,0.0283746787203902
9679460,0.028896848279073
9819404,0.0295290720972942
9960181,0.0297869964411949
10100125,0.0297989185348284
10240069,0.0296490716812129
10380013,0.0301018057233208
10519957,0.030103930834649
10659901,0.0298455739167214
10799845,0.029672501238122
10939789,0.0295087376026826
11079733,0.0290377477081358
11219677,0.0288496804708816
11359621,0.0290246287032701
11499565,0.0286310137441125
11639509,0.0290868099719288
11759461,0.0342638686501067
11879413,0.0340328302458532
12020190,0.0266270580257385
12140142,0.0336891673832991
12260094,0.0354332127304573
12360054,0.0371625769059694
12460014,0.0379496626961453
12559974,0.0395825044968761
12659934,0.0420744870391765
12759894,0.0433923206578029
12859854,0.0459764842692766
12939822,0.0482437542334428
13019790,0.0502485572480335
13099758,0.0529805953812198
13179726,0.0556623330128993
13259694,0.0575774202093025
13339662,0.0595083488495118
13399638,0.0615611244635909
13459614,0.0630985165269594
13519590,0.0640984107872187
13579566,0.0652126204309599
13639542,0.0664294059958686
13699518,0.0688677575505299
13759494,0.0716075479130917
13819470,0.0736731990758901
13879446,0.075738426032435
13939422,0.0773980342269935
13999398,0.0789094818582926
14060207,0.0803223553261349
14120183,0.0804219008527675
14180159,0.0753471344785756
