Time_us,x,y,yaw,V_x,V_y,Gyro_z
999600,0.5696813,0.01349579,6.280979,1.380105,0.01432702,-0.01665791
1099560,0.7149577,0.0127888,6.279444,1.575525,0.01100077,-0.01485348
1199520,0.8793173,0.01153028,6.278116,1.760652,0.00737935,-0.01275946
1299480,1.061324,0.0100436,6.277082,1.946881,0.00395096,-0.009687315
1399440,1.26358,0.008022473,6.276236,2.161463,0.0001718133,-0.007899013
1499400,1.487441,0.00578806,6.275726,2.376866,-0.003063451,-0.004591797
1600193,1.735083,0.003139236,6.275647,2.594597,-0.00552173,0.0001311474
1700153,2.00201,0.0004074073,6.275555,2.80067,-0.007757294,0.0004395881
1800113,2.288773,-0.002651397,6.275465,3.002699,-0.01024314,0.0003121253
1900073,2.597372,-0.005812507,6.275354,3.214829,-0.01272181,0.0003023988
2000033,2.926275,-0.009595209,6.275247,3.419868,-0.01548895,0.0003408178
2099993,3.277593,-0.01359429,6.275122,3.646813,-0.01837589,0.000319582
2199953,3.651704,-0.01801871,6.274996,3.871557,-0.02131298,0.0002785671
2299913,4.0486,-0.0225613,6.274868,4.096188,-0.02412249,0.0003217515
2399873,4.467524,-0.02756692,6.274747,4.314648,-0.02718167,0.0003651013
2499833,4.908134,-0.03271508,6.274612,4.520327,-0.03007967,0.0002957392
2599793,5.368092,-0.03844781,6.274486,4.694307,-0.03280672,0.0002993156
2699753,5.839635,-0.04427086,6.27435,4.832248,-0.03507185,0.0002809859
2799713,6.328568,-0.05038643,6.274216,4.944108,-0.03725442,0.0002357256
2899673,6.829153,-0.05648207,6.274088,5.050294,-0.03925525,0.0003019739
2999633,7.341267,-0.06296553,6.273964,5.136969,-0.0411942,0.0002548503
3099593,7.861744,-0.06946084,6.273838,5.203027,-0.04291215,0.0002274819
3199553,8.389205,-0.07634573,6.273732,5.24201,-0.04416585,0.0002774407
3299513,8.919271,-0.08317228,6.273623,5.265986,-0.04529928,0.0002552394
3399473,9.453475,-0.09019241,6.273537,5.289759,-0.0464471,0.0002918954
3499433,9.988876,-0.09705747,6.273452,5.286787,-0.04705169,0.0002500686
3599393,10.52475,-0.1041058,6.273381,5.286565,-0.04776215,0.0002115466
3700186,11.06683,-0.1110523,6.273325,5.297194,-0.04834133,0.0002569287
3800146,11.60587,-0.1178482,6.273532,5.29004,-0.04737565,0.001433723
3900106,12.1423,-0.1241386,6.273758,5.260605,-0.04592017,0.003959077
4000066,12.67696,-0.1305517,6.27424,5.241803,-0.04344048,0.004028558
4100026,13.20948,-0.1365001,6.274479,5.232672,-0.04223949,0.003801665
4199986,13.74209,-0.1421373,6.274987,5.218716,-0.03965845,0.00426517
4299946,14.27139,-0.147352,6.275746,5.198746,-0.03557064,0.006829568
4399906,14.8004,-0.1524126,6.275766,5.192122,-0.03566347,0.002307037
4499866,15.32683,-0.1571349,6.276538,5.17693,-0.03167799,0.00773483
4599826,15.85224,-0.1619092,6.276566,5.161139,-0.03186106,0.001237542
4699786,16.37398,-0.1663065,6.277347,5.140479,-0.02793137,0.006943906
4799746,16.89054,-0.1706834,6.277636,5.144473,-0.02690859,0.001802823
4899706,17.41177,-0.1747246,6.277921,5.142084,-0.02575755,0.002916082
4999666,17.93221,-0.1789785,6.27846,5.124362,-0.02339935,0.00403062
5099626,18.44914,-0.1828396,6.278758,5.102478,-0.02209825,0.003427421
5199586,18.96567,-0.1866849,6.279052,5.102018,-0.02104214,0.00250376
5299546,19.48158,-0.1900562,6.2796,5.101494,-0.01857367,0.00500216
5399506,19.99765,-0.1932981,6.279666,5.101556,-0.01862429,0.0002290723
5499466,20.5131,-0.1962788,6.28021,5.099569,-0.01605318,0.003850801
5599426,21.02782,-0.1992672,6.280268,5.085971,-0.01609084,0.002020214
5700219,21.54527,-0.2021947,6.280331,5.071326,-0.01620918,1.423265e-05
5800179,22.05683,-0.2051505,6.280885,5.065843,-0.01375286,0.003996558
5900139,22.56717,-0.2077747,6.280953,5.054609,-0.01372912,0.002072017
6000099,23.07582,-0.2106618,6.281027,5.041847,-0.0137949,6.50975e-05
6100059,23.58338,-0.2133833,6.281579,5.03965,-0.01148203,0.005460416
6200019,24.09073,-0.2160658,6.281652,5.038087,-0.01156575,0.001257354
6299979,24.59749,-0.2186005,6.281727,5.036627,-0.01158696,0.0001078247
6399939,25.10365,-0.2212791,6.282033,5.021572,-0.01040971,0.001449646
6499899,25.6065,-0.2236061,6.282349,4.991345,-0.009037976,0.003173449
6599859,26.10712,-0.2259503,6.282414,4.977647,-0.009086056,0.0001191863
6699819,26.60644,-0.2281256,6.282488,4.977488,-0.008965749,0.0002676553
6799779,27.10684,-0.2302027,6.283026,4.976039,-0.00655514,0.005415844
6899739,27.60033,-0.231962,6.283095,4.954227,-0.006452456,0.001259778
6999699,28.09687,-0.2340077,6.283163,4.941645,-0.006471486,8.843228e-05
7099659,28.59239,-0.2359886,4.230706e-05,4.945449,-0.006351365,0.0002592651
7199619,29.08984,-0.2380894,0.0003465742,4.964084,-0.005188824,0.001499239
7299579,29.58893,-0.2399575,0.0004180857,4.980675,-0.005127284,0.001449508
7399539,30.08925,-0.2418717,0.0004810984,4.995294,-0.005020573,0.0001754527
7499499,30.59022,-0.2436191,0.0005535973,4.993229,-0.004869463,0.0003489277
7599459,31.08972,-0.2453753,0.0006192324,4.984197,-0.004743649,0.0003485465
7699419,31.58972,-0.2469653,0.0006950276,4.998075,-0.004589103,0.0004257519
7800212,32.09629,-0.2485472,0.0007536467,4.997607,-0.004388622,0.0003204137
7900172,32.59667,-0.2499627,0.0008181456,4.991146,-0.004087142,0.0003363555
8000132,33.09761,-0.2516927,0.0008685631,4.996698,-0.004017324,0.0002722652
8100092,33.59811,-0.2533825,0.0009258981,4.997656,-0.003791156,0.0003060939
8200052,34.09925,-0.2552289,0.0009833677,5.01005,-0.003750077,0.000303175
8300012,34.60102,-0.25696,0.001045779,5.010147,-0.003601813,0.0003645804
8399972,35.10152,-0.2589422,0.001100177,4.991101,-0.00367313,0.0003103092
8499932,35.59982,-0.2608347,0.001161887,4.974541,-0.003568754,0.0003815871
8599892,36.09748,-0.2628479,0.001220746,4.969366,-0.003619657,0.0003653762
8699852,36.59499,-0.2647119,0.001273949,4.971284,-0.003451728,0.0003161749
8799812,37.09298,-0.266795,0.001331173,4.973638,-0.003569856,0.0003930407
8899772,37.59124,-0.2687639,0.001386568,4.984072,-0.003454781,0.0003754176
8999732,38.0859,-0.2708244,0.001441251,4.99916,-0.003442968,0.0003634851
9099692,38.5863,-0.2727221,0.001485383,4.996376,-0.003366042,0.0002970231
9199652,39.08538,-0.2748393,0.001534577,4.990813,-0.003398316,0.0003221523
9299612,39.58532,-0.2768283,0.001589145,5.003078,-0.003291311,0.0004107544
9399572,40.08682,-0.2789195,0.001640875,4.998828,-0.003398004,0.000417711
9499532,40.58679,-0.2808405,0.001686163,4.991623,-0.003206308,0.0003390354
9599492,41.08754,-0.2827917,0.001728972,4.995668,-0.003133935,0.0003490685
9699452,41.58762,-0.2845579,0.001772339,4.988951,-0.002973506,0.0003438616
9799412,42.08778,-0.2863356,0.001818014,4.997343,-0.002889756,0.0003807771
9900205,42.59366,-0.2879321,0.00186027,4.995435,-0.002644437,0.0003739996
10000165,43.09324,-0.2895144,0.001903445,4.993614,-0.002439698,0.0004117148
10100125,43.59385,-0.2909189,0.001944421,5.00723,-0.002147656,0.0003979496
10200085,44.09599,-0.2926461,0.001985344,5.017749,-0.002035262,0.000384734
10300045,44.59918,-0.2943157,0.00202713,5.027107,-0.001827522,0.0004080704
10400005,45.10299,-0.2961512,0.002072138,5.025721,-0.001732406,0.0004469906
10499965,45.60568,-0.2978561,0.00211201,5.019839,-0.001501909,0.0003902478
10599925,46.10863,-0.2996351,0.002148851,5.019723,-0.001312413,0.00039799
10699885,46.61067,-0.301247,0.002179523,5.015399,-0.001127523,0.0003188464
10799845,47.11341,-0.3028997,0.002215557,5.024498,-0.0009348354,0.0003902607
10899805,47.61696,-0.3043681,0.00224641,5.03246,-0.0006092906,0.0003544024
10999765,48.1161,-0.3058464,0.002277729,5.039348,-0.0003859186,0.0003567713
11099725,48.62059,-0.3071531,0.002303913,5.035979,-0.0001027322,0.0003247019
11199685,49.12386,-0.3088166,0.002332124,5.028306,-3.209725e-05,0.0003625296
11299645,49.62731,-0.310422,0.002363897,5.035418,0.0001967236,0.0003792779
11399605,50.13168,-0.3122137,0.002394996,5.032671,0.0002700661,0.0003818936
11499565,50.63548,-0.3138666,0.002418585,5.014835,0.000431483,0.0003346426
11599525,51.13607,-0.315807,0.002446133,4.956892,0.0002401781,0.000367763
11699485,51.62878,-0.3176486,0.002476552,4.869253,0.0002391411,0.0003678407
11799445,52.1131,-0.3195798,0.002737346,4.761676,0.001034898,0.002629204
11899405,52.58456,-0.3213428,0.002768535,4.620625,0.0008057027,0.0004589959
12000198,53.047,-0.3232186,0.002795833,4.474767,0.0004552179,0.0002768524
12100158,53.49078,-0.3249424,0.00282585,4.330128,0.0001026472,0.0003587788
12200118,53.92086,-0.3267026,0.0028587,4.174136,-0.0001673958,0.0003981343
12300078,54.33474,-0.3282869,0.00290277,4.003459,-0.0004659545,0.0004266526
12400038,54.73158,-0.3298649,0.002938617,3.820066,-0.0006916377,0.0003722011
12499998,55.10946,-0.3312608,0.002985104,3.628497,-0.0008287109,0.0003973475
12599958,55.46894,-0.3329615,0.003038121,3.430691,-0.001200568,0.0004435545
12699918,55.80817,-0.3346076,0.003092451,3.226348,-0.001489659,0.0003979177
12799878,56.12751,-0.3363679,0.003148454,3.017069,-0.00181033,0.0004108679
12899838,56.42534,-0.3379876,0.003208026,2.804312,-0.00208691,0.0004055572
12999798,56.70222,-0.3396372,0.003268922,2.587374,-0.002422785,0.0004027313
13099758,56.95453,-0.3411162,0.003336072,2.371918,-0.002563668,0.0004621359
13199718,57.18784,-0.3425349,0.003393277,2.151935,-0.002535254,0.000406289
13299678,57.39843,-0.3437585,0.003457469,1.931478,-0.002478175,0.000427451
13399638,57.58786,-0.3448966,0.003519814,1.720761,-0.002260642,0.0004547943
13499598,57.75567,-0.3458456,0.003574167,1.50845,-0.00209318,0.0003794575
13599558,57.90195,-0.3466857,0.003628384,1.293388,-0.001843988,0.0003893606
13699518,58.02594,-0.3473473,0.003690325,1.076996,-0.001445626,0.0004769464
13799478,58.12849,-0.347905,0.003746294,0.8620728,-0.0009716229,0.000445924
13899438,58.20893,-0.3483028,0.003805452,0.6479221,-0.0004597444,0.0004904758
13999398,58.26859,-0.3485852,0.00385339,0.4400148,1.10707e-05,0.0004267765
14100191,58.30756,-0.348715,0.003905066,0.2576284,0.0008665926,0.0004452367
14200151,58.33078,-0.3487279,0.003956647,0.1134905,0.001847916,0.0004812687
