Time_us,angl_accel_z
1059576,-0.880070870517989
1119552,-1.00170813249093
1159536,-1.02555667786544
1199520,-1.12666760954861
1239504,-1.08203082015656
1279488,-1.03121486845434
1339464,-0.964832102685125
1399440,-0.904258994025006
1459416,-0.869156596915436
1519392,-0.825326128341412
1579368,-0.792915301700467
1639344,-0.756351223771717
1700153,-0.728228213456712
1760129,-0.706621570443201
1820105,-0.683270324644963
1880081,-0.781344935929488
1920065,-1.15394468250159
1960049,-1.35268743978569
2000033,-1.08934726443522
2119985,0.444821551297276
2179961,0.850194235897517
2419865,0.177571054841274
2519825,0.469736353807584
2599793,0.611153551801614
2659769,0.683461028995479
2719745,0.740878497033849
2779721,0.794967142000488
2839697,0.840065607599155
2899673,0.902411512384482
2959649,0.954918884736376
3019625,0.980900618605898
3079601,0.998371477118901
3119585,1.00947476220679
3159569,1.02176932995289
3199553,1.03807640472292
3239537,1.04108019012756
3279521,1.03820808301515
3319505,1.04493507359722
3359489,1.03229464442448
3399473,1.03103669023965
3439457,1.03804821531451
3479441,1.04552272848546
3519425,1.03859261390718
3559409,1.04547471952386
3599393,1.03915212259658
3639377,1.01595518340665
3679361,1.01219796732365
3719345,1.00067550239496
3760162,0.990609644256897
3820138,0.983855567710396
3880114,0.977069758298063
3940090,0.971880696169949
4000066,0.983539545880388
4060042,0.976265656005111
4120018,0.96224666579722
4179994,0.946675813308886
4239970,0.920472591548769
4299946,0.906281021815462
4359922,0.871832126673104
4419898,0.854090509240656
4479874,0.818179392740051
4539850,0.812250627634047
4599826,0.80629833198489
4659802,0.791265878737489
4719778,0.76111654119319
4779754,0.720845501488599
4839730,0.696750908102114
4899706,0.695777108597951
4959682,0.676966476666311
5039650,0.661189380202842
5119618,0.616619312125695
5199586,0.590254384110684
5279554,0.567220641702735
5359522,0.563737694928978
5439490,0.523071515752476
5539450,0.473656800804421
5639410,0.458716338303758
5739370,0.438525116847983
5840163,0.401045418947639
5960115,0.359279446217693
6100059,0.31201793269255
6259995,0.261551654353733
6339963,0.774618992131061
6379947,1.63892711407036
6399939,2.04100344727268
6419931,2.38081335586892
6439923,2.62569467208383
6459915,2.75940863113643
6479907,2.78527428527405
6499899,2.68050453196216
6519891,2.17650355483208
6599859,-1.45556091071416
6619851,-2.28852729179389
6639843,-2.98938079312675
6659835,-3.55143567484537
6679827,-3.9821679624109
6699819,-4.2636776832917
6719811,-4.34079477029042
6739803,-4.27450605195635
6759795,-4.13755394153425
6779787,-3.98070276231696
6799779,-3.83476508225995
6819771,-3.71399112659701
6839763,-3.62299761478362
6859755,-3.56041319477145
6879747,-3.51345597286314
6899739,-3.46603552772495
6919731,-3.4210068240546
6939723,-3.38424745392366
6959715,-3.34761352217055
6979707,-3.31030712424439
6999699,-3.26782106435718
7019691,-3.22911951187705
7039683,-3.19358860933019
7059675,-3.16106107999728
7079667,-3.12724849685157
7099659,-3.09823657177973
7119651,-3.070190275276
7139643,-3.04030417283547
7159635,-2.99732046297989
7179627,-2.94028374850695
7199619,-2.88648825021423
7219611,-2.82030458647082
7239603,-2.75383669198651
7259595,-2.69597676618483
7279587,-2.64975427739359
7299579,-2.61443053782758
7319571,-2.58147619302062
7339563,-2.55776104091875
7359555,-2.55383845317394
7379547,-2.56984661077236
7399539,-2.58593296048214
7419531,-2.61747749499333
7439523,-2.64643664346962
7459515,-2.67687549153184
7479507,-2.69523062162355
7499499,-2.71802599469637
7519491,-2.7375764869162
7539483,-2.75422949627368
7559475,-2.77477881762218
7579467,-2.79291778304203
7599459,-2.81543454134628
7619451,-2.82950339031955
7639443,-2.84808921411641
7659435,-2.86516275721256
7679427,-2.88803198369784
7699419,-2.90769268019424
7719411,-2.9303729647153
7739403,-2.94160724130614
7759395,-2.94309765990398
7779387,-2.94277009782866
7799379,-2.94862340198282
7819371,-2.96017203535629
7839363,-2.97080669234644
7859355,-2.97395585981763
7879347,-2.97664383217101
7899339,-2.97916556268724
7920164,-2.98423000315949
7940156,-2.98881552336457
7960148,-2.986479639974
7980140,-2.97861880755839
8000132,-2.95965877780499
8020124,-2.93939718403636
8040116,-2.92140369028169
8060108,-2.91104134428454
8080100,-2.9068591310259
8100092,-2.9017716910202
8120084,-2.89195958239988
8140076,-2.88709024267463
8160068,-2.88656822229316
8180060,-2.88942926169347
8200052,-2.90074473732546
8220044,-2.91084352733424
8240036,-2.92170140799966
8260028,-2.91982599030332
8280020,-2.90738573709232
8300012,-2.89248037341582
8320004,-2.8774657218742
8339996,-2.87064307335275
8359988,-2.87074852712463
8379980,-2.86906515710172
8399972,-2.85953717562156
8419964,-2.85555688212272
8439956,-2.84393977481174
8459948,-2.84021528452954
8479940,-2.83724162538301
8499932,-2.8348292832831
8519924,-2.83293327872655
8539916,-2.82952690696152
8559908,-2.81742992630638
8579900,-2.80563614222693
8599892,-2.80699156948973
8619884,-2.79971709653371
8639876,-2.79217723491209
8659868,-2.77825502407948
8679860,-2.76559719273584
8699852,-2.75911062630822
8719844,-2.75069272326922
8739836,-2.74091381955958
8759828,-2.72539779078808
8779820,-2.71860564843016
8799812,-2.70003890142525
8819804,-2.69095164235892
8839796,-2.68955091238572
8859788,-2.68707107099113
8879780,-2.68322519311641
8899772,-2.67867957835891
8919764,-2.67848263425903
8939756,-2.66862673465805
8959748,-2.67016463686264
8979740,-2.66135442808416
8999732,-2.65069408598725
9019724,-2.6390165157668
9039716,-2.61919676014141
9059708,-2.60692672759808
9079700,-2.59438194469365
9099692,-2.58003000632753
9119684,-2.55786821369559
9139676,-2.53851242307925
9159668,-2.51320738271159
9179660,-2.49033109393205
9199652,-2.47849860770101
9219644,-2.46072902685645
9239636,-2.44520854319634
9259628,-2.43098084198254
9279620,-2.41744445579525
9299612,-2.4083051042261
9319604,-2.40276306530525
9339596,-2.39586468974173
9359588,-2.38904460057007
9379580,-2.39683478997259
9399572,-2.39073415760627
9419564,-2.38159507627762
9439556,-2.37899361755335
9459548,-2.37292197867051
9479540,-2.3635429379151
9499532,-2.34547714431454
9519524,-2.33440340419214
9539516,-2.32198310798109
9559508,-2.31612019592581
9579500,-2.29553514145356
9599492,-2.27762257909967
9619484,-2.26830881878386
9639476,-2.2590123782483
9659468,-2.24327482863269
9679460,-2.23546581965514
9699452,-2.22585602986946
9719444,-2.21503916974183
9739436,-2.20359634964658
9759428,-2.19884413940729
9779420,-2.1871276533611
9799412,-2.17102845388356
9819404,-2.15553425996118
9839396,-2.13150950381774
9859388,-2.117670921823
9879380,-2.10342362066086
9899372,-2.08621944141961
9919364,-2.06229683175885
9939356,-2.04887470231681
9959348,-2.02111857791378
9979340,-2.00540334841216
10000165,-2.00100629233699
10040149,-1.98586973401702
10080133,-1.96119355708709
10120117,-1.94717355090528
10160101,-1.93755637076258
10200085,-1.90804943408935
10240069,-1.86322492728111
10280053,-1.82364629603012
10320037,-1.78450188704487
10360021,-1.74299710092472
10400005,-1.71254748770274
10439989,-1.69551410486376
10479973,-1.66558211193142
10519957,-1.63453461750714
10559941,-1.59813377643603
10599925,-1.56139037235145
10639909,-1.50951659593603
10679893,-1.47107900347407
10719877,-1.43118395691312
10759861,-1.39392183567315
10799845,-1.37581172957591
10839829,-1.36963890055354
10879813,-1.35493877411862
10919797,-1.35118340045562
10959781,-1.3407065760691
10999765,-1.31554204075544
11039749,-1.28630943441136
11079733,-1.25605321320228
11119717,-1.22915911027886
11159701,-1.19713296171228
11199685,-1.16694383234753
11239669,-1.14135192480592
11279653,-1.11948777222199
11319637,-1.09199083693571
11359621,-1.08427890319554
11399605,-1.06791333097346
11439589,-1.05423197654831
11479573,-1.041257325594
11519557,-1.01257602337198
11579533,-0.966192178429428
11639509,-0.918360531078329
11699485,-0.88421949283917
