Time_us,accel_x,accel_y
1040417,-0.395340112359331,0.57924237021942
1080401,-0.481497564989458,0.682135611381032
1120385,-0.52716079994291,0.705653407195597
1160369,-0.555527462062324,0.704748924617006
1200353,-0.63395360195425,0.756305618865015
1240337,-0.651795488343537,0.69986828636139
1280321,-0.668577040952001,0.639720751189838
1320305,-0.694699341991797,0.581589354857862
1360289,-0.709361358329337,0.532239761710154
1400273,-0.722186505763626,0.49790211474835
1440257,-0.734522505198157,0.453258751775693
1480241,-0.744453561979142,0.416333386612133
1520225,-0.754381686943507,0.386935629558211
1560209,-0.786560043064709,0.358971758561822
1600193,-0.817374976275095,0.320283378760305
1640177,-0.856077732332606,0.295316887935502
1680161,-0.894505322098202,0.271896346274574
1720145,-0.911220698178633,0.255947100707041
1760129,-0.905098140935109,0.234332548508511
1800113,-0.897521746094481,0.22519828749985
1840097,-0.858983719632267,0.216748746291652
1880081,-0.818433724103419,0.207825629845585
1920065,-0.782359081811094,0.191960280241544
1960049,-0.752858531854889,0.183266693602957
2000033,-0.721894431218633,0.17502377591801
2040017,-0.739970233044458,0.166611614974641
2080001,-0.757834126641982,0.158800705657191
2119985,-0.760245769726977,0.151539492849222
2159969,-0.744519773876336,0.144301531064244
2199953,-0.727454837118485,0.136930847373997
2239937,-0.69879747331824,0.13020754177079
2280754,-0.666847216224967,0.124402413221406
2320738,-0.638053495481936,0.118763550453005
2360722,-0.613492331766384,0.113458289029315
2400706,-0.587722971894171,0.108723259334916
2440690,-0.539126480581008,0.103676175000048
2500666,-0.46409850237252,0.0964608327039323
2560642,-0.416243950392224,0.0896388630393215
2620618,-0.368339484662574,0.0840257143799574
2700586,-0.306715484662076,0.0761684171552634
2780554,-0.28192226040512,0.0695083839691417
2860522,-0.283276936983914,0.0627990343187322
2940490,-0.274931546255071,0.057081926212452
3040450,-0.217713507694658,0.0505188332148217
3480274,0.0431152508134152,0.0263409665398202
3720178,0.0834343756923308,0.0243593073493866
3940090,0.097105899314568,0.0218399414281748
4360755,0.0595378783944641,0.0191509753530252
4840563,-0.0448693576929486,-0.00672073609526053
5360355,0.0298111157332724,-0.028849600673985
5780187,-0.0447960508884419,-0.0446542643087621
6080067,-0.0524063882793316,-0.0464579079223553
6460748,-0.0353986193892407,-0.0541685288024881
6620684,-0.134782276531768,-0.0691215480345172
6760628,-0.14646814803906,-0.0666466545823656
7060508,-0.0283489481783517,-0.0704047414766833
7340396,-0.0333696552761445,-0.0778886229016397
7600292,-0.00130162921679879,-0.0838223528490096
7800212,-0.0672651901952068,-0.0880776774745425
8020124,-0.0451249209120444,-0.0922079232836105
8240036,-0.0324672094144495,-0.0932895643285054
8419964,-0.0702226306139292,-0.095018100773255
8600725,-0.0650278189572427,-0.0971781498213492
8740669,-0.143981751838288,-0.0984412907531469
8900605,-0.0856375690508016,-0.0996252417351187
9120517,-0.00265925490143509,-0.0997744269679978
9340429,-0.00522130478398152,-0.0995943044115446
9560341,-0.0363821260745762,-0.0998290387698909
9740269,-0.0692817566547593,-0.102042756416334
9900205,-0.0877512874189972,-0.103754773978046
10040149,-0.112483740818173,-0.104441147671717
10200085,-0.080587332982649,-0.105105735544452
10380013,-0.063091988219594,-0.105056822232967
10580766,-0.0264301902066961,-0.107365648280536
10740702,-0.0950746835325668,-0.109063460612144
10940622,-0.041370336703711,-0.111304077307357
11080566,-0.111341657512961,-0.113945718292628
11260494,-0.0282428020627416,-0.116734216531177
11440422,-0.0141410946000146,-0.118110723118217
11600358,-0.0716001439283684,-0.120389148781673
11700318,-0.184438210077053,-0.122446889726056
11800278,-0.169224950073938,-0.12924415960967
11900238,-0.188537458829726,-0.130440238871373
11980206,-0.227466240315924,-0.128989972105794
12060174,-0.226153819672474,-0.13519728545644
12140142,-0.236538060483376,-0.139793628821074
12220110,-0.276096981011927,-0.143802107083581
12300078,-0.315303685708325,-0.148695570120051
12360054,-0.382359430257285,-0.152091123295615
12420030,-0.452319794468304,-0.156342277752129
12460014,-0.502770829078098,-0.159425956326968
12499998,-0.552132418731364,-0.162114360799153
12539982,-0.573273594925192,-0.165204499446351
12579966,-0.592668625623887,-0.16816531113627
12619950,-0.595369933997111,-0.171145857505062
12659934,-0.578141329712745,-0.173964103068583
12700751,-0.561451401389274,-0.17684405183838
12740735,-0.544355833426665,-0.179305470517764
12780719,-0.525540096362276,-0.182101179795513
12820703,-0.533864141744996,-0.185108412542138
12860687,-0.572484380814889,-0.188431544808603
12900671,-0.609015188333152,-0.19156518278664
12940655,-0.614991923018494,-0.194782823025742
12980639,-0.61905416849411,-0.19727336021522
13020623,-0.619797165213339,-0.199999441888051
13060607,-0.617801501216122,-0.202280556397606
13100591,-0.614094430911814,-0.205202773390541
13140575,-0.642204822457783,-0.208194179600583
13180559,-0.669978592998687,-0.21186494990397
13220543,-0.66812384230467,-0.215909710148562
13260527,-0.633010394454118,-0.219895436450608
13300511,-0.595894691842657,-0.223633004691192
13340495,-0.555199832743009,-0.227165295773934
13380479,-0.51340124160931,-0.230261013195072
13420463,-0.484651531024829,-0.232982938140627
13460447,-0.471189103836493,-0.236238029842572
13520423,-0.454592211257277,-0.240109814322302
13580399,-0.442058601743515,-0.243747309017936
13640375,-0.418906031709529,-0.245845362747481
13700351,-0.388897844787312,-0.24708720374776
13760327,-0.373207607990112,-0.247378659084973
13820303,-0.337292943417602,-0.24806185311057
13880279,-0.296683859793375,-0.247178432180711
13940255,-0.256475392546228,-0.243800846786759
14020223,-0.213244236005772,-0.232279535850055
14120183,-0.129686586886303,-0.185494827159904
