Time_us,x,y,yaw,V_x,V_y,Gyro_z
2000033,2.806915,1.547238,0.7804797,2.626312,2.6693,0.3118667
2999633,5.794077,5.072522,0.9413052,3.062407,4.247011,0.0874441
4000066,8.888705,9.452391,0.9739149,2.94657,4.362666,0.002141078
4999666,12.12346,12.80853,0.3322531,3.580185,1.252366,-1.092119
6000099,14.88842,12.54695,5.518779,1.629377,-1.50031,-1.11307
6999699,15.7105,10.59139,4.680553,-0.05473547,-2.340842,-0.5859593
8000132,15.06974,7.397799,4.480233,-0.9730583,-4.139335,0.1159495
8999732,14.34978,2.56833,4.681118,-0.1730404,-5.195432,0.2154304
10000165,14.56971,-2.718362,4.864294,0.7388231,-5.125175,0.1578683
10999765,15.5545,-7.804246,4.977999,1.264402,-4.897707,0.08546006
12000198,17.046,-12.47101,5.283157,2.26974,-3.649008,1.081727
12999798,19.77612,-14.2071,0.09872793,2.442716,0.1605386,1.131036
14000231,21.56219,-13.09285,1.185946,0.8080028,1.89493,0.9665653
14999831,21.7075,-10.67703,1.76419,-0.5695704,3.03902,0.2002426
16000264,21.04991,-6.599434,1.673028,-0.4575896,4.896451,-0.1957175
16999864,20.99236,-1.40919,1.488072,0.4562173,5.228183,-0.1681299
18000297,21.75926,3.78075,1.35517,1.087561,5.000845,-0.1063555
18999897,23.02548,8.717565,1.286149,1.38924,4.829445,-0.04735325
20000330,24.59313,13.32192,1.030294,2.214448,3.731557,-1.022495
20999930,27.33497,15.10315,6.219025,2.471798,-0.1059732,-1.123547
22000363,29.15424,14.00617,5.141946,0.8528318,-1.881336,-0.9404244
22999963,29.39347,11.57613,4.589504,-0.4204166,-3.097342,-0.1800051
23999563,28.97477,7.468476,4.684708,-0.1679596,-4.907309,0.1898484
24999996,29.21744,2.275694,4.868705,0.7573115,-5.178107,0.1655196
25999596,30.26779,-2.873883,4.99963,1.370819,-4.930065,0.1030598
27000029,31.80913,-7.77584,5.067666,1.675093,-4.759291,0.04255908
27999629,33.55183,-12.42437,5.18548,2.008188,-4.083091,0.6143472
29000062,36.31646,-14.5977,6.266446,2.659746,-0.1282128,1.125538
29999662,38.30116,-13.69153,1.094598,0.9850526,1.80558,1.057443
31000095,38.55917,-11.43681,1.802032,-0.6060377,2.729139,0.4300225
31999695,37.64046,-7.727783,1.789737,-0.9578744,4.632861,-0.1802602
33000128,37.0451,-2.63021,1.599258,-0.08440998,5.254671,-0.1784193
33999728,37.30337,2.611192,1.453961,0.6360625,5.102943,-0.1213171
35000161,38.14712,7.655474,1.372752,1.006735,4.926628,-0.05801313
35999761,39.31725,12.41608,1.174966,1.737363,4.124379,-0.85084
37000194,41.95479,14.66064,0.08407237,2.626175,0.2566997,-1.112161
37999794,43.98535,13.85963,5.344612,1.215737,-1.66402,-0.8459157
39000227,44.86899,11.43794,4.929784,0.6884866,-3.27889,-0.02913845
39999827,45.99613,7.260041,5.069924,1.705113,-4.701746,0.1943857
41000260,48.12631,2.477759,5.240143,2.547573,-4.534652,0.1530302
